FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Joseph,Warnock,C,D-Lakers,D-RBSL,27,81,264,C+,C-,B ,D-,D ,F+,C+,D-,D-,F ,F+,D+,C-,F+,C-,A-,B-,B ,D ,B ,D ,D ,F ,B ,D ,D ,F ,D ,D 
Ronald,Drayton,PF,D-Timberwolves,D-RBSL,31,83,272,D-,C ,B ,D-,D ,F+,D ,F ,C+,F+,C+,C+,F-,D-,D ,C+,B-,D ,C ,B ,F ,D ,F ,D ,F ,C ,F ,B ,C 
Michael,Jones,PG,Trail Blazers,RBSL,24,72,165,A-,C ,A ,B ,C ,C+,C-,D-,F+,F ,D ,F-,C ,A ,D-,C+,B+,A ,B ,A ,A ,C ,C ,C ,D ,F ,F ,D ,F 
Pascual,Alkorta,C,Pistons,RBSL,32,85,300,C ,C ,B-,F+,C+,C+,B ,A-,B+,C-,C ,A-,B-,D+,D+,A-,A-,C ,C ,B ,F ,C ,C ,B ,B ,B ,D ,C ,A 
Andrew,Fawcett,SG,FA,,20,77,205,F+,F+,C ,F+,D-,F ,F ,F-,F-,D ,F ,F ,C ,B-,D-,C+,C ,D ,C ,B ,D ,C ,D ,D ,F ,F ,C ,D ,D 
Deandre,Ayton,C,Thunder,RBSL,26,85,296,B ,A-,C+,F ,C ,C-,A-,A+,C+,C-,C-,A-,B ,C+,B+,A ,A ,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Brian,Taylor,C,FA,,33,82,275,D-,C-,C ,D+,D+,F ,C-,C-,D ,D-,F+,C-,C ,F-,D ,A+,C+,D ,D ,C ,D ,D ,F ,D ,D ,D ,F ,F ,D 
Carlton,Baker,PG,FA,,22,75,178,D-,D ,C ,D ,C-,D+,F+,F+,F ,C+,D ,F ,C ,A-,C ,C+,A ,D ,D ,C ,D ,C ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,SF,Timberwolves,RBSL,21,80,228,C-,D+,B-,C-,C ,D+,C ,C-,C ,F+,D-,D-,B+,B+,B+,C ,A-,B ,C ,B ,C ,B ,C ,B ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,29,85,283,C-,C ,C+,F-,D-,D-,A-,C ,C+,F ,F+,C ,C+,D-,C ,A ,C ,D ,D ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,31,85,293,D-,C ,C ,F-,D+,F ,C ,A-,C ,F ,F+,C+,D ,F-,D ,A ,D+,D ,C ,C ,F ,D ,F ,C ,A ,C ,F ,D ,C 
Chris,Stephens,C,FA,,31,84,276,D ,C ,C+,F-,F-,F-,C ,D-,C-,F-,F ,C ,C ,D-,C-,A-,C ,D ,D ,B ,F ,F ,F ,C ,D ,D ,F ,F ,C 
Thomas,Evans,PG,FA,,24,72,209,F+,B+,A-,F+,C+,D+,D+,D-,F-,D+,C ,F-,B+,B+,C-,C ,A-,D ,B ,A ,F ,B ,D ,D ,D ,F ,D ,C ,F 
Charles,Sansone,C,FA,,33,82,285,C+,C-,C+,F-,F-,F ,C ,C ,C ,D-,D+,B ,D ,F-,D+,A-,D ,C ,D ,C ,F ,F ,F ,C ,C ,C ,D ,D ,B 
Daniel,Bond,PF,Bucks,RBSL,34,83,287,C-,C ,B+,F-,C+,C ,B+,C ,C+,C+,C ,B+,A+,C-,B ,C+,A-,D ,C ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,27,72,171,F-,A ,A ,C-,B-,D ,F ,F-,F-,C ,C ,F ,B ,A-,C-,D-,A ,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
Damaskenos,Rokos,PF,FA,,33,81,261,F ,F+,C ,F-,F ,F ,F ,F+,D+,F+,F ,C ,A-,B-,B ,A ,A ,F ,F ,C ,F ,F ,F ,F ,F ,D ,D ,F ,C 
Morton,Peterson,C,D-Cavs,D-RBSL,32,84,284,D+,D+,D+,D ,C-,D ,C-,D ,C ,D+,C-,C+,C ,D+,A ,A-,A-,D ,D ,D ,D ,D ,D ,D ,D ,C ,D ,D ,C 
Jeffrey,Chee,C,D-Suns,D-RBSL,22,83,257,C-,C-,D+,F+,F+,F ,F+,C ,C ,F ,F+,D+,B-,C-,C+,C+,A-,C ,C ,D ,D ,D ,F ,F ,C ,B ,F ,D ,C 
Man,Dilley,C,Pelicans,RBSL,30,83,283,C+,C-,C+,F-,C+,D+,A ,B+,A ,C ,C ,A ,F-,C-,C ,A-,A-,B ,D ,B ,F ,C ,D ,A ,B ,A ,C ,C ,A 
Jerrell,Snider,SG,D-Clippers,D-RBSL,22,76,209,F ,C ,B ,D-,D+,D-,F ,F+,F-,B ,C ,F ,A ,A-,C ,C ,B-,F ,B ,B ,D ,D ,D ,F ,D ,F ,A ,C ,F 
Brandon,Ingram,SF,FA,,37,81,249,C ,C+,B ,C+,C ,C ,D ,C-,D ,C ,D+,C ,B+,C+,C ,C ,B ,C ,B ,B ,C ,C ,C ,D ,D ,D ,C ,D ,C 
Dudley,Hooper,C,D-Clippers,D-RBSL,29,84,293,C-,C ,C ,F-,D+,D-,F+,C-,C+,F ,F ,C+,C ,F ,D+,A-,C ,D ,C ,C ,F ,D ,D ,F ,D ,C ,F ,F ,C 
Silas,Fielding,C,FA,,32,83,278,F ,D ,C ,F-,D-,F ,C-,D+,C ,F-,F-,F+,C-,F-,D-,C ,D+,F ,D ,C ,F ,F ,F ,D ,D ,C ,F ,F ,F 
Terrence,Calhoun,SG,FA,,24,78,198,D+,C ,C-,D-,F+,F ,F-,D+,F-,B ,D+,D+,F+,B-,B+,C ,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,A ,C ,C 
Kelly,Frank,PF,FA,,28,80,258,D-,F ,C ,F-,D ,F+,D ,C-,D+,F ,D-,C-,C ,C-,C ,A+,B+,D ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,Hawks,RBSL,23,77,206,D+,C ,B+,C-,D-,F+,F+,C-,F ,A-,D ,D ,B-,A-,C ,B+,A ,D ,C ,A ,D ,D ,F ,F ,D ,F ,A ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,21,83,226,D-,D ,C+,F-,D-,F ,C ,B-,C ,D-,D-,C-,C ,F ,C ,B-,C-,D ,D ,C ,F ,D ,D ,C ,A ,B ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,22,77,199,F ,C-,B-,F ,D ,F ,F ,F ,F ,D-,C-,F+,C-,C+,D+,B-,C ,F ,C ,B ,F ,C ,F ,F ,D ,F ,D ,B ,D 
Herschel,Moore,SF,Nuggets,RBSL,21,77,210,C-,C ,A-,C ,D+,F+,F ,F ,F+,D ,D ,F ,D-,A-,C+,C ,B-,C ,B ,A ,B ,D ,D ,F ,F ,D ,C ,D ,F 
Stefan,Case,SG,FA,,24,76,204,F+,B+,A-,D+,C ,D ,D-,D-,F ,C ,C-,F ,C ,C+,C ,B+,C+,D ,A ,A ,D ,C ,D ,D ,D ,D ,C ,C ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,30,84,289,D-,C-,C ,F-,F+,F+,C ,C+,B-,F ,F+,B ,B-,D-,C+,A-,C ,D ,C ,C ,F ,F ,F ,C ,C ,B ,F ,F ,B 
Joseph,Jackson,C,FA,,32,86,307,F-,F ,C ,F-,B ,C ,A-,A-,D ,D-,F+,A-,A+,C-,B-,B-,A+,F ,F ,C ,F ,B ,C ,A ,B ,D ,D ,F ,A 
John,Greer,PG,FA,,24,67,203,D+,C ,C+,F+,C ,D ,F-,C-,F ,C-,C ,F ,C-,A ,B-,D+,B+,D ,D ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,FA,,22,84,220,F+,D ,D ,F-,D-,F-,D+,D ,C ,D-,F ,D+,B ,D-,D ,C+,C+,D ,C ,D ,F ,C ,F ,C ,C ,B ,D ,D ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,21,83,260,C ,D ,D+,F-,D-,F ,C-,C ,C ,F+,F-,C+,D-,F+,C-,C ,C ,C ,D ,D ,F ,D ,F ,D ,C ,B ,F ,F ,C 
Thomas,Lovelady,SF,Wizards,RBSL,22,80,200,C-,C ,B ,C ,B-,C-,D-,C ,D ,D+,C-,C ,A ,A-,A-,C ,A-,C ,C ,B ,B ,A ,C ,D ,B ,D ,C ,C ,A 
Lonzo,Ball,SG,Bulls,RBSL,31,78,208,C-,B-,C+,A-,C+,A ,C ,B+,B-,A-,A-,B ,B+,A ,B-,B ,B ,D ,B ,B ,B ,C ,A ,C ,B ,B ,A ,A ,B 
Michael,Whitlock,C,FA,,29,82,277,F+,D+,C ,F-,D-,D-,C-,D+,D+,F ,D-,C-,A+,D ,B ,A+,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,21,78,214,F ,D ,B ,D+,C ,F ,F+,F+,F-,C-,D ,F-,A ,B-,C ,D+,C ,F ,C ,B ,C ,C ,F ,F ,F ,F ,C ,D ,F 
Jayson,Tatum,SF,FA,,32,80,236,C-,B-,B+,B-,C ,D-,D+,C ,D+,C ,C ,C ,B ,C ,C ,C+,A ,D ,B ,A ,B ,C ,F ,D ,C ,D ,C ,C ,C 
Bohuslav,Kochevar,PG,Kings,RBSL,19,75,154,D+,C-,C+,C ,C+,D+,F+,C-,D-,D ,D+,D-,C ,A ,B-,D+,A ,C ,B ,B ,B ,A ,C ,D ,B ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,29,87,305,C ,D-,C+,D-,D ,F ,C+,C ,C ,F-,F-,C ,B ,F-,F ,A+,C-,C ,F ,B ,D ,D ,F ,C ,C ,C ,F ,F ,D 
Clinton,Williams,SG,FA,,22,74,224,D-,C ,B+,D+,D+,F ,F+,F-,F ,C ,D ,F-,C ,B ,C ,C-,B-,D ,C ,B ,C ,D ,F ,F ,F ,F ,C ,D ,F 
Adam,Anderson,C,FA,,32,82,275,F ,D ,C ,F-,C ,F-,C-,C ,C ,F ,F-,D-,F+,F-,D ,A ,C ,F ,D ,C ,F ,D ,F ,D ,C ,C ,F ,F ,F 
Junior,Jones,C,D-Hornets,D-RBSL,28,84,294,D-,C-,B-,F-,D+,F ,C ,C-,C-,F+,F+,C ,A+,F ,C-,A ,C ,F ,D ,B ,F ,D ,F ,C ,D ,D ,D ,F ,C 
Kurtis,Townsend,C,D-Spurs,D-RBSL,29,84,292,D-,D-,D ,F-,D ,F+,D-,C ,C-,F+,D-,C+,C ,F+,B ,A-,C-,D ,D ,D ,F ,D ,F ,D ,C ,D ,D ,D ,C 
Josh,Jackson,SF,D-Trail Blazers,D-RBSL,33,80,241,D ,D+,C ,C-,C-,D-,D+,C-,C-,C ,C ,C-,D+,B ,C+,B-,C ,D ,D ,B ,D ,D ,D ,D ,D ,D ,C ,C ,D 
Trae,Young,PG,Wizards,RBSL,25,74,182,D ,A-,A ,A ,C+,A ,F ,C-,F ,F+,C-,F+,A ,A ,C-,D ,A ,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Donato,Lopez,C,D-Hornets,D-RBSL,31,83,285,F+,C ,C-,C+,D+,D-,C ,B+,C+,F-,F+,D ,C+,F+,A ,C+,C ,F ,C ,D ,C ,D ,F ,C ,B ,C ,F ,F ,D 
De'Aaron,Fox,PG,FA,,31,75,196,C ,C+,B ,C ,C+,C ,F+,C-,F+,B ,A-,F+,C+,A ,B+,C ,A ,C ,B ,B ,C ,C ,C ,F ,D ,D ,B ,A ,F 
Jonathan,Isaac,SF,Hawks,RBSL,31,82,261,D+,C ,B ,C+,C ,D-,C+,C+,C+,C+,B ,A-,C ,C+,C+,B+,C ,D ,C ,B ,C ,D ,D ,C ,B ,B ,B ,B ,A 
Lauri,Markkanen,SF,D-76ers,D-RBSL,33,84,293,D+,C ,A ,B-,C-,D ,D+,C-,D ,F ,F+,D ,A ,C+,F+,B-,B+,D ,C ,A ,B ,D ,D ,D ,D ,D ,F ,F ,D 
Albert,Hernandez,SG,FA,,24,77,185,C-,A ,C+,F ,B-,F ,D+,C-,F ,D-,D+,F+,C ,C+,B ,C ,C-,D ,A ,B ,F ,B ,F ,D ,D ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,28,83,282,F+,C ,D ,F-,D ,F ,B ,C ,B ,F ,D-,F ,D+,D+,B+,A ,B+,F ,D ,D ,F ,D ,F ,B ,C ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,76ers,RBSL,24,78,218,C ,A-,B ,B+,C ,C-,C ,C+,B ,B+,B+,C-,D+,A ,A-,C-,A-,C ,B ,B ,B ,C ,D ,C ,C ,B ,B ,A ,D 
Emiliano,Albanese,SG,D-76ers,D-RBSL,23,76,225,D-,D ,C+,D+,D-,F ,D-,C ,F ,D-,C-,F ,A-,B+,C ,C-,A ,F ,D ,C ,D ,F ,F ,F ,C ,F ,D ,D ,F 
Waldo,Middleton,C,FA,,32,84,300,F+,C-,B-,F-,D+,F+,F+,D ,C-,F ,F-,D ,A ,F-,D+,B+,C ,F ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,D 
Guy,Edwards,PG,FA,,25,74,198,D+,C-,C ,F-,C ,D+,F ,D+,F ,C ,B ,F+,F+,A-,D+,C ,B ,C ,C ,C ,F ,C ,D ,F ,C ,D ,C ,B ,F 
Omar,Boyd,PG,Trail Blazers,RBSL,22,76,175,C ,C-,A-,D+,D-,D+,F ,F+,F-,D ,D+,F ,B ,B ,C-,D+,B-,B ,C ,B ,B ,D ,C ,F ,F ,F ,B ,C ,F 
Frank,Ntilikina,SG,D-Raptors,D-RBSL,30,77,210,D-,C-,B ,C-,C-,C-,F+,F+,D-,C ,C-,F ,C-,A-,D ,C ,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,C ,C ,F 
Sal,Wright,PG,FA,,26,73,217,F+,C-,B ,D+,C-,C-,F-,D ,F+,D+,C+,F ,B+,A ,A ,F+,A ,F ,C ,A ,D ,D ,D ,F ,D ,F ,D ,B ,F 
Jaren,Jackson Jr.,PF,Lakers,RBSL,24,82,264,C-,B-,C+,B+,C-,C-,A-,A+,B ,C ,C ,A+,C ,C+,B ,A ,C ,C ,B ,A ,A ,D ,C ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,FA,,35,85,300,D ,B+,A-,F-,B-,C-,B ,A-,B-,D ,D ,A-,A+,C-,C-,B+,A-,D ,B ,A ,F ,B ,D ,B ,A ,B ,D ,D ,A 
Charlie,Beamon,C,FA,,31,85,302,D-,D+,C ,F-,D+,F+,F ,C-,C ,F ,F+,D-,B-,F ,C-,A ,C ,D ,D ,B ,F ,D ,F ,F ,C ,D ,F ,F ,F 
Vladimir,Simon,SF,Grizzlies,RBSL,19,82,216,D ,C ,C ,D-,D ,F ,D ,F+,F ,D-,D-,D-,C ,C-,C-,C+,B+,C ,B ,C ,C ,C ,F ,C ,F ,F ,D ,D ,D 
Mack,Lewis,C,D-Clippers,D-RBSL,30,84,290,C-,C-,C ,F-,D-,F+,C-,D+,C ,D ,D-,C-,F-,F+,C ,A ,B+,D ,D ,C ,F ,D ,F ,D ,D ,C ,D ,D ,D 
Dennis,Smith Jr.,PG,Warriors,RBSL,31,75,207,C+,C ,B-,C ,C-,C-,F+,D+,F+,C-,C ,D-,A ,A ,A-,C ,A ,C ,C ,B ,C ,D ,D ,F ,D ,D ,D ,C ,F 
Onisim,Rumiantsev,C,FA,,32,82,279,F+,D ,C ,F-,D+,D+,C+,D-,C+,D-,D+,C ,C+,D-,D+,A ,C+,F ,D ,C ,F ,D ,D ,C ,F ,C ,F ,D ,C 
Doyle,Baker,SF,FA,,19,78,199,F+,F+,B-,D ,F+,F-,D-,F+,F ,F ,F-,F-,A ,C ,C-,C ,C ,D ,C ,B ,C ,D ,F ,B ,C ,D ,D ,F ,F 
Leonard,Johnson,PF,Rockets,RBSL,32,82,276,C-,C+,B+,D ,C ,D ,D ,D+,C+,F-,C-,C ,B ,C ,C ,A ,A-,D ,C ,B ,D ,D ,D ,D ,D ,B ,F ,D ,C 
John,Turner,PF,FA,,31,81,264,F+,D ,B-,F-,D ,F-,F+,D+,D-,F+,F-,D ,A+,F+,D+,A-,C ,F ,D ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
Luka,Doncic,PG,Spurs,RBSL,26,79,225,C ,C+,C+,C+,C ,C+,D ,C-,C-,D+,C ,F+,B ,B ,C ,B-,A+,C ,B ,B ,B ,C ,B ,D ,D ,D ,D ,C ,F 
Gregg,Rollo,C,D-Kings,D-RBSL,31,83,280,C+,C-,C+,F-,D ,D ,C ,C+,D+,F-,F ,C ,C-,F-,F-,C ,C+,C ,D ,C ,F ,D ,D ,C ,C ,D ,F ,F ,D 
Ronald,Thomas,SG,Mavericks,RBSL,21,74,201,C ,C+,A-,C+,D+,F+,D-,D-,F-,C+,D+,F-,C+,C+,D+,C ,C+,B ,A ,A ,B ,D ,F ,D ,D ,F ,B ,D ,F 
Jonathan,Yeager,C,FA,,28,83,287,D+,C-,C ,F-,D+,D-,A ,C+,B ,F ,B ,C-,A-,F-,D+,B-,C-,D ,C ,C ,F ,D ,D ,A ,C ,B ,D ,A ,D 
Collin,Sexton,PG,Trail Blazers,RBSL,25,75,198,C-,B ,A-,C ,C ,C+,D ,C-,D ,D+,C-,D ,D+,A ,A-,C ,A-,B ,B ,A ,C ,C ,C ,D ,D ,D ,C ,D ,D 
