FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Markelle,Fultz,PG,Spurs,RBSL,33,76,214,C ,B ,B-,B ,B-,C+,D-,C-,D+,C ,C ,C-,C+,A ,C ,C ,A ,C ,B ,B ,B ,B ,C ,F ,D ,D ,C ,C ,D 
Daniel,Martin,C,FA,,30,83,281,C ,C-,C+,F-,F+,F-,F ,D+,D-,F ,F-,D ,F+,F ,C ,C+,D+,C ,D ,B ,F ,F ,F ,F ,D ,F ,F ,F ,D 
Trevor,Lucas,PF,FA,,33,83,274,D-,D ,B-,F-,D ,F-,D+,D-,C ,F-,F ,F ,F ,F ,D ,B+,A ,D ,D ,B ,F ,D ,F ,D ,D ,C ,F ,F ,F 
Alvin,King,C,D-Hawks,D-RBSL,30,83,281,D-,D ,C ,F-,D+,F+,D+,C ,C+,D ,D ,C ,C-,F+,F+,A-,C+,F ,D ,C ,F ,D ,F ,D ,C ,C ,D ,D ,C 
Travis,McGregor,C,FA,,33,84,298,D ,D ,C ,F-,F+,F ,D+,D ,D ,F ,F-,D+,C+,F-,C-,A+,C ,D ,D ,B ,F ,F ,F ,D ,D ,D ,F ,F ,D 
Wendell,Carter,C,Hawks,RBSL,27,82,276,D+,C+,B ,B-,C-,C ,B ,A ,C+,D-,C-,B ,C-,C-,C ,A ,B ,D ,B ,B ,B ,D ,C ,B ,A ,C ,D ,D ,B 
Monty,Yarborough,C,D-Warriors,D-RBSL,31,83,278,D ,C+,B-,F-,C-,D-,D ,C ,B-,F+,D+,C ,C ,D ,B-,C ,A-,D ,C ,B ,F ,D ,F ,D ,C ,B ,F ,D ,C 
Douglas,Stout,PG,D-Nets,D-RBSL,25,77,216,C-,C+,A-,C ,C ,D-,F ,F-,F ,C-,D ,F ,B+,A-,C-,D ,C+,C ,C ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,FA,,30,87,293,D+,D+,B+,F-,C-,C ,A+,A ,A ,C+,D+,A+,A+,C-,B-,C+,B-,D ,D ,B ,F ,D ,C ,A ,A ,A ,C ,D ,A 
Cristobal,Williams,PG,FA,,20,76,208,D ,D ,C+,D-,C+,C ,F ,D-,D ,C ,D ,F-,D-,A-,D ,C-,B ,D ,D ,C ,D ,B ,D ,F ,D ,D ,C ,D ,F 
Scott,Magill,C,D-Bucks,D-RBSL,33,80,254,D ,C ,A-,F+,D+,F ,D-,D+,C ,F ,F+,C+,C ,F-,C+,A-,B-,D ,C ,A ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Rudolph,Wolf,C,D-Pistons,D-RBSL,24,86,258,D-,D ,C+,F-,D ,D-,D ,C ,C ,F-,F+,C-,D-,F ,D+,C ,C ,D ,D ,B ,F ,D ,D ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,FA,,24,77,186,F+,C-,B+,D+,C ,D-,D ,F+,F-,C-,C ,F-,A-,B+,D ,C+,B+,F ,D ,B ,D ,C ,D ,D ,F ,F ,D ,C ,F 
Arden,Moses,C,D-76ers,D-RBSL,32,83,285,D-,C ,D ,F-,C-,D+,C+,C ,C ,D-,C-,D+,C ,F-,D-,C+,B ,D ,C ,D ,F ,D ,D ,C ,C ,C ,D ,D ,D 
Chris,Adams,C,FA,,24,84,268,D-,C-,C+,F-,D-,D-,C ,C-,D+,F ,F-,C ,C ,F ,D-,A-,C+,D ,C ,C ,F ,F ,D ,C ,C ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,30,83,279,D-,F+,C ,F-,D+,D-,D-,C ,C ,F ,D ,C ,A-,D-,C ,C+,A ,D ,F ,C ,F ,D ,D ,F ,C ,C ,F ,D ,C 
Michael,Porter Jr.,PF,FA,,27,82,238,D ,C+,A-,C+,C-,D-,C-,D+,D ,D ,C ,C-,B+,B+,B ,B ,A ,D ,C ,A ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,23,74,184,D ,D+,B ,D+,C+,C-,F+,F ,F-,D ,C ,F-,B+,B ,C-,C+,C+,D ,D ,B ,D ,C ,D ,F ,F ,F ,D ,C ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,25,71,179,D-,C+,B-,C+,C ,F+,F+,D ,F+,A-,D+,F ,A ,B ,C ,C ,C+,D ,B ,B ,B ,C ,D ,F ,D ,F ,A ,D ,F 
Hoyt,White,PG,FA,,22,72,172,F ,B+,B+,F ,B-,F ,F-,F ,F ,F+,C ,F-,D+,B+,D+,C-,C ,F ,A ,A ,F ,B ,F ,F ,F ,F ,D ,B ,F 
Kendrick,Delacruz,C,FA,,31,87,305,F+,D-,C ,F-,F+,F+,D-,D-,D+,F ,F+,D+,B-,F ,D+,A ,B-,F ,D ,C ,F ,F ,F ,F ,D ,D ,F ,F ,D 
Loren,Whitaker,PF,D-Knicks,D-RBSL,32,82,273,F ,C ,D ,F-,D+,F+,C+,B-,C ,D ,D ,A-,A-,D-,B-,B+,F+,F ,C ,D ,F ,D ,F ,C ,B ,C ,D ,D ,B 
Alvaro,Parker,C,FA,,33,84,291,D ,F ,C-,F-,F ,F+,F+,C-,C ,F ,D ,D ,D+,F-,C-,A ,C ,D ,F ,C ,F ,F ,F ,F ,D ,C ,F ,D ,D 
Matt,Marsh,C,FA,,30,82,278,D-,C-,F+,F-,C-,D ,F+,D-,C+,F+,D+,C+,C-,F-,D-,B ,B-,F ,D ,F ,F ,D ,D ,F ,D ,B ,F ,D ,C 
Waldo,Hesse,C,FA,,31,85,294,D-,C-,B-,F-,D-,D-,D-,D ,C ,D-,C+,D ,D-,F-,C-,A+,C ,D ,D ,B ,F ,F ,F ,F ,D ,C ,D ,C ,D 
Vincent,Laguna,PG,FA,,25,73,181,C-,C+,B ,F-,C+,D+,F ,D+,F ,B+,C ,F ,B ,A ,C+,C ,A-,D ,B ,B ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,26,74,201,F+,C ,A-,D+,A-,C ,F-,D-,F-,C+,C ,F+,F-,B+,B-,B ,A ,F ,C ,A ,D ,A ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,FA,,34,84,294,C+,C ,A-,F+,C ,D-,C ,A-,C ,F ,F+,C-,C-,F ,D+,A-,C ,C ,C ,B ,F ,C ,D ,C ,A ,C ,F ,F ,D 
Harley,Davis,C,D-Celtics,D-RBSL,32,85,303,D ,C-,B ,F-,D+,F+,C ,C-,F+,F-,D ,D+,A ,D+,C ,A ,B ,D ,C ,B ,F ,D ,F ,C ,D ,F ,F ,D ,D 
Lucas,Moore,C,D-Knicks,D-RBSL,27,83,286,C ,C-,D+,F-,D-,F+,A-,C-,B ,D ,C+,C-,C ,F+,D+,C+,C ,C ,D ,D ,F ,D ,D ,B ,C ,B ,D ,B ,D 
Chauncey,Baker,C,FA,,30,83,285,D-,D+,B-,F-,D-,D ,F-,C-,C+,F ,F-,C ,C ,F ,D-,B+,C ,D ,D ,B ,F ,D ,D ,F ,D ,B ,F ,F ,C 
Hoyt,Christian,C,D-Mavericks,D-RBSL,32,83,290,D-,C ,C ,F+,D+,F+,B ,C-,C ,F ,D+,C ,F+,F-,F+,C ,C ,F ,C ,C ,F ,D ,F ,B ,D ,C ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,28,81,265,B-,C-,B ,D ,D+,F+,C+,D-,D-,F+,F+,D+,C-,F+,C-,A-,B-,B ,C ,B ,D ,D ,F ,B ,D ,D ,F ,D ,D 
Ronald,Drayton,PF,D-Timberwolves,D-RBSL,32,83,274,D ,C ,B-,D-,D-,F+,D-,F ,C+,F+,C+,C ,F-,D-,F+,C+,B-,D ,C ,B ,F ,D ,F ,F ,F ,C ,F ,C ,C 
Michael,Jones,PG,Trail Blazers,RBSL,25,72,168,A-,C ,A ,B ,C ,C+,C-,D-,F+,F ,D ,F-,C ,A+,D-,C+,A-,A ,C ,A ,B ,C ,C ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,C,FA,,33,85,301,C-,C ,B ,F+,C+,C ,C+,A-,A-,D+,C ,B+,B-,F+,D ,A-,B ,D ,C ,B ,F ,C ,C ,B ,B ,B ,D ,C ,B 
Andrew,Fawcett,SG,D-Bucks,D-RBSL,21,77,205,F+,D-,C ,F+,D ,F ,F ,F ,F-,D+,F ,F ,C ,B-,D-,C ,C ,D ,D ,C ,D ,C ,D ,D ,F ,F ,C ,F ,F 
Deandre,Ayton,C,Thunder,RBSL,26,85,298,B ,A-,C+,F ,C ,C ,B+,A+,C ,C-,C-,A ,B-,B ,A-,A+,A+,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Carlton,Baker,PG,FA,,23,75,178,D-,D ,C+,D ,C-,C-,D-,F+,F ,B-,D ,F+,C ,A ,C ,C+,A-,D ,D ,C ,D ,C ,D ,D ,F ,F ,B ,D ,F 
Thad,Boudreaux,PF,Magic,RBSL,22,80,231,C ,C-,C+,C-,C-,D+,C ,C ,C ,D-,D ,D-,A-,A-,B ,C ,A-,B ,C ,B ,C ,B ,C ,B ,C ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,30,85,294,C-,C ,C+,F-,D-,D ,B+,C ,C+,F ,F+,C ,C+,F+,C ,A-,C ,D ,D ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,32,85,297,D-,C ,C-,F-,D+,F ,C ,A-,C ,F ,F+,C+,D ,F-,D ,A ,D+,D ,C ,C ,F ,D ,F ,C ,B ,C ,F ,D ,C 
Chris,Stephens,C,FA,,32,84,281,D ,C-,C+,F-,F-,F-,C ,D-,C-,F-,F ,C-,C ,D-,D ,B ,C ,D ,D ,C ,F ,F ,F ,C ,F ,D ,F ,F ,C 
Thomas,Evans,PG,FA,,25,72,210,F+,B-,A-,F+,C ,D+,D ,D-,F-,C-,C ,F-,B ,B ,C-,C ,A ,D ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
Daniel,Bond,PF,FA,,35,83,288,C-,C ,A-,F-,C+,C-,B ,C ,C+,C ,C-,A-,A+,D+,C ,B-,C+,D ,C ,A ,F ,C ,D ,B ,C ,C ,C ,D ,A 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,28,72,172,F-,A-,A+,C-,B-,D ,F ,F-,F-,C ,C+,F ,B+,A-,C-,D-,A ,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
Morton,Peterson,C,D-Cavs,D-RBSL,33,84,289,D+,D+,D+,D-,D+,D-,C-,D ,C ,D+,D+,C+,C ,D+,A-,B+,A ,D ,D ,D ,D ,D ,D ,D ,D ,C ,D ,D ,C 
Jeffrey,Chee,C,D-Suns,D-RBSL,23,83,267,C ,C-,D+,F+,F+,F ,F+,C ,C ,F ,F+,D ,B+,C-,C+,C+,A-,C ,C ,D ,F ,D ,F ,F ,B ,B ,F ,F ,D 
Man,Dilley,C,Kings,RBSL,31,83,285,B-,C-,C+,F-,C+,D+,A-,B+,A ,C ,C ,A-,F-,C-,C ,B ,B+,B ,D ,C ,F ,C ,D ,A ,B ,A ,C ,C ,A 
Jerrell,Snider,SG,D-Clippers,D-RBSL,23,76,211,F ,C+,A-,D-,C-,D ,F ,F+,F ,A-,C ,F ,A+,A-,C ,C ,B ,F ,C ,A ,D ,D ,D ,F ,D ,F ,B ,C ,F 
Dudley,Hooper,C,D-Clippers,D-RBSL,30,84,293,C-,C ,C-,F-,D+,D-,F+,C-,C+,F ,F ,C+,C ,F ,D+,A-,C ,D ,C ,C ,F ,D ,D ,F ,D ,C ,F ,F ,C 
Silas,Fielding,C,FA,,33,83,280,F ,D ,C ,F-,D-,F ,C-,D ,C ,F-,F-,F+,C-,F-,D-,C ,D+,F ,D ,C ,F ,F ,F ,D ,D ,C ,F ,F ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,25,78,202,C-,C ,C ,D-,F+,F ,F-,D+,F-,B-,C-,D+,F+,B-,B ,C+,A ,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,D 
Kelly,Frank,PF,FA,,29,80,259,D-,F ,C ,F-,D ,F+,D ,C-,D+,F ,F+,C ,C ,C-,C ,A ,B+,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,Hawks,RBSL,24,77,211,D+,C ,B ,C-,D-,F+,F+,C-,F ,B+,D ,D+,B+,B ,C-,A-,A ,D ,C ,B ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,22,83,228,D-,D ,C+,F-,D ,F+,C ,B+,C ,D-,D-,C-,C ,F ,C ,C+,C-,D ,D ,C ,F ,D ,F ,C ,A ,B ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,23,77,202,F ,C-,C+,F ,D+,F ,F ,F+,F+,D-,C ,F+,D+,B ,D+,B+,C ,F ,C ,B ,F ,D ,F ,F ,D ,F ,D ,C ,D 
Herschel,Moore,SG,Nuggets,RBSL,22,77,213,C-,C ,A-,C ,D ,F+,F ,F ,D-,D ,D ,F ,D-,A ,B+,C ,C+,D ,C ,B ,C ,D ,F ,F ,F ,D ,D ,D ,F 
Stefan,Case,SG,FA,,25,76,205,F+,B-,A-,D+,C ,D ,D-,D-,F+,C+,C-,F ,C ,C+,C ,B+,B-,D ,B ,A ,D ,C ,D ,D ,D ,D ,B ,C ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,31,84,292,D-,C-,C ,F-,F+,F+,C ,C ,C+,F ,D-,C+,B ,D-,C ,B+,C-,F ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,B 
Joseph,Jackson,C,Rockets,RBSL,33,86,308,F-,F ,C ,F-,B ,C ,A-,B ,D ,D-,F+,B+,A+,C-,B-,B ,A ,F ,F ,C ,F ,B ,D ,B ,B ,D ,F ,F ,B 
John,Greer,PG,D-Nets,D-RBSL,25,67,205,D+,C ,C ,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A-,B-,C-,A-,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,FA,,23,84,222,D-,D ,D ,F-,D ,F ,C-,D+,C+,D-,F ,C-,B ,D-,D-,C+,C+,D ,C ,D ,F ,C ,F ,C ,C ,B ,D ,D ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,22,83,264,C ,D+,D+,F-,D ,F+,C-,C ,C+,F+,F-,B-,D ,F+,C ,C+,C ,C ,D ,D ,F ,D ,F ,D ,C ,C ,F ,F ,B 
Thomas,Lovelady,PG,Wizards,RBSL,23,80,203,C ,C ,B-,C+,B ,C-,D ,C ,D+,D+,C-,C+,A ,B+,A ,C ,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SF,Lakers,RBSL,32,78,209,C-,C+,B-,A-,C+,A-,C ,B+,C+,A-,B+,B-,B-,A-,C+,B ,B+,D ,C ,B ,A ,B ,A ,C ,B ,C ,B ,B ,B 
Michael,Whitlock,C,FA,,30,82,279,F+,C-,C ,F-,D ,D-,C-,D+,D+,F ,D-,D+,A+,D+,B ,A+,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,22,78,216,F ,D+,B ,D ,C ,F+,F+,D-,F-,C-,D ,F-,A+,C+,C ,C-,C+,F ,C ,B ,C ,C ,F ,F ,F ,F ,C ,D ,F 
Jayson,Tatum,SF,FA,,33,80,237,C-,C+,A-,C+,C ,D-,D+,C ,D+,C ,C ,C ,B ,C ,C ,C ,A-,D ,C ,A ,B ,C ,F ,D ,C ,D ,C ,C ,C 
Bohuslav,Kochevar,PG,Kings,RBSL,20,75,159,C-,C ,C+,C+,B ,C-,F+,C ,D-,D ,C-,D ,C ,A ,B-,D+,A ,C ,B ,B ,A ,A ,C ,D ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,30,87,307,C ,F+,B-,D ,D+,F ,C+,C ,C ,F-,F-,C ,B ,F-,F-,A+,C-,C ,F ,B ,D ,D ,F ,C ,C ,C ,F ,F ,C 
Clinton,Williams,SG,FA,,23,74,225,D-,C ,A-,D+,C-,F ,F+,F-,F ,C ,D ,F-,C ,B-,C ,C-,B-,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Adam,Anderson,C,FA,,33,82,275,F ,D-,C ,F-,C-,F-,D+,C ,C ,F ,F-,F+,F+,F-,D-,A ,C ,F ,D ,C ,F ,D ,F ,D ,C ,C ,F ,F ,F 
Junior,Jones,C,D-Hornets,D-RBSL,29,84,296,D-,C-,C+,F-,D+,F+,C+,C-,C ,D-,F+,C ,A+,F ,C-,A ,C ,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,D-Spurs,D-RBSL,30,84,294,D-,D ,D ,F-,D ,F+,D-,C ,C-,F+,D-,C ,C ,F-,B-,A-,C-,D ,D ,D ,F ,D ,F ,F ,C ,D ,D ,D ,C 
Trae,Young,SG,Suns,RBSL,26,74,182,D ,A-,A ,A ,B-,A ,F ,C-,F ,F+,C-,F+,A ,A-,C-,D ,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Donato,Lopez,C,D-Hornets,D-RBSL,32,83,287,F+,C ,C-,C ,C-,D-,C ,C+,C+,F-,F+,D+,C+,F+,A ,C+,C-,F ,C ,D ,C ,D ,F ,C ,B ,C ,F ,F ,D 
De'Aaron,Fox,PG,Pacers,RBSL,32,75,197,C ,C+,B ,C ,C+,C-,F ,C-,F+,C+,A-,F+,C+,A-,A-,C-,A ,C ,C ,B ,C ,C ,C ,F ,D ,D ,B ,A ,F 
Jonathan,Isaac,PF,FA,,32,82,261,D+,C ,B ,C ,C ,D-,C ,C+,C ,C+,B-,A-,C ,C+,C ,B-,C ,D ,C ,B ,C ,D ,D ,C ,B ,C ,B ,B ,B 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,25,77,187,D+,A ,B-,F ,C+,F ,D ,C ,F ,D-,C-,F+,C ,B-,B-,C+,C ,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,29,83,282,F+,C-,D ,F-,D ,F ,B+,C ,B-,F ,D-,F ,D ,D+,B-,A-,A-,F ,D ,D ,F ,D ,F ,B ,D ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,25,78,218,C ,B+,B-,B+,C ,C-,C ,C+,C+,A-,A-,C-,C-,A ,A-,C ,A-,C ,B ,B ,B ,C ,D ,C ,C ,B ,A ,A ,D 
Emiliano,Albanese,SG,D-Nuggets,D-RBSL,24,76,225,D-,D ,C ,D+,D ,F ,F+,C ,F ,D-,C-,F ,B+,A-,C ,C ,A+,F ,D ,B ,D ,D ,F ,F ,C ,F ,F ,D ,F 
Harold,Tucker,PG,76ers,RBSL,16,72,157,F ,D-,B ,D-,D-,F+,F+,D-,F+,D ,F ,F ,F-,A+,B-,F-,A ,D ,C ,B ,C ,C ,D ,D ,C ,D ,B ,D ,D 
Guy,Edwards,SF,D-Hawks,D-RBSL,26,74,199,D+,C ,C+,F-,C ,C-,F ,D+,F+,B-,B ,F ,F ,B+,D+,C ,A-,C ,C ,B ,F ,C ,D ,F ,D ,D ,B ,B ,F 
Omar,Boyd,SG,D-Suns,D-RBSL,23,76,178,C+,D+,A-,C-,D-,D+,F+,F+,F-,D+,C-,F ,A-,A-,C ,D+,B+,B ,C ,A ,B ,D ,D ,F ,F ,F ,C ,D ,F 
Frank,Ntilikina,SG,D-Raptors,D-RBSL,31,77,211,F+,D+,B ,C-,C-,D+,F+,F+,D-,C ,C-,F ,C-,A-,D+,C-,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,C ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,27,73,217,F+,C-,B ,D+,C ,C-,F-,D ,F+,D+,C+,F ,C+,A ,A-,F+,A+,D ,C ,B ,D ,D ,D ,F ,D ,D ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,25,82,266,C-,B ,C+,A ,C ,C ,A ,A ,A-,C ,C ,A+,C ,C ,B ,A-,C ,C ,A ,B ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,PF,FA,,36,85,302,D-,B-,A-,F-,C+,C-,C+,B ,C+,D-,D ,A ,A-,C-,C-,C+,B-,D ,B ,A ,F ,B ,D ,C ,A ,C ,D ,D ,A 
Charlie,Beamon,C,FA,,32,85,304,D-,C-,C+,F-,D ,F+,F ,C ,C-,F ,F+,F+,B ,F-,C-,A ,C ,D ,D ,C ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,FA,,16,75,184,F+,D-,C+,F ,C-,D+,F-,F ,F-,C-,D+,F ,C-,B ,C-,C ,C+,D ,D ,B ,F ,B ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,20,82,218,D+,C ,C ,D ,D ,F ,D+,D-,F ,D ,D ,D-,C ,C-,C-,B ,B+,C ,B ,C ,D ,C ,F ,C ,D ,F ,D ,D ,D 
Emilio,Delgado,PG,Wizards,RBSL,21,74,157,F ,C-,B-,D+,C-,F ,F ,F ,F-,D+,F+,F-,C+,A ,C-,D+,A ,F ,B ,B ,B ,C ,F ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,D-Clippers,D-RBSL,31,84,291,C-,C-,C ,F-,D ,F+,D+,D+,C ,D-,D-,C-,F-,F ,C ,A ,B+,D ,D ,C ,F ,D ,F ,D ,D ,D ,D ,F ,D 
Dennis,Smith Jr.,PG,FA,,32,75,208,C+,C ,A-,C ,C ,C-,F+,D ,F+,C-,C ,F+,A ,A ,A-,C ,A ,C ,C ,A ,D ,D ,D ,F ,D ,D ,D ,C ,F 
Doyle,Baker,SF,FA,,20,78,199,F+,D-,B-,C-,D-,F-,D ,D-,F+,F ,F-,F-,A ,C ,C ,C+,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Leonard,Johnson,PF,FA,,33,82,276,D+,C ,B-,D ,C-,D ,D ,D+,C+,F-,C-,C ,B+,C-,C ,A ,B ,D ,C ,B ,D ,D ,D ,D ,D ,B ,F ,D ,C 
John,Turner,PF,FA,,32,81,265,F+,D-,B-,F-,D ,F-,F+,D ,D-,F+,F-,D ,A ,F ,D+,A-,C ,F ,D ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
Luka,Doncic,PG,Knicks,RBSL,27,79,226,C ,C+,C+,C+,C ,C+,D-,C-,D ,D+,C-,F+,B ,B ,C ,B+,A+,C ,C ,A ,C ,D ,C ,F ,D ,D ,D ,D ,F 
Gregg,Rollo,C,D-Kings,D-RBSL,32,83,284,C ,C-,C ,F-,D ,D-,C ,C ,D ,F-,F ,C-,C-,F-,F-,C ,C+,C ,D ,C ,F ,D ,D ,C ,C ,D ,F ,F ,D 
Ronald,Thomas,PG,Mavericks,RBSL,22,74,202,C ,B ,A-,C ,D ,F+,D-,D-,F-,B-,D+,F-,C+,C+,D+,C ,C ,B ,A ,A ,B ,D ,F ,D ,D ,F ,B ,D ,F 
Jonathan,Yeager,C,FA,,29,83,289,D+,C ,C ,F-,D+,F+,A ,C+,A-,F ,B+,C-,A-,F-,D+,B ,C-,D ,C ,C ,F ,D ,D ,A ,C ,B ,D ,A ,D 
Collin,Sexton,PG,FA,,26,75,199,C ,B-,A-,C ,C ,C+,D+,C-,D+,D+,C-,D ,C-,A ,A-,C ,A ,C ,B ,A ,C ,C ,C ,D ,D ,D ,B ,D ,D 
Bryant,Lyons,PG,FA,,25,73,210,D ,B-,A-,C ,C-,D-,F ,F+,F ,D+,D+,D-,C ,A-,C ,C-,B ,D ,B ,A ,C ,D ,D ,F ,D ,F ,D ,D ,D 
Charles,Nelson,C,FA,,33,84,296,C ,C ,C+,C ,C ,C ,D ,B-,B+,C-,C-,C+,C ,D+,B-,B ,C ,C ,C ,B ,C ,C ,C ,D ,B ,B ,D ,D ,C 
Dee,Boatwright,C,D-76ers,D-RBSL,33,82,277,C ,C ,C ,D ,B-,C-,C-,C ,C+,D ,C ,F ,C+,D-,C-,B+,C+,D ,C ,C ,D ,B ,D ,D ,C ,C ,D ,C ,F 
Arden,French,SG,FA,,22,76,183,D-,C ,C+,C ,C ,F ,F ,F+,F+,C-,D ,F+,C+,B-,C ,C ,C ,D ,C ,B ,C ,C ,F ,F ,F ,F ,C ,D ,D 
Sheldon,Day,SG,FA,,25,79,212,D ,C ,B-,D-,C ,F ,C-,D+,F ,C+,C ,F+,A+,A ,A ,B-,B ,D ,C ,B ,D ,C ,F ,D ,D ,F ,B ,C ,F 
