FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Oldrich,Luba,C,Timberwolves,RBSL,31,87,294,D+,D+,B ,F-,C-,C+,A+,A ,A-,B-,D+,A+,A+,C ,C+,C+,B+,D ,D ,B ,F ,D ,C ,A ,A ,A ,B ,D ,A 
Cristobal,Williams,PG,FA,,21,76,209,D ,D ,C ,D-,C+,C-,F ,D-,D-,C-,D ,F-,F+,A-,D ,C-,B-,D ,D ,C ,D ,C ,D ,F ,D ,D ,D ,D ,F 
Rudolph,Wolf,C,D-Pistons,D-RBSL,25,86,268,D-,D+,C+,F-,D ,D-,D ,C ,C ,F-,F+,C-,F+,F ,D+,B-,C ,F ,D ,B ,F ,D ,F ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,D-Knicks,D-RBSL,25,77,188,F+,C-,B ,D+,C-,D-,D ,F+,F-,C-,C ,F-,A-,A-,D ,C+,B ,F ,D ,B ,D ,D ,D ,D ,F ,F ,D ,C ,F 
Arden,Moses,C,D-76ers,D-RBSL,33,83,286,D-,C-,D ,F-,C-,D ,C+,C ,C-,D-,C-,D ,C ,F-,D-,C+,B ,F ,D ,D ,F ,D ,D ,C ,C ,D ,F ,D ,D 
Chris,Adams,C,FA,,25,84,282,D-,C-,B-,F-,D-,D ,C ,C-,C-,F ,F-,C+,C ,F ,F+,A ,C+,D ,C ,B ,F ,D ,D ,C ,C ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,31,83,281,D-,F+,C ,F-,D+,D ,D ,C ,C ,F+,D-,C ,B+,D-,C ,B ,A-,F ,F ,C ,F ,D ,D ,D ,C ,C ,F ,D ,C 
Michael,Porter Jr.,PF,FA,,28,82,240,D ,C+,A-,C ,C ,D ,C-,D+,D ,D+,C ,C-,A-,B+,B ,B+,A ,D ,C ,B ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,24,74,185,D ,D+,B-,D ,C ,D+,F ,F ,F-,D ,C-,F-,B ,B+,C-,B-,B+,D ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,26,71,181,D-,C+,C+,C+,C ,D-,F+,D ,F ,C+,D+,F ,B+,A-,C ,C ,B-,D ,B ,B ,C ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,23,72,173,F ,A-,A-,F ,A-,F ,F-,F ,F ,F+,B-,F-,C-,B-,D+,C-,C+,F ,A ,B ,F ,B ,F ,F ,F ,F ,D ,B ,F 
Kendrick,Delacruz,C,FA,,32,87,307,F+,D-,C-,F-,D-,D-,D-,D-,D+,F ,F ,D+,C+,F ,D-,A+,C+,F ,D ,D ,F ,F ,F ,F ,D ,D ,F ,F ,D 
Loren,Whitaker,PF,D-Knicks,D-RBSL,33,82,274,F ,C-,D+,F-,C-,F+,C ,B-,C ,D-,D ,B+,A ,D-,C ,B-,F+,F ,D ,D ,F ,D ,F ,C ,B ,C ,D ,D ,B 
Matt,Marsh,C,FA,,31,82,279,F+,C-,F+,F-,C-,D ,F ,D-,B-,F+,D ,C+,C-,F-,D-,B ,C+,F ,D ,F ,F ,D ,D ,F ,F ,B ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,19,79,285,C ,D ,C-,C ,C-,D ,C+,C+,C+,D+,C+,C ,A ,C+,A+,A ,A-,C ,C ,C ,B ,C ,D ,B ,A ,B ,C ,B ,B 
Waldo,Hesse,C,FA,,32,85,297,D-,D+,C+,F-,D-,F+,F+,D ,C ,D ,C ,D ,D ,F-,C-,A ,C ,F ,D ,B ,F ,F ,F ,F ,D ,C ,D ,C ,D 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,26,73,181,D+,C+,B ,F-,C ,D+,F ,D+,F ,B-,C ,F ,B-,A ,C+,C ,A-,D ,C ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,27,74,202,F+,C ,A-,C-,B+,C ,F-,D ,F-,C+,C ,F+,F-,B-,B-,B ,A ,F ,C ,B ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,FA,,35,84,295,C ,C-,A-,F+,C ,D-,C ,B+,C ,F ,F+,C-,C-,F-,D+,B+,D ,C ,C ,B ,F ,C ,D ,C ,B ,C ,F ,F ,D 
Harley,Davis,C,FA,,33,85,304,D ,C-,B-,F-,D+,F+,C ,C-,F+,F-,D ,D+,A ,D ,C+,A ,B-,D ,D ,B ,F ,D ,F ,C ,D ,F ,F ,D ,D 
Lucas,Moore,C,D-Knicks,D-RBSL,28,83,288,C ,C-,D+,F-,D-,F+,A-,C-,B ,D ,B-,C-,C ,F+,D+,B-,C ,C ,D ,D ,F ,D ,F ,B ,D ,B ,D ,B ,D 
Chauncey,Baker,C,FA,,31,83,287,D ,D+,B-,F-,D-,D ,F-,C-,B-,F ,F-,C ,C ,F-,F+,C+,C ,D ,D ,B ,F ,D ,D ,F ,D ,B ,F ,F ,C 
Hoyt,Christian,C,D-Mavericks,D-RBSL,32,83,291,F+,C ,C ,F ,C-,F+,C+,C-,C ,F ,D+,C ,F+,F-,F ,C ,C ,F ,C ,D ,F ,D ,F ,C ,D ,C ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,29,81,266,B-,C ,B ,D ,D+,F+,C+,D ,D-,F+,F+,D+,C-,F ,C-,A-,B-,B ,D ,B ,D ,D ,F ,C ,D ,F ,F ,F ,D 
Michael,Jones,PG,FA,,26,72,172,A ,C ,A ,B+,C ,C+,C ,D-,F+,F ,D ,F-,C ,A ,D-,C+,A-,A ,C ,A ,B ,B ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,PF,FA,,34,85,302,C ,C ,B-,D-,C ,C ,C ,B+,B ,C-,C ,B ,B-,F+,D-,A-,B-,C ,C ,B ,F ,C ,C ,B ,B ,B ,D ,C ,B 
Andrew,Fawcett,SG,FA,,22,77,206,D-,D-,B-,D-,D ,F+,F ,F ,F-,D+,F ,F ,C ,B-,D-,C+,C+,D ,D ,B ,D ,C ,D ,F ,F ,F ,C ,F ,F 
Deandre,Ayton,C,Thunder,RBSL,27,85,299,B+,A-,C+,F+,C ,C ,A ,A+,B-,C ,C-,A-,C+,B-,A-,A ,A+,B ,B ,B ,C ,C ,B ,A ,A ,B ,C ,D ,B 
Ja,Morant,PG,Knicks,RBSL,20,75,174,C ,C ,B-,C ,C+,C+,F-,F ,F ,C ,C-,F+,A ,A ,A ,C-,A ,B ,B ,A ,B ,B ,B ,F ,D ,D ,B ,B ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,24,75,180,D-,D+,C ,D+,C-,C-,D-,F+,F ,B+,D+,F ,C ,A ,C ,C+,A ,D ,D ,C ,D ,C ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,PG,Magic,RBSL,23,80,237,C+,C ,B-,C ,C ,D+,C+,C ,C ,D-,D ,D-,A-,A-,B ,C ,A-,B ,C ,B ,C ,B ,C ,B ,B ,A ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,31,85,300,C-,C ,B+,F-,D-,D ,B+,C-,B-,F ,F+,C ,C+,F+,C ,A-,C ,D ,C ,B ,F ,F ,D ,A ,D ,B ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,33,85,299,D ,C ,C-,F-,C-,F ,C+,B+,C ,F ,D-,C+,D ,F-,D-,A ,D+,D ,C ,C ,F ,D ,F ,C ,B ,D ,F ,D ,C 
Chris,Stephens,C,FA,,33,84,282,D-,C-,C+,F-,F-,F-,C-,D-,C-,F-,F ,C-,C ,F+,D ,B-,C ,D ,D ,C ,F ,F ,F ,D ,D ,D ,F ,F ,D 
Thomas,Evans,PG,FA,,26,72,210,D-,C+,A-,F+,C ,D+,C-,D-,F-,C-,C-,F ,A-,A-,D+,C ,A ,D ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Bulls,RBSL,20,79,203,C ,D ,C ,C ,C ,C-,F ,C-,D-,C-,F ,F ,A ,A-,C+,C-,A+,B ,C ,C ,B ,B ,C ,D ,B ,C ,C ,D ,D 
Daniel,Bond,C,Thunder,RBSL,36,83,288,D+,C ,A-,F-,C ,C-,B ,C ,C+,C ,C-,B+,A+,D ,D ,C ,C ,D ,D ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,28,72,172,F-,A-,A ,C-,B ,D ,F ,F-,F-,C ,C ,F ,B ,A-,C-,F+,A+,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,20,79,225,D-,C ,C+,C+,D+,F+,F ,F+,D ,C ,F-,F ,B ,C+,C ,C ,A ,D ,B ,B ,A ,C ,D ,D ,D ,C ,C ,F ,D 
Jeffrey,Chee,C,D-Suns,D-RBSL,24,83,270,C ,C-,C-,F+,F+,F ,F+,C ,B ,F ,F+,C-,B+,C-,C+,C ,A-,C ,C ,D ,F ,D ,F ,F ,B ,B ,F ,D ,C 
Man,Dilley,C,FA,,32,83,286,C+,D+,B-,F-,C+,D+,B ,B ,A-,C ,C ,A-,F-,C-,C ,B ,A-,B ,D ,B ,F ,C ,D ,A ,B ,A ,C ,C ,A 
Jerrell,Snider,SG,D-Clippers,D-RBSL,24,76,211,F+,C ,A-,D-,D+,D ,F+,F+,F ,A-,C+,F ,A+,A ,C ,C ,B+,F ,C ,B ,D ,D ,D ,F ,D ,F ,A ,C ,F 
Darius,Garland,PG,Mavericks,RBSL,20,74,175,D+,C+,C+,C+,C+,C-,F ,D-,F+,C-,D-,D-,B ,A+,B-,D ,A ,D ,B ,B ,B ,C ,D ,F ,D ,D ,B ,D ,D 
Dudley,Hooper,C,D-Clippers,D-RBSL,31,84,294,C-,C ,C ,F-,C-,D-,F+,C-,B-,F ,F+,C+,C ,F ,D+,B+,C ,D ,C ,C ,F ,D ,F ,F ,D ,B ,F ,F ,C 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,26,78,207,C-,C ,C ,D ,D-,F ,F-,D+,F ,B-,C-,C-,F+,C+,B ,B-,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,30,80,260,D-,F ,C ,F-,D ,F+,D ,C-,D+,F ,F+,C-,C ,D ,C-,A+,B ,D ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,D-Pacers,D-RBSL,25,77,211,C-,C ,B+,D+,D-,F+,F+,C-,F ,B+,D+,D ,B ,B+,C ,A-,A ,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,23,83,231,D ,D+,C+,F-,D-,F+,C+,A-,C ,D-,F+,C ,C ,F ,C ,B-,C-,D ,D ,C ,F ,D ,D ,C ,A ,B ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,23,77,206,F ,C-,B-,F+,D+,F ,F ,F+,F+,D-,C ,F+,D+,B-,D+,A-,C+,F ,C ,B ,F ,C ,F ,F ,D ,F ,D ,C ,D 
Herschel,Moore,SG,D-Nets,D-RBSL,23,77,213,C-,C ,B ,C ,D+,F+,F+,F+,D-,D+,D+,F ,D ,A-,B+,C ,B-,D ,C ,A ,C ,D ,F ,F ,F ,F ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,26,76,206,F+,B+,A-,C-,C ,D ,D ,D-,F+,C+,C-,F ,C ,C+,C-,B+,B-,D ,B ,A ,D ,B ,D ,D ,D ,F ,B ,C ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,32,84,293,D-,C-,C ,F-,F+,F+,C ,C+,C ,F ,F+,B-,C+,F+,C ,A-,C-,F ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,B 
Joseph,Jackson,C,FA,,33,86,309,F-,F ,C ,F-,A-,C-,B ,B-,D ,D-,F+,B+,A+,D+,B-,B-,A ,F ,F ,C ,F ,B ,D ,B ,B ,D ,F ,F ,B 
John,Greer,PG,D-Nets,D-RBSL,26,67,206,C-,C-,C+,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A ,B-,C-,A ,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,24,84,223,D-,D+,D ,F-,D ,F ,C-,C-,C+,D ,F+,C-,A-,D-,D ,C+,C ,D ,C ,D ,F ,C ,F ,C ,C ,B ,D ,D ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,23,83,271,C ,D ,C-,F-,D-,F+,D+,C-,C ,F+,F-,C ,D ,F+,C-,C+,C+,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,24,80,203,C ,C ,B-,C+,B-,C ,D+,C ,D+,C-,C-,C+,A ,A-,A ,C ,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SF,Lakers,RBSL,33,78,218,D+,C ,B-,B-,C ,A-,C ,B-,C ,B+,B+,C+,B-,A-,C ,B ,B-,D ,C ,B ,B ,B ,B ,C ,B ,C ,A ,B ,C 
Michael,Whitlock,C,FA,,31,82,280,F+,C-,C ,F-,D-,D-,C-,D+,D+,F+,D ,D+,A+,D ,B ,A ,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,23,78,217,F ,D+,B ,D+,C ,F+,F+,D-,F-,C ,D+,F-,A ,C+,C ,D+,C+,F ,C ,B ,D ,C ,F ,F ,F ,F ,C ,D ,F 
Bohuslav,Kochevar,SG,Kings,RBSL,21,75,163,C-,C ,C+,C+,B+,C-,F+,C ,D ,D+,C-,D-,C ,A ,B-,C-,A+,D ,C ,B ,B ,B ,C ,D ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,31,87,308,C ,F+,C+,D-,D ,F ,C+,C ,C ,F-,F-,C ,C+,F-,F-,A+,D+,C ,F ,B ,D ,D ,F ,C ,C ,C ,F ,F ,D 
Clinton,Williams,SG,FA,,24,74,225,D-,C ,A-,C-,C-,F+,F+,F-,F ,C ,D ,F-,C ,B+,C ,C-,B+,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Junior,Jones,C,D-Hornets,D-RBSL,30,84,297,D-,C-,C+,F-,D+,F+,C ,C-,C ,D-,F+,C ,A ,F-,D+,A ,C+,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,FA,,31,84,296,D-,D ,D ,F-,D+,F+,D-,C ,D+,F+,D ,C+,C ,F-,C+,A-,C-,D ,D ,D ,F ,D ,F ,D ,C ,D ,D ,D ,C 
Jarrett,Culver,SG,Jazz,RBSL,21,78,195,C-,C+,C ,C-,C ,D+,F-,D+,F+,C ,C-,F ,B-,A-,B ,C-,C ,B ,B ,B ,C ,C ,C ,D ,C ,D ,B ,B ,D 
Trae,Young,PG,Suns,RBSL,27,74,183,D ,A-,A-,A ,B-,A-,F ,C-,F ,F+,C ,F+,A ,A-,C-,D ,A ,D ,B ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
De'Aaron,Fox,PG,FA,,33,75,197,C ,C ,B+,C ,C+,C-,F ,C-,F+,C ,B+,F+,B-,A ,A-,C-,A ,C ,C ,B ,D ,C ,D ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,PF,Thunder,RBSL,33,82,262,D ,C ,B ,C ,C-,D-,C ,C+,C ,C+,C+,B+,C ,C ,C ,B ,C ,D ,C ,B ,C ,D ,F ,C ,C ,C ,C ,C ,B 
Coby,White,PG,Mavericks,RBSL,20,77,185,C ,C ,B-,C+,C+,C ,F ,F+,F ,C ,D ,F ,C+,A ,C ,C-,A ,C ,B ,B ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,26,77,194,C-,A+,B ,F ,C+,F ,C-,C ,F ,D ,C-,F+,C ,C+,B-,B-,C ,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,30,83,282,F+,C-,D ,F-,D+,F ,B-,C ,B-,F ,D-,F ,D+,D ,C ,A-,A-,F ,D ,D ,F ,D ,F ,B ,C ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,26,78,220,C+,A-,B ,B ,C ,C-,C ,C+,C+,A-,A-,C-,C-,A ,A-,C ,A ,C ,B ,B ,B ,C ,D ,C ,C ,B ,A ,A ,D 
Emiliano,Albanese,SG,FA,,25,76,225,D-,D ,C+,C-,D-,F+,F+,C ,F ,D-,C-,F ,A-,B+,C ,C ,A ,F ,D ,B ,D ,D ,F ,F ,C ,F ,D ,D ,F 
Jaxson,Hayes,PF,Mavericks,RBSL,20,83,220,C ,F+,B-,F-,F ,F-,C ,C ,B-,D-,D-,B+,F ,D+,C ,B+,C+,B ,D ,B ,F ,D ,F ,C ,C ,B ,D ,D ,A 
Harold,Tucker,PG,FA,,17,72,166,F ,D-,B ,D ,D-,D-,F+,D-,F+,D ,F+,F ,F-,A+,B-,F ,A ,D ,D ,B ,C ,C ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,SF,D-Hawks,D-RBSL,27,74,201,C-,C-,C+,F-,C ,C-,F ,C-,F+,C+,B ,F+,F ,A-,D+,C ,A-,C ,C ,C ,F ,C ,D ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,Pistons,RBSL,24,76,186,C+,C-,A-,C ,D-,C-,F+,F+,F-,C-,C-,F ,A-,B+,C-,C-,B ,B ,C ,A ,B ,D ,D ,F ,F ,F ,C ,D ,F 
Frank,Ntilikina,SG,D-Raptors,D-RBSL,32,77,213,F+,D+,B-,D+,C-,D+,F+,F+,F+,C ,C-,F ,C-,A-,D ,C-,A ,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,28,73,218,F+,C ,B-,D+,C ,C ,F-,D-,F+,D+,C+,F ,B+,A ,A ,F+,A ,F ,C ,B ,D ,C ,C ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,26,82,267,C ,A-,C+,A ,C-,C-,A ,A+,A-,C ,C+,A ,C ,C ,A-,A ,C ,C ,A ,B ,A ,D ,C ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,Bulls,RBSL,37,85,303,D-,C+,A-,F-,B-,D+,C+,B+,C+,D-,D-,B ,A ,C-,C-,C+,B-,D ,C ,A ,F ,B ,D ,C ,B ,C ,D ,D ,B 
Charlie,Beamon,C,FA,,33,85,305,D ,D+,C+,F-,D ,F+,F ,C-,C-,F ,F+,F+,B ,F-,C-,A ,C ,D ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,FA,,17,75,184,D-,D ,C+,F+,C-,C-,F-,F ,F-,C ,C-,F+,D+,B+,D+,C ,C+,D ,D ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,21,82,229,D+,C+,C+,D ,D+,F+,D+,F+,F ,D ,D ,D-,C ,C-,C ,B ,A-,C ,A ,B ,C ,C ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,PG,FA,,21,74,164,F ,C ,B-,C-,C-,F ,F ,F ,F-,D+,D-,F-,B-,A ,D+,C-,A ,F ,B ,B ,B ,C ,D ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,D-Clippers,D-RBSL,32,84,291,D+,C-,C ,F-,D-,F+,D+,D ,C-,D ,D-,C-,F-,F ,C-,A ,B+,D ,D ,C ,F ,F ,F ,D ,D ,D ,D ,D ,D 
Dennis,Smith Jr.,PG,Warriors,RBSL,33,75,208,C+,C ,B-,C-,C ,C-,F+,D ,F+,D+,C ,F+,A ,A ,A-,C ,A ,C ,C ,B ,D ,C ,D ,F ,D ,F ,D ,C ,F 
Rui,Hachimura,PF,Hawks,RBSL,22,80,230,C ,C ,C+,D+,C-,F ,F ,C-,D ,F ,F ,D ,A ,C ,B-,A-,A-,B ,B ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,20,78,213,F+,D-,B-,C-,D-,F-,D ,D-,F+,F ,F ,F-,A+,C ,C ,C+,C ,D ,D ,B ,C ,D ,F ,C ,C ,D ,F ,F ,F 
John,Turner,PF,FA,,33,81,265,F+,D-,C+,F-,D ,F-,F+,D ,F+,F+,F-,D-,A+,F ,D+,A-,C ,F ,F ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
Luka,Doncic,SF,FA,,28,79,228,C-,C ,C+,C+,C-,C+,D-,C-,D ,D+,C-,F ,B+,B ,C-,B+,A+,D ,C ,A ,C ,D ,C ,F ,D ,D ,D ,D ,F 
Gregg,Rollo,C,D-Kings,D-RBSL,33,83,285,C ,D+,C ,F-,D ,D-,C-,C ,D ,F-,F ,C-,C-,F-,F-,C ,C+,C ,D ,C ,F ,D ,D ,D ,C ,D ,F ,F ,D 
Ronald,Thomas,PG,FA,,23,74,203,C ,B-,A-,C+,D+,F+,D-,D-,F-,C+,D+,F-,B-,C+,D+,C ,C+,C ,B ,A ,C ,D ,F ,D ,D ,F ,B ,D ,F 
Jonathan,Yeager,C,FA,,30,83,290,C-,C ,C ,F-,D+,D-,A ,C+,B+,F ,A-,C ,A-,F-,D-,B ,C-,D ,C ,C ,F ,D ,D ,A ,C ,B ,D ,A ,D 
Collin,Sexton,PG,Trail Blazers,RBSL,27,75,200,C ,B+,A-,C+,C ,C+,D+,C ,D+,D+,C-,D+,D+,A ,A-,C ,A-,C ,B ,A ,B ,C ,C ,D ,C ,D ,C ,D ,D 
Bryant,Lyons,SG,D-Hornets,D-RBSL,26,73,211,D ,B-,A-,C ,C-,D-,F ,D-,F ,D+,D+,D ,C ,A-,C ,C ,B ,D ,B ,A ,C ,D ,D ,F ,D ,F ,C ,D ,D 
Charles,Nelson,C,FA,,34,84,297,C ,C+,C+,C ,C ,C-,D ,C+,B ,C-,C-,C ,C ,D ,B-,C ,C-,C ,C ,B ,C ,C ,C ,D ,C ,B ,D ,D ,C 
Arden,French,SG,D-Lakers,D-RBSL,23,76,183,D ,C ,C+,C+,C ,F ,F ,F+,F+,C-,D+,F+,C ,B-,C ,C+,C ,D ,C ,B ,C ,C ,F ,F ,F ,F ,D ,D ,F 
Sheldon,Day,SG,FA,,26,79,214,D ,C+,B-,D ,C+,F ,D+,D+,F ,C+,C ,F+,A ,A ,A-,B-,A ,D ,C ,B ,D ,C ,F ,D ,D ,F ,B ,C ,F 
Lance,Noble,PG,FA,,28,73,195,A-,C+,B+,C-,C-,F ,F+,F+,F ,A-,A-,F-,C-,A-,D+,C+,A ,A ,C ,A ,D ,C ,F ,F ,F ,F ,B ,A ,F 
Olin,Benson,SF,D-Wizards,D-RBSL,24,80,230,F+,C ,A-,F+,C ,F+,D+,D-,F+,C ,C ,F+,C+,A ,D ,C+,B+,F ,C ,A ,F ,C ,F ,D ,D ,F ,C ,C ,F 
Cam,Reddish,SF,Warriors,RBSL,20,80,218,C-,C ,B-,C ,C ,D ,F-,F ,D-,C ,C+,D-,C ,B ,C+,D-,A-,C ,C ,B ,B ,C ,D ,F ,D ,D ,B ,B ,D 
