FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Abe,Harrington,PG,FA,,22,75,166,F+,C-,B-,C ,D ,D ,F ,F+,F ,C ,F ,F+,C ,B+,D ,C-,C ,D ,B ,B ,B ,C ,D ,F ,D ,F ,C ,F ,D 
Alvin,King,C,D-Hawks,D-RBSL,33,83,283,F+,D ,C ,F-,D ,F+,D+,C ,C ,D ,D ,C ,C-,F-,F ,A-,B ,F ,D ,C ,F ,D ,F ,D ,C ,C ,D ,D ,C 
César,Lianos,SG,Nets,RBSL,22,76,193,F+,C-,B ,D ,C ,D ,F-,F+,F ,C ,F+,F+,C+,B ,C-,C+,A ,D ,B ,A ,C ,B ,C ,F ,D ,F ,B ,F ,F 
Wendell,Carter,C,Hawks,RBSL,29,82,279,D+,C+,B ,B-,C-,C ,B+,A-,C+,D ,C-,B ,C-,C-,C ,A ,C+,D ,B ,B ,B ,D ,C ,B ,A ,C ,D ,D ,B 
Monty,Yarborough,PF,D-Warriors,D-RBSL,34,83,282,D-,C ,B-,F-,C-,D-,D-,C-,C+,F+,D ,C-,C+,D-,C+,C ,A-,F ,C ,B ,F ,D ,F ,D ,D ,C ,F ,D ,D 
Douglas,Stout,SG,D-Nets,D-RBSL,28,77,219,C-,C+,A ,C ,C ,D ,F+,F ,F+,C ,D+,F+,A-,A-,C-,C-,A-,C ,B ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,Timberwolves,RBSL,33,87,300,D ,C-,B-,F-,C-,C ,A+,A ,B+,C ,D ,A+,A+,D ,C ,C+,B-,D ,D ,B ,F ,D ,C ,A ,A ,B ,C ,D ,A 
Cristobal,Williams,PG,FA,,23,76,210,D-,D ,C ,D+,C ,C-,F ,D ,D ,C-,D+,F-,D-,B ,D ,C ,A-,D ,D ,C ,D ,C ,C ,F ,D ,D ,C ,D ,F 
Andrew,Medley,PG,Lakers,RBSL,22,72,211,F ,C+,B ,B ,D+,F ,D+,D ,D+,C-,C ,D ,F+,A+,C ,F ,A-,F ,B ,B ,B ,C ,F ,D ,C ,D ,B ,B ,D 
Rudolph,Wolf,C,D-Pistons,D-RBSL,27,86,285,D-,D+,C+,F-,D ,D-,C-,C ,C ,F-,F+,C ,F+,F ,D+,B ,C+,D ,D ,B ,F ,D ,D ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,D-Knicks,D-RBSL,26,77,189,D-,C-,B-,C-,C ,D+,D ,D-,F ,C-,C+,F-,B+,A-,D ,C+,A-,F ,D ,B ,D ,C ,D ,D ,F ,F ,C ,C ,F 
Jose,Robinson,PG,Draft,,17,73,201,F+,D-,B ,F+,D ,D-,F-,F-,F-,C ,F ,F ,C-,A-,B-,F+,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,B ,D ,F 
Chris,Adams,C,D-Clippers,D-RBSL,27,84,282,D-,C-,C+,F-,D-,D ,C ,C ,C-,F ,F-,C ,C ,F ,D-,A ,C+,D ,C ,B ,F ,F ,D ,C ,C ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,32,83,282,D-,F+,C ,F-,D+,D-,D-,C ,C ,F ,D-,C-,A-,F+,C ,B ,A-,F ,F ,C ,F ,D ,D ,F ,C ,C ,F ,F ,D 
Michael,Porter Jr.,PF,Bulls,RBSL,29,82,244,D ,C+,A-,C ,C ,D ,C ,D ,C-,D ,C ,C-,A-,B-,B ,B-,A ,D ,C ,A ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,26,74,186,D-,D+,B ,D-,C-,D+,F+,F ,F-,D-,C-,F-,B ,B+,C-,B ,A-,F ,D ,B ,D ,D ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,28,71,182,D-,B-,B ,C+,C ,D-,F+,D+,F+,B-,C-,F+,A-,A-,C ,C ,B+,D ,B ,B ,C ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,25,72,176,F ,A-,B+,F ,B-,F ,F-,F+,F ,D-,C+,F-,C-,B ,C-,C-,B-,F ,A ,A ,F ,B ,F ,F ,F ,F ,F ,C ,F 
Kendrick,Delacruz,C,FA,,34,87,308,F ,D-,C-,F-,D-,F+,F+,D-,D+,F ,F ,D ,C+,F-,D-,A ,B-,F ,F ,C ,F ,F ,F ,F ,F ,D ,F ,F ,D 
Ma,Tai,PG,Draft,,17,77,208,F-,D-,B-,D-,D+,F ,F-,F-,F ,D-,D-,F ,B ,B+,C-,D-,A-,F ,C ,B ,C ,B ,F ,F ,F ,D ,C ,C ,F 
William,Chasse,PG,Celtics,RBSL,18,71,199,D-,C ,A-,D-,C ,C-,D-,C-,D+,C+,B+,D-,C-,A ,A ,C-,B+,F ,C ,B ,F ,C ,D ,F ,C ,D ,B ,A ,F 
Matt,Marsh,C,FA,,33,82,282,F+,D+,F+,F-,C-,D ,F ,D-,C+,F+,D ,C ,C ,F-,F ,B ,B-,F ,D ,F ,F ,D ,D ,F ,F ,C ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,21,79,287,C+,C-,C-,C ,C ,D ,B-,B ,B+,C-,B-,B+,A-,B-,A ,A ,A ,B ,C ,C ,C ,C ,D ,B ,B ,B ,C ,B ,B 
Waldo,Hesse,C,FA,,34,85,303,D-,D+,C+,F-,D-,F+,F+,D ,C-,D-,C ,D ,D-,F-,D+,A+,C ,F ,D ,C ,F ,F ,F ,F ,D ,D ,F ,C ,D 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,27,73,183,D+,C+,B-,F-,C ,D+,F ,D+,F ,B ,C ,F ,B+,A ,C+,C ,A ,D ,C ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,29,74,204,F+,C ,B+,C-,B+,C ,F-,D ,F-,C+,C ,F+,F-,B-,C+,B+,A+,F ,C ,B ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,D-Timberwolves,D-RBSL,37,84,295,C ,C ,B ,F+,C ,D-,C ,B ,C ,F ,F ,D+,C-,F-,D-,B+,D ,C ,D ,B ,F ,C ,D ,C ,B ,C ,F ,F ,D 
Barry,Nichols,PG,Draft,,20,72,204,C-,D-,B-,D+,D-,F ,F-,D-,F ,D ,D+,F-,B-,A ,C ,D-,C ,B ,C ,B ,C ,C ,F ,F ,D ,F ,D ,C ,F 
Lucas,Moore,C,D-Knicks,D-RBSL,30,83,289,C ,C ,D ,F-,D ,D-,B+,C ,B-,D ,C ,C-,C ,F-,D+,C+,C+,C ,D ,D ,F ,D ,F ,B ,C ,B ,D ,C ,D 
Chauncey,Baker,C,FA,,32,83,287,D ,C-,C+,F-,D ,D ,F-,D+,C ,F ,F-,C-,C ,F-,F+,B ,C ,D ,D ,B ,F ,D ,D ,F ,D ,C ,F ,F ,D 
Hoyt,Christian,C,FA,,34,83,292,F+,C ,C-,F ,C-,F+,C+,D+,C-,F ,D ,C ,F+,F-,F-,C-,C ,F ,C ,C ,F ,D ,F ,C ,D ,D ,F ,D ,C 
Joseph,Warnock,C,FA,,31,81,267,C+,C-,B ,D ,D+,F+,C+,D-,D-,F+,D-,C-,C-,F ,D ,B+,C ,C ,D ,B ,D ,D ,F ,C ,D ,F ,F ,F ,D 
Bryant,Baker,PG,Mavericks,RBSL,20,72,164,B ,C+,A ,D-,C ,D+,D-,D ,D-,B+,C-,D-,F ,A+,B-,F-,C ,B ,B ,A ,D ,A ,C ,D ,D ,D ,A ,C ,D 
Michael,Jones,PG,Magic,RBSL,27,72,175,A ,C+,A ,A-,C+,C+,C ,D-,F+,F+,D+,F-,C ,A+,D-,C+,A ,A ,C ,A ,A ,C ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,PF,Raptors,RBSL,36,85,304,C ,C-,B ,F+,C+,C-,C+,C+,C+,D+,C-,B-,C+,F-,F-,B+,B-,D ,D ,B ,F ,C ,C ,C ,B ,C ,D ,D ,B 
Andrew,Fawcett,SG,FA,,23,77,208,D-,D ,C+,D ,C-,F+,F+,F ,F ,C-,F+,F+,C ,B ,D-,C+,C+,D ,D ,B ,D ,C ,D ,F ,F ,F ,C ,F ,F 
Deandre,Ayton,SF,Thunder,RBSL,29,85,302,B+,A-,C+,F+,C ,C ,A-,A+,C+,C ,C-,A-,B-,C+,A-,A+,A ,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,B 
Ja,Morant,PG,Warriors,RBSL,22,75,178,C+,B+,B ,B ,B-,C+,F-,F+,F ,B-,C ,F+,A ,A ,A-,C-,A+,B ,A ,B ,B ,B ,B ,D ,D ,D ,B ,B ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,26,75,192,D-,D+,C ,D ,C-,C-,D-,F+,F+,C+,D+,F+,C ,A-,C ,C+,A ,F ,D ,C ,D ,D ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,PG,Kings,RBSL,24,80,238,B+,C ,B-,B-,C ,C-,A-,B ,B ,D-,D ,D ,A ,B+,B+,C+,A ,B ,C ,B ,B ,B ,C ,A ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,32,85,300,C-,C-,B-,F-,D-,D ,B-,C-,C ,F ,F+,C-,B-,F ,C-,A ,C ,D ,D ,B ,F ,F ,D ,B ,D ,C ,F ,F ,D 
Britt,Hernandez,PG,Draft,,19,71,193,F ,C ,C+,F-,C ,D+,F ,F ,F ,B-,C-,F ,C-,A ,D+,C ,C ,F ,B ,C ,F ,C ,D ,F ,F ,F ,A ,D ,F 
Cody,Corliss,PG,Draft,,20,75,198,D-,D-,B+,D-,D+,D+,F-,F+,F-,D-,D-,F ,A ,B ,C-,C ,C ,D ,C ,B ,D ,C ,C ,F ,D ,F ,C ,D ,D 
Thomas,Evans,PG,FA,,27,72,214,D-,B-,A-,F+,C ,D-,D+,F+,F-,D ,D+,F ,B+,B+,D+,C ,A ,F ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Raptors,RBSL,21,79,211,C+,D+,C ,C+,C+,C ,F+,C ,D+,C ,F ,F ,B+,B ,C+,C ,A ,B ,C ,C ,B ,B ,C ,D ,B ,C ,C ,D ,D 
Daniel,Bond,PF,D-Hawks,D-RBSL,37,83,291,D ,C-,A-,F-,C ,D+,C+,C ,C ,C ,D+,B-,A+,D+,F+,C ,C ,D ,D ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,30,72,174,F-,B+,A+,C-,B-,D+,F ,F-,F-,C ,C ,F ,A-,A-,D ,D-,A ,F ,B ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,22,79,226,D ,C+,C+,B-,D+,D-,F+,D-,C-,C ,F-,F+,B+,C+,C ,C ,A-,D ,B ,B ,A ,C ,D ,D ,D ,C ,C ,F ,D 
William,Gonzales,PG,FA,,21,73,171,D-,C ,C+,C ,C ,C ,D-,F-,F-,C ,C ,F ,B-,B ,C-,B-,C-,D ,C ,B ,C ,C ,C ,D ,F ,F ,C ,B ,F 
Jeffrey,Chee,C,D-Heat,D-RBSL,26,83,277,C+,C ,C-,D-,D-,F ,D-,B-,A-,F ,F+,C ,A-,C-,C ,C ,B+,B ,C ,D ,D ,D ,D ,D ,B ,A ,F ,D ,C 
Man,Dilley,C,Timberwolves,RBSL,34,83,287,C+,D ,C+,F-,C ,D ,B+,C+,B ,C ,C-,A-,F-,D-,C-,C ,C+,C ,D ,B ,F ,C ,D ,B ,B ,B ,D ,D ,A 
Jerrell,Snider,SG,Pelicans,RBSL,25,76,214,F+,B-,A-,D ,C-,D ,F+,F+,F ,A ,B-,F ,A+,A-,C ,C+,B+,F ,B ,B ,D ,D ,D ,F ,F ,F ,A ,B ,F 
Darius,Garland,PG,Warriors,RBSL,22,74,178,D ,C+,B-,B-,C-,D+,F ,D-,F+,C ,D-,D-,B-,A-,C+,D+,A-,D ,C ,B ,B ,D ,D ,F ,D ,F ,C ,D ,F 
Dudley,Hooper,PF,D-Clippers,D-RBSL,32,84,296,C-,C ,C-,F-,C-,D-,F ,C-,C+,F+,F ,C ,C ,F-,D ,A-,C-,D ,C ,C ,F ,C ,F ,F ,D ,C ,F ,F ,C 
Micheal,Williams,SG,76ers,RBSL,23,78,192,D ,D ,C+,D+,C+,F+,F-,F ,D+,C ,D ,F ,F ,A-,C+,F ,A ,D ,D ,C ,D ,B ,D ,F ,F ,C ,C ,D ,F 
Terrence,Calhoun,SG,D-Jazz,D-RBSL,28,78,219,C-,C ,C-,D ,D-,F ,F-,C-,F ,B+,C ,C-,F+,B-,B ,B-,A ,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,32,80,261,D-,F ,C ,F-,D ,F+,D ,D+,D+,F ,F+,C-,C ,D-,C-,A ,B ,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SG,D-Spurs,D-RBSL,27,77,215,D+,C ,C+,D+,D ,F ,F+,C-,F ,B ,D+,D+,B ,B+,C-,A-,A+,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,25,83,242,D+,D+,C ,F-,D ,F+,C+,A-,C+,D+,D-,C+,C ,F ,C ,B-,C ,D ,D ,C ,F ,D ,F ,B ,A ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,25,77,209,F ,C-,C ,F ,C-,F ,F ,F+,F+,D ,C ,F+,D+,B-,D+,A-,C+,F ,D ,B ,F ,D ,F ,F ,F ,F ,D ,C ,F 
Herschel,Moore,SF,D-Thunder,D-RBSL,25,77,215,C ,C ,B ,C+,C-,F+,F+,F+,D-,C-,C-,F ,D ,A-,B-,C ,B ,C ,C ,B ,C ,D ,D ,F ,F ,D ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,27,76,210,D-,B+,A+,C-,C+,D+,D-,D ,F+,B-,C-,F ,C-,C+,C ,B+,A-,D ,B ,A ,D ,C ,D ,D ,D ,D ,B ,C ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,34,84,295,D-,C-,C ,F-,D-,F+,C-,C ,C ,F ,F+,C ,B-,F+,C ,B ,C-,F ,D ,C ,F ,F ,F ,D ,C ,C ,F ,F ,C 
Augustus,Cooley,PG,Draft,,19,74,219,F+,C ,C ,C-,D+,C-,F ,F+,F ,B ,C-,F-,A-,B ,D-,D+,C ,F ,C ,C ,C ,C ,C ,F ,F ,F ,B ,D ,F 
John,Greer,PG,FA,,28,67,210,C-,C ,C+,F+,C ,D+,F-,C-,F ,C-,C ,F ,C ,A ,C+,C ,A ,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,26,84,234,D-,C-,D ,F-,D ,F ,C ,C-,C+,D ,F+,C ,B ,D-,D ,B+,C+,D ,D ,D ,F ,D ,F ,C ,C ,C ,D ,F ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,25,83,277,C ,D-,D+,F-,D ,F+,D ,C-,C ,F ,F-,C+,D ,F+,C-,C ,B-,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,25,80,205,C+,C+,B-,B ,B ,C ,C-,B-,C-,C-,C-,A-,A ,A-,A ,B ,A+,C ,B ,B ,B ,B ,C ,D ,B ,D ,C ,C ,B 
Lonzo,Ball,PG,Hawks,RBSL,35,78,220,D ,C ,B-,B-,B-,B+,C-,B-,C ,B+,C+,C+,B ,B+,C ,B-,B-,D ,C ,B ,B ,B ,B ,D ,B ,C ,B ,C ,C 
Michael,Whitlock,C,FA,,33,82,282,F+,C-,C ,F-,D-,D ,C-,D+,D+,F+,D-,D+,A+,D-,C+,A ,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,25,78,219,F ,C-,B+,C-,C ,F ,F ,D-,F-,C-,D-,F-,A ,C+,C ,C ,B-,F ,D ,B ,D ,C ,F ,F ,F ,F ,D ,D ,F 
Ibrahim,Umaru,PG,FA,,21,73,203,D+,D+,B-,C-,C-,C-,F-,F ,F-,C ,F+,F ,A-,B+,C-,C-,C+,D ,D ,B ,D ,C ,C ,F ,F ,F ,C ,F ,F 
Bohuslav,Kochevar,PG,Celtics,RBSL,23,75,173,C ,C+,C+,A-,A-,C-,F+,C ,D+,D+,C ,D ,C ,A ,C+,C-,A ,C ,B ,C ,B ,B ,C ,F ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,33,87,310,C ,F+,C ,D-,D ,F ,C ,C ,C-,F-,F-,C-,B-,F-,F-,A+,D+,C ,F ,B ,F ,D ,F ,C ,C ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,25,74,228,D-,C ,B ,C-,D+,F+,D-,F-,F ,C+,D ,F-,C+,B+,C ,C ,A-,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Edward,Blakeslee,SG,Bulls,RBSL,21,75,174,F ,C ,C+,C ,C-,C-,F ,D ,F+,C+,A-,D-,A ,A ,A+,C+,B ,F ,C ,B ,C ,C ,C ,F ,D ,F ,B ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,32,84,298,D-,C-,B-,F-,D+,F+,C ,D+,C-,D-,F ,C ,A ,F-,D ,A-,C+,F ,D ,B ,F ,D ,F ,C ,D ,D ,D ,F ,C 
Kurtis,Townsend,C,FA,,32,84,296,D-,D ,D ,F-,D+,F ,D-,C ,D+,F+,D ,C ,C ,F-,C ,A-,D+,D ,D ,D ,F ,D ,F ,F ,D ,D ,D ,D ,C 
Jarrett,Culver,SF,Jazz,RBSL,22,78,211,C-,B ,C+,C ,C ,D+,F-,C-,F+,C ,C ,F ,B+,B+,B ,C ,C ,B ,A ,B ,C ,B ,C ,D ,C ,D ,B ,B ,D 
Trae,Young,PG,Pelicans,RBSL,29,74,184,D+,A ,B+,A ,B ,A ,F ,C-,F ,D-,C ,F+,A ,A-,D+,D ,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Celtics,RBSL,19,74,226,F ,C ,B-,F ,C ,D+,F ,F ,F ,C-,C-,F+,C+,A ,C ,C+,A ,D ,A ,B ,F ,A ,C ,D ,D ,D ,B ,C ,D 
De'Aaron,Fox,SG,Trail Blazers,RBSL,35,75,201,C-,C ,B ,C-,C+,C-,F ,D+,F+,C ,B-,F+,B-,A-,B ,D+,A ,D ,C ,B ,D ,C ,D ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,PF,Warriors,RBSL,35,82,263,D ,C-,A-,C ,C ,D-,C-,C ,C ,C ,C ,B-,C+,C ,C ,C-,C-,D ,D ,B ,C ,C ,F ,D ,C ,C ,C ,C ,B 
Coby,White,PG,Mavericks,RBSL,21,77,187,C ,C+,B ,B-,C+,C ,F ,D-,F+,C+,D+,F ,C+,A ,C ,C-,A ,C ,B ,A ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,28,77,204,C-,A ,B ,F ,B ,F ,D+,C ,F ,D ,C-,F+,C ,C+,C+,B ,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,PF,D-Magic,D-RBSL,31,83,284,F+,C-,D ,F-,D+,F ,B ,C-,B-,F ,D-,F ,D ,D-,C ,B+,A-,F ,D ,D ,F ,D ,F ,B ,D ,B ,F ,F ,F 
Roosevelt,Montenegro,SF,Warriors,RBSL,27,78,222,C-,B ,B-,B-,C ,D+,C-,C ,C ,C+,A-,C-,C-,A ,A-,C ,A ,D ,B ,B ,B ,C ,D ,D ,C ,C ,B ,A ,D 
Emiliano,Albanese,SG,FA,,26,76,226,D-,D ,C+,C-,D ,F ,F+,C ,F ,D-,D+,F ,A ,A-,C+,C ,A+,F ,D ,C ,D ,D ,F ,F ,C ,F ,D ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,21,83,234,B-,F+,B-,F-,F ,F-,C+,C+,B+,D-,D-,A ,F ,D+,C ,B ,C+,B ,D ,B ,F ,D ,F ,B ,C ,B ,D ,D ,A 
Harold,Tucker,PG,FA,,19,72,169,F+,D ,C+,D+,D ,D-,F+,D ,F+,C ,D-,F+,F-,A ,C+,F ,A ,D ,D ,B ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,PG,D-Hawks,D-RBSL,28,74,201,C ,C ,C+,F-,C ,C-,F ,C-,F+,B-,B+,F+,F+,A-,D+,C ,A-,C ,C ,B ,F ,C ,D ,F ,D ,D ,B ,B ,F 
Omar,Boyd,PG,Bucks,RBSL,25,76,187,C+,C ,A-,C+,D ,C ,F+,F+,F-,C ,C-,F ,B ,A-,C-,C-,B ,A ,B ,A ,B ,D ,C ,F ,F ,F ,C ,C ,F 
Frank,Ntilikina,SG,FA,,34,77,216,F+,D ,B-,D ,C-,D ,F ,F ,F+,C-,C-,F ,C-,A ,D ,C-,A+,F ,D ,B ,D ,D ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,29,73,221,D-,C ,B-,C-,C ,C ,F-,D ,F+,D+,C+,F ,B+,A ,A ,F+,A ,F ,C ,B ,D ,D ,C ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,PF,Kings,RBSL,28,82,272,C ,A-,C+,A-,C ,C ,A-,A+,A-,C ,C+,A+,C ,C ,B+,A ,C ,C ,A ,B ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,FA,,38,85,305,D-,C ,A-,F-,B-,D+,C ,B-,C ,D-,D-,B ,A ,D+,D ,C+,C-,F ,C ,A ,F ,B ,D ,C ,B ,C ,F ,F ,B 
Darron,Bye,PG,Draft,,20,72,168,F+,C-,A-,F ,D+,F+,D-,F+,F-,D ,C-,F-,C ,A+,A ,F-,B+,D ,B ,B ,F ,B ,D ,D ,D ,F ,C ,A ,F 
Johnnie,Moore,PG,FA,,19,75,186,D-,D+,C+,F+,C ,C ,F-,F+,F-,C ,C-,F ,D+,A-,C-,C ,C+,D ,C ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,D-Pelicans,D-RBSL,23,82,233,C-,B ,C+,D+,C-,D-,C-,D-,F+,C-,D+,D-,C ,C-,C-,B-,B+,C ,A ,C ,C ,C ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,PG,D-Hawks,D-RBSL,23,74,172,F ,C+,B ,C ,C+,F ,F+,F ,F ,C ,D-,F-,C ,A ,D+,C-,A+,F ,B ,B ,B ,B ,F ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,FA,,33,84,295,D+,D+,C ,F-,D-,F+,D+,D ,C-,D ,D-,D+,F-,F-,D+,A ,A-,D ,D ,C ,F ,D ,F ,D ,D ,D ,D ,F ,D 
Daniel,Miller,SG,Draft,,19,77,226,D ,A-,A-,C+,D ,D-,F ,F ,D-,C-,C-,F ,A ,A-,B ,D ,A ,D ,A ,A ,B ,D ,D ,F ,F ,D ,C ,C ,F 
Rui,Hachimura,PF,Celtics,RBSL,23,80,237,C ,C+,C ,C ,C-,F ,F+,C-,D+,F+,F+,D ,A ,C ,B-,A-,A-,C ,C ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,22,78,221,D-,D ,B ,C ,D ,F-,C-,D ,F+,F+,F ,F-,A+,C ,C ,B ,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Ronald,Campbell,SF,Magic,RBSL,22,78,205,D-,A-,B+,C+,C+,C ,F-,F ,F+,C+,C ,D ,A ,B ,C ,C ,A ,D ,A ,A ,C ,B ,C ,F ,F ,F ,B ,C ,D 
Willy,Nichols,SG,Draft,,19,77,192,C ,D+,B-,F ,D ,F-,F+,D-,F+,C ,C-,F-,C-,A-,A-,C ,B ,A ,C ,B ,D ,C ,F ,D ,D ,F ,B ,B ,F 
