FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Daniel,Martin,C,FA,,30,83,281,C-,C-,C+,F-,F+,F-,F ,C-,D-,F ,F-,D ,F+,F ,C ,C+,D+,C ,D ,B ,F ,F ,F ,F ,D ,F ,F ,F ,D 
Trevor,Lucas,PF,FA,,33,83,274,D-,D ,C+,F-,D-,F-,D+,D ,C ,F-,F ,F ,F ,F ,D ,B ,A ,D ,D ,B ,F ,D ,F ,D ,D ,C ,F ,F ,F 
Alvin,King,C,D-Hawks,D-RBSL,30,83,281,F+,D ,C ,F-,D ,F+,D+,C ,C+,D+,D ,C ,C-,F ,F+,A-,C+,F ,D ,C ,F ,D ,F ,D ,C ,C ,D ,D ,C 
Travis,McGregor,C,FA,,32,84,298,D ,D ,C ,F-,F+,F ,D+,D-,D ,F ,F-,D+,C+,F-,C-,A+,C ,D ,D ,B ,F ,F ,F ,D ,D ,D ,F ,F ,D 
Wendell,Carter,C,Hawks,RBSL,26,82,276,C-,B-,B ,B ,C-,C+,B+,A ,C+,D ,C-,B-,C-,C-,C-,A ,B-,D ,B ,B ,B ,D ,C ,B ,A ,C ,D ,D ,B 
Monty,Yarborough,C,D-Warriors,D-RBSL,31,83,278,D-,C+,C+,F-,C-,D-,D ,C ,B-,F+,D+,C ,C ,D ,B ,C+,A-,D ,C ,B ,F ,D ,F ,D ,C ,B ,F ,D ,C 
Douglas,Stout,PG,D-Nets,D-RBSL,25,77,216,C-,C ,A-,C ,C ,D-,F ,F-,F+,C ,D ,F ,B+,B+,C-,D+,B-,C ,B ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,Timberwolves,RBSL,30,87,293,D+,D+,A-,F-,C-,C ,A+,A ,A-,B-,D+,A+,A+,C-,C+,B-,A-,D ,D ,B ,F ,D ,C ,A ,A ,A ,B ,D ,A 
Cristobal,Williams,PG,Draft,,20,76,208,D ,D-,C+,D ,C ,C ,F ,D-,D-,C-,D-,F-,D-,B+,D+,C-,B-,D ,D ,C ,D ,B ,C ,F ,D ,D ,C ,D ,F 
Scott,Magill,C,D-Bucks,D-RBSL,33,80,254,D ,C ,A-,F+,D ,F ,D-,D ,C ,F ,F+,C+,C ,F-,C+,A ,B+,D ,C ,A ,F ,D ,F ,F ,D ,C ,F ,F ,C 
Rudolph,Wolf,C,D-Pistons,D-RBSL,24,86,258,D-,D ,C+,F-,D-,D-,D+,C ,C ,F-,F+,C-,D-,F ,D+,C ,C ,D ,D ,B ,F ,D ,D ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,FA,,23,77,186,F+,C-,B+,D+,C ,D ,D ,F+,F-,C-,C ,F-,B+,B ,D-,C+,B+,F ,D ,B ,D ,C ,D ,D ,F ,F ,D ,C ,F 
Arden,Moses,C,D-76ers,D-RBSL,31,83,285,D-,C ,D ,F-,C-,D+,C+,C ,C ,D-,C-,D+,C-,F-,D-,B-,B ,D ,C ,D ,F ,D ,D ,B ,C ,C ,D ,D ,D 
Chris,Adams,C,FA,,24,84,268,F+,C-,B-,F-,D-,D ,C ,D+,C-,F ,F-,C ,C-,F ,D-,B+,C+,D ,C ,B ,F ,F ,D ,C ,D ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,29,83,279,D-,D-,C ,F-,D+,D ,D-,C+,C ,F ,D-,C ,A-,D ,C ,C+,A ,F ,F ,C ,F ,D ,D ,D ,C ,C ,F ,D ,C 
Michael,Porter Jr.,SF,Bulls,RBSL,26,82,238,D ,C ,A-,C ,C ,D-,C-,D+,D ,D+,C ,C-,A-,B ,B ,B ,A ,D ,C ,A ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,23,74,184,D ,D+,B+,D+,C+,C-,F+,F ,F-,D ,C ,F-,A-,B ,C-,B-,B ,D ,D ,B ,D ,C ,D ,F ,F ,F ,D ,C ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,25,71,179,D-,C+,C+,C+,C ,F+,F+,D-,F ,A-,D+,F ,A ,B+,C ,C ,C+,D ,B ,B ,B ,C ,F ,F ,D ,F ,A ,C ,F 
Hoyt,White,PG,FA,,22,72,172,F ,B+,A-,F ,C+,F ,F-,F ,F ,F+,C ,F-,C-,B ,D+,C-,C ,F ,A ,A ,F ,B ,F ,F ,F ,F ,D ,C ,F 
Kendrick,Delacruz,C,FA,,31,87,305,F+,D-,C-,F-,D-,D-,D-,D ,C-,F ,F ,C-,C+,F ,D+,A ,B ,F ,D ,C ,F ,F ,F ,F ,D ,D ,F ,F ,D 
Loren,Whitaker,PF,D-Knicks,D-RBSL,31,82,273,F ,C-,D ,F-,D+,F+,C+,B ,C ,D ,D ,A-,A-,D-,C+,B-,F ,F ,D ,D ,F ,D ,F ,C ,B ,C ,D ,D ,B 
Alvaro,Parker,C,Pistons,RBSL,33,84,291,D ,F ,C-,F-,F ,F+,F+,C-,C ,F ,D ,D ,C-,F-,C-,A ,C ,D ,F ,D ,F ,F ,F ,F ,D ,C ,F ,D ,D 
Matt,Marsh,C,FA,,30,82,278,D-,C-,F+,F-,C-,D ,F+,D ,B+,F+,D+,C ,C-,F-,D-,B ,B ,F ,D ,F ,F ,D ,D ,F ,D ,B ,F ,D ,C 
Ernesto,Cortina,C,FA,,34,83,288,C-,C-,B+,F-,C-,F ,F ,D+,C-,F ,F-,F+,B ,F+,D ,C ,A-,D ,D ,A ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Waldo,Hesse,C,FA,,31,85,294,D ,D+,B-,F-,D-,D-,D-,D+,C ,D-,C+,D ,D-,F-,C ,A+,C ,D ,D ,B ,F ,F ,F ,F ,D ,C ,D ,C ,D 
Vincent,Laguna,PG,Nuggets,RBSL,24,73,181,D+,B-,A-,F-,C+,D+,F ,D+,F ,B ,C+,F ,B ,A ,C+,C ,B+,D ,B ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,26,74,201,F+,C ,A-,C-,B+,C ,F-,D ,F-,C ,C ,F+,F-,B+,C+,B ,A-,F ,C ,B ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,Suns,RBSL,34,84,294,C ,C ,B ,F+,C ,D-,C ,A-,C ,F ,F+,C-,C-,F ,C-,A ,C ,C ,C ,A ,F ,C ,D ,C ,B ,C ,F ,F ,D 
Harley,Davis,C,D-Celtics,D-RBSL,32,85,303,D-,C-,C+,F-,D+,F+,C ,C ,F+,F-,D ,D+,A ,D ,C ,A ,B ,D ,D ,B ,F ,D ,F ,C ,D ,F ,F ,D ,D 
Lucas,Moore,C,D-Knicks,D-RBSL,27,83,286,C ,C-,D+,F-,D-,F+,A-,C ,B ,D ,C+,C-,C ,F+,D+,B-,C ,C ,C ,D ,F ,D ,D ,B ,C ,B ,D ,C ,D 
Chauncey,Baker,C,FA,,29,83,285,D-,D+,B ,F-,D-,D ,F-,C-,B-,F ,F-,C ,C ,F ,D-,B ,C ,D ,D ,B ,F ,D ,D ,F ,D ,B ,F ,F ,C 
Hoyt,Christian,C,D-Mavericks,D-RBSL,31,83,290,D-,C ,C ,F+,C-,F+,B ,C-,C ,F ,D+,C ,F+,F-,F+,C ,C ,F ,C ,C ,F ,D ,F ,B ,D ,C ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,28,81,265,C+,C-,B+,D ,D+,F+,C+,D-,D-,F+,F+,C-,C-,F+,C-,A ,B-,B ,D ,B ,D ,D ,F ,B ,D ,D ,F ,F ,D 
Ronald,Drayton,PF,D-Timberwolves,D-RBSL,31,83,274,D ,C ,C+,D-,D-,D-,D-,F ,C+,F+,C+,C ,F-,D ,D-,C+,B+,D ,C ,B ,F ,D ,F ,D ,F ,C ,F ,C ,C 
Michael,Jones,PG,Trail Blazers,RBSL,24,72,168,A ,C ,A ,B ,C ,C ,C ,D-,F+,F+,D+,F-,C ,A+,F+,C ,B+,A ,B ,A ,A ,C ,C ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,C,Pistons,RBSL,33,85,301,C ,C ,B ,D-,C+,C ,C+,B ,B+,C-,C ,A-,C+,F+,D-,B+,B-,C ,D ,B ,F ,C ,C ,B ,B ,B ,D ,C ,B 
Andrew,Fawcett,SG,D-Bucks,D-RBSL,20,77,205,F+,D-,C+,F+,D ,F ,F ,F ,F-,D ,F ,F ,C ,B ,D-,C+,C ,D ,D ,B ,D ,C ,F ,F ,F ,F ,C ,D ,F 
Deandre,Ayton,C,Thunder,RBSL,26,85,298,B ,A-,B-,F ,C ,C ,A-,A+,C+,C ,C-,A-,B+,C+,A ,A ,A ,B ,B ,B ,C ,C ,C ,A ,A ,B ,C ,D ,B 
Brian,Taylor,C,FA,,34,82,276,D-,D+,C ,D+,D ,F ,C-,C-,D ,F+,F+,D ,C+,F-,D+,A ,C+,F ,D ,C ,D ,D ,F ,D ,D ,D ,F ,F ,D 
Carlton,Baker,PG,FA,,23,75,178,D-,D+,C ,D ,C ,C-,F+,F+,F ,C+,D+,F+,C ,A-,C+,C+,A ,D ,D ,C ,D ,D ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,PF,Timberwolves,RBSL,21,80,231,C ,D+,B-,C ,C ,D+,C ,C ,C ,D-,D ,D-,A-,B+,B ,C ,A ,B ,C ,B ,C ,B ,C ,B ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,29,85,294,C-,C ,B-,F-,D-,D ,B+,C-,C+,F ,F+,C ,C+,F+,C ,A-,C ,D ,C ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,31,85,297,D ,C ,C ,F-,D ,F ,C ,B+,C ,F ,D-,C ,D ,F-,D ,A ,D+,D ,C ,C ,F ,D ,F ,C ,A ,C ,F ,D ,C 
Chris,Stephens,C,FA,,31,84,281,D-,C-,C+,F-,F-,F-,C ,D-,C-,F-,F ,C-,C ,F+,D ,B+,C+,D ,D ,C ,F ,F ,F ,C ,D ,D ,F ,F ,D 
Thomas,Evans,PG,FA,,25,72,210,D-,B ,A-,F+,C ,D ,D+,D-,F-,D+,C-,F-,A-,B-,D+,C ,A ,D ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
Charles,Sansone,C,D-Jazz,D-RBSL,34,82,285,C ,D+,C ,F-,F-,F+,C ,C ,C ,D ,D ,B ,D ,F-,D+,A-,D-,C ,D ,C ,F ,F ,F ,C ,C ,C ,D ,D ,B 
Daniel,Bond,PF,Bucks,RBSL,34,83,288,C-,C ,A-,F-,C ,C-,B ,C ,C+,C ,C-,A-,A ,D+,C ,C ,C+,D ,C ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,27,72,172,F-,A-,A-,C-,B-,D ,F ,F-,F-,C ,C ,F ,B+,A-,C-,D-,A ,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
Damaskenos,Rokos,PF,FA,,34,81,262,F ,F ,C ,F-,F ,F ,F ,F+,D ,F+,F ,C-,B+,C+,B-,B+,A-,F ,F ,C ,F ,F ,F ,F ,F ,D ,D ,F ,D 
Morton,Peterson,C,D-Cavs,D-RBSL,33,84,289,D+,D ,D+,D-,D+,D ,C-,D ,C ,D+,D+,C ,C ,D ,A-,B+,A-,D ,D ,D ,F ,D ,D ,D ,D ,D ,D ,D ,C 
Jeffrey,Chee,C,D-Suns,D-RBSL,23,83,267,C-,C-,C-,F+,F+,F ,F+,C ,C+,F ,F+,D+,B ,C-,C ,C+,A-,C ,C ,D ,D ,D ,F ,F ,B ,B ,F ,D ,D 
Man,Dilley,C,Pelicans,RBSL,31,83,285,B ,C-,C+,F-,C+,D+,A ,B ,A ,C ,C ,A ,F-,C-,C ,B+,B+,B ,D ,C ,F ,C ,D ,A ,B ,A ,C ,C ,A 
Jerrell,Snider,SG,D-Clippers,D-RBSL,22,76,211,F ,C+,A-,D-,C-,D ,F ,F+,F ,B+,C+,F ,A ,A-,C ,C ,B+,F ,C ,B ,D ,D ,D ,F ,D ,F ,A ,B ,F 
Brandon,Ingram,SF,D-Pelicans,D-RBSL,38,81,251,C ,C+,B-,C ,C ,C-,D ,D+,D ,C-,D+,C-,B ,C+,C-,C ,B-,C ,C ,B ,C ,C ,D ,D ,D ,D ,D ,D ,D 
Dudley,Hooper,C,D-Clippers,D-RBSL,29,84,293,C-,C ,C ,F-,C-,D-,F+,C-,C+,F ,F ,C+,C ,F ,D+,A ,C ,D ,C ,C ,F ,D ,D ,F ,D ,B ,F ,F ,C 
Silas,Fielding,C,Pistons,RBSL,33,83,280,F ,D ,C ,F-,D-,F ,C-,D ,C ,F-,F-,F+,C-,F-,D-,C ,D+,F ,D ,C ,F ,F ,F ,D ,D ,D ,F ,F ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,25,78,202,C-,C-,C ,D ,F+,F ,F-,D+,F-,B ,C-,D ,F+,B-,B ,C+,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,D ,C 
Kelly,Frank,PF,FA,,29,80,259,D-,F ,C ,F-,D ,F+,D ,C-,D+,F ,F+,C ,C ,C-,C ,A+,A-,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,Hawks,RBSL,24,77,211,D+,C ,B-,D+,D-,F+,F+,C-,F ,A-,D ,D+,B-,A-,C ,B+,A ,D ,C ,B ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,22,83,228,D ,D ,C ,F-,D-,F ,C ,B+,C+,D-,D-,C ,C ,F ,C ,B-,C-,D ,D ,C ,F ,D ,F ,C ,B ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,22,77,202,F ,C-,B-,F+,D+,F ,F ,F+,F ,D-,C-,F+,D+,C+,D ,B+,C+,F ,C ,B ,F ,D ,F ,F ,F ,F ,D ,C ,D 
Herschel,Moore,SG,Nuggets,RBSL,22,77,213,C-,C ,B ,C ,D+,F+,F ,F ,F+,D ,D ,F ,D-,A-,B+,C ,C+,D ,C ,A ,B ,D ,F ,F ,F ,D ,D ,D ,F 
Stefan,Case,SG,FA,,24,76,205,F+,B ,A-,D+,C+,D ,D-,D-,F+,C+,C-,F ,C-,C+,C ,B ,B-,D ,B ,A ,D ,C ,D ,D ,D ,F ,B ,C ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,31,84,292,D-,C-,C ,F-,F+,F+,C ,C+,C+,F ,D-,C+,B+,D-,C+,A-,C-,D ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,B 
Joseph,Jackson,C,Magic,RBSL,32,86,308,F-,F ,C ,F-,B+,C-,B+,B ,D ,D-,F+,A-,A+,C-,C+,B+,A ,F ,F ,C ,F ,B ,D ,B ,B ,D ,D ,F ,B 
John,Greer,PG,D-Nets,D-RBSL,25,67,205,C-,C ,C ,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A-,B ,C-,B+,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,FA,,23,84,222,D-,D ,D ,F-,D-,F ,D+,D+,C ,D-,F ,C-,B+,D-,D ,C ,C+,D ,C ,D ,F ,C ,F ,C ,C ,B ,D ,D ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,22,83,264,C ,D+,D+,F-,D-,F+,C-,C ,C+,F+,F-,C+,D ,F+,C-,C+,C ,C ,D ,D ,F ,D ,F ,D ,C ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,22,80,203,C ,C ,B ,C ,C+,C-,D-,C ,D ,D+,C-,C ,A ,A-,A ,C ,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SF,Bulls,RBSL,32,78,209,C-,C+,C+,B+,B-,A-,C ,B ,C+,A-,B+,B-,B-,B ,C+,B ,B+,D ,C ,B ,B ,B ,B ,C ,B ,C ,B ,B ,B 
Michael,Whitlock,C,FA,,30,82,279,F ,D+,C ,F-,D ,D-,C-,D+,D+,F+,D ,D+,A+,D ,B-,A ,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,22,78,216,F ,D+,B-,D ,C ,F+,F+,F+,F-,C-,D+,F-,A ,C+,C ,D+,C ,F ,C ,B ,C ,B ,F ,F ,D ,F ,C ,D ,F 
Jayson,Tatum,SF,76ers,RBSL,33,80,237,C-,B-,A-,C+,C ,D-,D+,C ,D+,C ,C ,C ,B-,C ,C ,C ,A ,D ,B ,A ,B ,C ,F ,D ,C ,D ,C ,C ,C 
Bohuslav,Kochevar,PG,Kings,RBSL,20,75,159,C-,C ,C+,C+,C+,D+,F+,C ,D-,D+,C-,D-,C ,A+,B-,D+,A ,C ,B ,B ,B ,A ,C ,D ,B ,D ,C ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,30,87,307,C ,F+,C+,D-,D ,F ,C+,C ,C ,F-,F-,C ,B ,F-,F-,A+,C-,C ,F ,B ,F ,D ,F ,C ,C ,C ,F ,F ,C 
Clinton,Williams,SG,FA,,22,74,225,D-,C ,B ,D+,D+,F ,F+,F-,F ,C ,D-,F-,C ,B ,C ,C-,B-,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Adam,Anderson,C,FA,,33,82,275,F ,D ,C ,F-,C-,F-,C-,C ,C ,F ,F-,F+,F+,F-,D ,A ,C ,F ,D ,C ,F ,D ,F ,D ,C ,C ,F ,F ,F 
Junior,Jones,C,D-Hornets,D-RBSL,29,84,296,D-,C-,C+,F-,D+,F+,C ,C-,C ,F+,F ,C ,A+,F ,C-,A+,C ,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,D-Spurs,D-RBSL,29,84,294,D-,D ,D ,F-,D+,F+,D-,C ,D+,F+,D-,C ,C ,F-,C+,A-,C-,D ,D ,D ,F ,D ,F ,D ,C ,D ,D ,D ,C 
Josh,Jackson,SF,D-Trail Blazers,D-RBSL,34,80,242,D-,D ,C ,C-,C-,D-,D+,C-,C-,C ,C ,C-,D+,B ,C ,B ,C ,F ,D ,B ,D ,D ,F ,D ,C ,D ,C ,C ,D 
Trae,Young,PG,Wizards,RBSL,26,74,182,D ,A ,A ,A ,C+,A-,F ,C-,F ,F+,C ,F+,A ,A ,C-,D+,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Donato,Lopez,C,D-Hornets,D-RBSL,32,83,287,F+,C ,C-,C ,D+,D-,C ,B-,C ,F-,F+,D ,C+,F+,A ,C+,C-,F ,C ,D ,C ,D ,F ,C ,B ,C ,F ,F ,D 
De'Aaron,Fox,PG,Pacers,RBSL,32,75,197,C ,C+,B ,C ,C+,C ,F+,C-,F+,B-,A-,F+,B ,A-,B+,C-,A ,C ,C ,B ,C ,C ,C ,F ,D ,D ,B ,B ,F 
Jonathan,Isaac,SF,Trail Blazers,RBSL,32,82,261,D+,C ,B ,C ,C-,D-,C ,B ,C ,C+,B-,B+,C ,C+,C+,B+,C ,D ,C ,B ,C ,D ,D ,C ,B ,C ,C ,B ,A 
Lauri,Markkanen,C,D-76ers,D-RBSL,33,84,293,D+,C ,A-,C+,C-,D ,D+,C-,D ,F ,D-,D ,A-,C+,F ,B ,A-,D ,C ,A ,C ,D ,D ,D ,D ,D ,F ,F ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,25,77,187,D+,A ,B-,F ,B-,F ,D+,C ,F ,D-,C-,F+,C ,C+,B-,B-,C ,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,28,83,282,F+,C ,D ,F-,D ,F ,B+,C ,B ,F ,D-,F ,D ,D+,B-,A-,B+,F ,D ,D ,F ,D ,F ,B ,C ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,24,78,218,C ,A-,C+,B-,C+,C-,C ,C+,C+,B ,A ,C-,C-,A ,A-,C-,A ,C ,A ,B ,B ,C ,D ,D ,C ,B ,A ,A ,D 
Emiliano,Albanese,SG,D-Nuggets,D-RBSL,24,76,225,D-,D-,C+,D+,D-,F ,D-,C ,F ,D-,C-,F ,B+,A-,C+,C ,A+,F ,D ,B ,D ,D ,F ,F ,C ,F ,D ,D ,F 
Waldo,Middleton,C,FA,,33,84,301,F ,C-,B ,F-,D+,F+,F+,D-,C-,F ,F-,D ,A ,F-,D-,B ,C ,F ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,D 
Harold,Tucker,PG,Draft,,16,72,157,F ,D-,B-,D-,D ,F+,F+,D-,F+,D ,F ,F ,F-,A+,C+,F-,A ,D ,C ,B ,C ,C ,D ,D ,C ,D ,C ,D ,D 
Guy,Edwards,SF,D-Hawks,D-RBSL,25,74,199,C-,C-,C+,F-,C ,C-,F ,D+,F+,C+,B-,F+,F ,A-,D+,C+,B+,C ,C ,B ,F ,C ,D ,F ,D ,D ,B ,B ,F 
Omar,Boyd,SG,Pistons,RBSL,23,76,178,C ,D+,A-,C-,D-,C-,F ,F+,F-,D+,C-,F ,A-,A-,C-,D+,B+,B ,C ,A ,B ,D ,D ,F ,F ,F ,C ,D ,F 
Frank,Ntilikina,SG,D-Raptors,D-RBSL,31,77,211,F+,C-,B-,C-,C-,C-,F+,F+,D-,C ,C-,F ,C-,A ,D+,C-,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,C ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,26,73,217,F+,C-,B-,D+,C-,C ,F-,D ,F+,D+,C+,F ,B-,A+,A ,F+,A ,F ,D ,B ,D ,D ,D ,F ,D ,D ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,25,82,266,C-,B ,C+,A ,C-,C-,A ,A ,B+,C ,C+,A+,C-,C ,B+,A-,C ,C ,A ,B ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,PF,Raptors,RBSL,35,85,302,D ,B-,A ,F-,B-,C-,B-,B ,C+,D-,D ,A-,A ,C ,C-,C+,B-,D ,B ,A ,F ,B ,D ,B ,B ,C ,D ,D ,A 
Charlie,Beamon,C,FA,,31,85,304,D-,D+,C+,F-,D+,F+,F ,C ,C-,F ,F+,F+,B ,F-,C-,A ,C+,D ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,Draft,,16,75,184,F+,D-,B-,F ,C-,D+,F-,F ,F-,C-,C-,F ,C-,A-,D+,C ,C ,D ,D ,B ,F ,B ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,20,82,218,D+,C ,C+,D-,D ,F ,D+,F+,F ,D ,D ,D-,C ,C-,C ,C+,B+,C ,B ,C ,D ,D ,F ,C ,D ,F ,D ,D ,D 
Emilio,Delgado,PG,Draft,,20,74,157,F ,C-,B-,D+,C-,F ,F ,F ,F-,D+,F+,F-,C+,A-,C-,D+,A ,F ,B ,B ,B ,B ,F ,F ,F ,F ,C ,D ,F 
Mack,Lewis,C,D-Clippers,D-RBSL,30,84,291,C-,C-,C ,F-,D-,F+,C-,D+,C ,D ,D-,C-,F-,F ,C ,A-,B ,D ,D ,C ,F ,D ,F ,D ,D ,C ,D ,D ,D 
Dennis,Smith Jr.,PG,Warriors,RBSL,32,75,208,C+,C ,B+,C ,C ,C-,F+,D+,F+,C-,C+,F+,A-,A ,A-,C ,A ,C ,C ,B ,C ,C ,D ,F ,D ,D ,D ,C ,F 
Onisim,Rumiantsev,C,FA,,33,82,281,F+,D ,C ,F-,D+,D ,C ,F+,C ,D-,D ,C+,C+,D-,C-,A+,C+,F ,D ,C ,F ,D ,D ,C ,F ,C ,F ,D ,C 
Doyle,Baker,SF,FA,,19,78,199,F+,F+,B ,D+,D-,F-,D ,D-,F+,F ,F-,F-,A+,C-,C ,C+,C-,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Leonard,Johnson,PF,FA,,33,82,276,C-,C+,C+,D ,C-,D ,D-,D ,C+,F-,C-,C ,A-,C ,C ,A ,B ,D ,C ,B ,D ,C ,D ,D ,D ,C ,F ,D ,C 
John,Turner,PF,FA,,32,81,265,F+,D-,B ,F-,D ,F-,F+,D ,D-,F+,F-,D-,A ,F ,D+,A ,C ,F ,D ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
