FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Micheal,Williams,PG,Draft,,23,78,190,D ,D ,C ,D ,C ,F+,F-,F ,D ,C ,D-,F ,F ,A-,C ,F ,A-,D ,D ,B ,D ,B ,D ,F ,F ,C ,C ,D ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,27,78,218,C-,C ,C ,D ,D-,F ,F-,C-,F ,B ,C ,C-,F+,B-,B-,C+,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,31,80,261,D-,F ,C ,F-,D+,F+,D ,C-,D+,F ,D-,C ,C ,D-,D+,A+,B+,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,Hawks,RBSL,26,77,214,C-,C ,B ,C-,D-,F+,F+,C-,F+,B+,D+,D ,B+,B+,C ,A-,A+,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,24,83,238,D+,D+,C ,F-,D ,F ,B-,A-,C+,D ,D-,C ,C ,F ,C ,C+,C-,D ,D ,B ,F ,D ,F ,B ,A ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,24,77,208,F+,C ,C ,F+,C-,F ,F ,F+,F+,D ,C ,F+,D+,C+,D ,A-,C+,F ,C ,B ,F ,C ,F ,F ,D ,F ,D ,C ,D 
Herschel,Moore,SG,Clippers,RBSL,24,77,214,C-,C ,B ,C+,D+,F+,F ,F+,D-,C-,D+,F ,D ,A ,B ,C ,B-,C ,C ,A ,C ,D ,F ,F ,F ,F ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,26,76,207,F+,A-,A-,D+,C+,D+,D ,D-,F+,C+,C-,F ,C-,C+,C ,B+,B ,D ,B ,A ,D ,B ,D ,D ,D ,F ,B ,D ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,33,84,294,D-,C-,C ,F-,D-,F+,C ,C ,C ,F ,F+,C+,B-,F+,C ,A-,D+,F ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,C 
Joseph,Jackson,C,FA,,34,86,309,F-,F ,C ,F-,B+,C-,B-,B-,D ,D-,F ,B-,A+,D+,B-,B ,A ,F ,F ,C ,F ,B ,D ,B ,B ,D ,F ,F ,B 
John,Greer,PG,FA,,27,67,208,D+,C ,C ,F+,C ,D+,F-,D+,F ,D+,C ,F ,C ,A ,B-,C-,A+,D ,C ,B ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,25,84,227,D ,D+,D ,F-,D ,F ,C ,C-,C+,D ,F+,C ,B-,D-,D ,B ,C+,D ,D ,D ,F ,D ,F ,C ,C ,C ,D ,F ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,24,83,276,C ,D-,D+,F-,D-,F+,D ,C-,C ,F+,F-,C ,D ,F+,C-,C+,C+,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,25,80,204,C ,C ,C+,B-,B+,C ,D ,C+,D+,C-,C-,B ,A ,A-,A ,B-,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SG,Hawks,RBSL,34,78,219,D+,C ,B-,B+,C+,B ,C ,B ,C ,B ,B ,C+,B ,A ,C ,B-,B+,D ,C ,B ,B ,C ,B ,C ,B ,C ,B ,B ,C 
Michael,Whitlock,C,FA,,32,82,281,F+,C-,C ,F-,D-,D-,C-,D ,D+,F+,D-,D+,A+,D ,C+,A ,B+,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,F ,D 
Joesph,Brown,SG,FA,,24,78,218,F+,D+,B ,D+,C ,F+,F+,D-,F-,C ,D ,F-,A ,B-,C ,C-,C+,F ,D ,B ,D ,C ,F ,F ,F ,F ,C ,D ,F 
Ibrahim,Umaru,PG,Draft,,20,73,203,D+,D ,B-,D+,D+,C-,F-,F-,F-,C-,F+,F ,A-,B+,C-,C-,C ,D ,C ,B ,D ,D ,C ,F ,F ,F ,C ,F ,F 
Bohuslav,Kochevar,PG,Kings,RBSL,22,75,173,C-,C+,C+,B-,A-,C-,D-,C ,D ,D+,C-,D ,C ,A ,B ,C-,A+,C ,B ,B ,B ,B ,D ,D ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,32,87,310,C ,F+,C+,D-,D ,F ,C+,C ,C ,F-,F-,C-,C+,F-,F-,A+,D+,C ,F ,B ,F ,D ,F ,C ,C ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,25,74,227,D-,C ,B-,C-,D+,F+,D-,F-,F ,C+,D ,F-,B-,B ,C ,C ,B+,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Edward,Blakeslee,PG,Draft,,20,75,172,F ,C-,C+,C ,C-,D+,F ,D-,F ,C ,A-,F+,A ,A ,A+,C+,B+,F ,C ,B ,B ,B ,C ,D ,C ,D ,B ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,31,84,298,F+,C-,B-,F-,D+,F+,C ,D+,C-,D-,F+,C ,A ,F-,D ,A-,C+,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,FA,,32,84,296,D-,D ,D+,F-,D+,F ,D-,C ,D+,F+,D ,C+,C ,F-,C+,A-,C-,F ,D ,D ,F ,D ,F ,D ,D ,D ,D ,D ,C 
Jarrett,Culver,SF,Jazz,RBSL,22,78,198,C-,C ,C ,C-,C ,D ,F-,C-,F+,C ,C-,F ,B+,B+,B ,C-,C ,B ,B ,C ,C ,B ,D ,D ,C ,D ,B ,B ,D 
Trae,Young,PG,Suns,RBSL,28,74,184,D ,A-,A-,A ,B-,A ,F ,C-,F ,F+,C ,F+,A ,A ,D+,D ,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Draft,,18,74,225,F ,C-,C+,F ,D+,D-,F ,F ,F ,D ,D+,F+,C+,A ,C ,C ,A-,D ,A ,B ,D ,A ,C ,D ,D ,D ,B ,B ,D 
De'Aaron,Fox,PG,Nuggets,RBSL,34,75,199,C-,C ,B ,C ,C+,C-,F ,C-,F+,C+,B-,F+,B-,A-,A-,C-,A ,D ,C ,A ,D ,C ,D ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,SF,76ers,RBSL,34,82,263,D ,C-,B ,C ,C ,D-,C ,C+,C ,C ,C+,B ,C ,C+,C ,C ,D+,D ,D ,B ,C ,C ,F ,C ,C ,C ,C ,C ,B 
Coby,White,PG,Mavericks,RBSL,21,77,186,C ,C ,B ,C+,C ,C ,F ,F+,F ,C+,D ,F ,C+,A ,C+,D+,A ,C ,B ,A ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,27,77,199,C-,A ,B-,F ,B-,F+,C-,C ,F ,D ,C-,F+,C ,B-,B ,B+,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,30,83,283,F+,C-,D+,F-,D+,F ,B+,C ,B+,F ,D-,F ,D ,D ,C ,A-,B+,F ,D ,D ,F ,D ,F ,B ,C ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,26,78,220,C ,B ,B ,C+,C ,C-,C-,C ,C ,B ,B+,C-,C-,A ,A-,C ,A ,C ,B ,B ,C ,C ,D ,D ,C ,C ,B ,B ,D 
Emiliano,Albanese,SG,D-Nuggets,D-RBSL,26,76,226,D-,D ,B-,C-,D-,F ,D-,C ,F ,D-,C-,F ,A-,A-,C+,C+,A+,F ,D ,B ,D ,D ,F ,F ,C ,F ,F ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,20,83,229,C+,F+,B+,F-,F ,F-,C ,C ,C+,D-,F+,B+,F ,D+,C ,B ,C+,B ,D ,B ,F ,D ,F ,C ,C ,B ,D ,D ,A 
Harold,Tucker,PG,FA,,18,72,168,F ,D ,B ,D ,D ,D-,F+,D-,F+,C-,F+,F+,F-,A+,B-,F ,A+,D ,D ,B ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,SG,D-Hawks,D-RBSL,27,74,201,C-,C ,C+,F-,C ,C-,F ,C-,F+,C+,B-,F+,F+,A-,D+,C+,A-,C ,C ,B ,F ,C ,C ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,Bucks,RBSL,25,76,186,C+,C ,B+,C ,D-,C-,F+,F+,F-,C-,C-,F ,A-,B+,C-,C-,B ,B ,C ,B ,B ,D ,C ,F ,F ,F ,C ,D ,F 
Frank,Ntilikina,SG,FA,,33,77,215,F+,D+,B-,D+,C-,D+,F ,F ,D-,C-,C-,F ,C-,A-,D ,C-,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,28,73,219,D-,C ,B-,D+,C ,C ,F-,D ,F+,C-,C+,F ,B ,A ,A-,F+,A+,F ,C ,B ,D ,D ,C ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,27,82,269,C ,B+,C+,A-,C-,C ,A-,A ,A ,C ,C ,A ,C-,C ,B+,A ,C+,C ,A ,B ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,Bulls,RBSL,37,85,303,D-,C+,B+,F-,C+,D+,C+,B+,C+,D-,D-,B ,A+,D+,D ,C+,C+,F ,C ,A ,F ,B ,D ,C ,B ,C ,F ,D ,B 
Charlie,Beamon,C,FA,,33,85,307,D-,D+,C+,F-,D ,F ,F ,C-,C-,F ,F+,F+,B ,F-,C-,A-,C ,D ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,FA,,18,75,185,D-,D ,C+,F+,C ,C-,F-,F ,F-,C ,C-,F+,C-,B ,C-,C ,B-,D ,D ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,22,82,232,D+,B ,B-,D ,D+,F+,D+,D-,F+,C-,D ,D-,C ,C-,C ,B ,B ,C ,A ,B ,C ,D ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,PG,FA,,22,74,172,F ,C+,B+,C ,C ,F ,F ,F ,F-,C-,D-,F-,C+,A-,C-,D+,A ,F ,B ,B ,B ,C ,F ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,FA,,32,84,293,D+,D+,C ,F-,D-,F+,D+,D-,C-,D ,D-,C-,F-,F-,D+,A-,B ,D ,D ,C ,F ,F ,F ,D ,D ,D ,D ,F ,D 
Dennis,Smith Jr.,SF,Warriors,RBSL,34,75,209,C ,C ,B ,C-,C-,D+,F ,D ,F+,D+,C ,F+,A ,A-,B-,C-,A ,C ,D ,B ,D ,C ,D ,F ,D ,F ,D ,C ,F 
Rui,Hachimura,PF,Celtics,RBSL,23,80,236,C ,C+,C+,D+,C-,F ,F+,C-,D ,F+,F+,D ,A+,C ,C+,B+,A ,B ,B ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,21,78,220,F+,D-,B-,C-,D ,F-,C-,D ,F+,F+,F ,F-,A+,C ,C ,B-,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,D ,F ,F 
Ronald,Campbell,SG,Draft,,21,78,204,D-,B+,B+,C ,C ,C ,F-,F ,F+,C ,C ,D-,A-,A-,C+,C ,A ,D ,A ,A ,C ,B ,C ,F ,F ,F ,B ,C ,D 
John,Turner,PF,FA,,34,81,266,F+,D-,C+,F-,D ,F-,F+,D ,F+,F+,F-,D-,A+,F-,D ,A ,C ,F ,F ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
Luka,Doncic,PG,Warriors,RBSL,29,79,229,C ,C+,C+,C ,C-,C+,D-,C-,D ,D+,C-,F ,C+,B+,C-,B+,A+,D ,C ,A ,C ,D ,C ,F ,D ,D ,D ,D ,F 
