FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
César,Lianos,PG,D-Clippers,D-RBSL,23,76,193,F+,C ,B ,D ,C ,D ,F-,F+,F ,C+,F+,F+,B-,B+,C-,C+,A ,F ,B ,B ,D ,C ,D ,F ,F ,F ,C ,F ,F 
Wendell,Carter,C,Celtics,RBSL,30,82,279,D+,B-,B ,B-,C-,C+,B+,A-,C+,D+,C-,B+,C-,C-,C-,A ,C+,D ,B ,B ,B ,D ,B ,B ,A ,C ,D ,D ,B 
Boyd,Brennan,PG,Draft,,21,74,201,C ,D+,C-,F-,C ,D-,F-,F-,F ,D ,D ,F-,A+,B+,C ,C ,B+,C ,C ,C ,F ,B ,D ,F ,F ,F ,D ,D ,F 
Douglas,Stout,SG,Heat,RBSL,29,77,219,C ,C+,A-,C ,C ,D ,F+,F ,F+,C ,D ,F ,A-,B+,D+,C-,B ,C ,B ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,Trail Blazers,RBSL,34,87,302,D ,D+,C+,F-,C-,C ,A ,A-,B ,C+,D ,A+,A ,D ,C ,B-,B-,D ,D ,B ,F ,D ,C ,A ,A ,B ,C ,D ,A 
Cristobal,Williams,PG,D-Trail Blazers,D-RBSL,24,76,211,D ,D+,C ,D ,C+,C-,F ,D ,D ,C ,C-,F-,D-,A-,D ,C ,A-,D ,D ,C ,D ,C ,C ,F ,D ,D ,C ,D ,F 
Andrew,Medley,PG,Lakers,RBSL,23,72,211,F ,C+,B ,B ,D+,F ,C-,D+,D+,C ,C ,D ,F ,A ,C ,F ,A-,F ,B ,B ,A ,C ,F ,D ,D ,C ,B ,B ,D 
Rudolph,Wolf,C,D-Pistons,D-RBSL,27,86,291,D-,D+,C+,F-,D ,D-,C-,C ,C+,F-,F+,C ,D-,F ,C-,B+,C+,D ,D ,B ,F ,D ,F ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,D-Knicks,D-RBSL,27,77,190,D-,C-,B+,C-,C ,D ,D+,D-,F ,C-,C+,F-,A-,A ,D ,C+,A-,F ,C ,B ,D ,D ,D ,D ,F ,F ,C ,C ,F 
Jose,Robinson,PG,FA,,18,73,201,F+,D ,B ,D-,C-,D-,F-,F-,F-,C ,F+,F ,C-,A-,B-,D-,B+,F ,D ,B ,D ,C ,D ,F ,F ,F ,B ,F ,F 
Chris,Adams,C,D-Clippers,D-RBSL,27,84,287,D-,C ,C+,F-,D-,D ,C ,C ,C-,F ,F-,C ,C ,F ,D-,A ,C+,D ,C ,B ,F ,F ,D ,C ,C ,C ,F ,F ,C 
Justin,Graves,C,FA,,33,83,282,F+,F+,C ,F-,C-,D-,D-,C ,C ,F ,D-,C-,A-,F+,C ,B-,A ,F ,F ,C ,F ,D ,F ,F ,C ,C ,F ,F ,D 
Michael,Porter Jr.,PF,Hawks,RBSL,30,82,245,D ,C+,A-,C+,C ,D+,C ,D+,C-,D+,C ,C-,A-,C+,B-,B ,A ,D ,C ,A ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,27,74,187,D-,D ,C+,D-,C ,D+,F ,F ,F-,D ,C-,F-,A-,B+,C-,B-,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,29,71,183,D ,B-,B-,C+,C ,D-,F+,D+,F+,B ,C-,F ,A-,A-,C ,C ,B+,D ,B ,B ,B ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,26,72,177,F ,A-,A-,F+,B-,F ,F-,F ,F ,D-,C+,F-,C-,B ,D+,C-,A-,F ,A ,A ,F ,B ,F ,F ,F ,F ,D ,B ,F 
James,Jones,PG,Draft,,19,75,191,D-,C+,A+,F ,D+,D-,F-,D-,D-,F ,F+,F+,B-,A ,D+,C-,C ,D ,B ,A ,F ,C ,D ,F ,D ,D ,F ,D ,D 
Ma,Tai,PG,Bucks,RBSL,18,77,209,F-,D ,B ,D ,C-,F ,F-,F-,F ,D ,D-,F ,B ,B-,C-,D-,A-,F ,C ,B ,C ,B ,F ,F ,F ,D ,C ,C ,F 
William,Chasse,PG,Celtics,RBSL,18,71,200,D-,C ,A-,D-,C+,C-,D-,C ,C-,B ,B+,D-,C-,A+,A ,C-,A-,F ,C ,A ,D ,C ,D ,F ,C ,D ,B ,A ,F 
Matt,Marsh,C,FA,,34,82,283,F+,D+,F+,F-,D+,D-,F ,D-,C+,F+,D-,C ,C ,F-,F ,B-,C+,F ,D ,F ,F ,D ,D ,F ,F ,C ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,22,79,289,B-,C-,D+,C ,C ,D ,B+,B+,A-,C-,B-,B ,A ,B-,A ,A ,A-,B ,C ,C ,B ,C ,D ,B ,A ,B ,C ,B ,B 
William,Adams,PG,Draft,,20,72,186,F+,D ,A ,D ,D+,F ,F-,F ,F-,D-,F+,F-,A ,B+,C ,D+,B ,D ,B ,A ,C ,C ,D ,F ,F ,F ,D ,D ,F 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,28,73,185,D+,C+,B-,F-,C ,D+,F ,D+,F ,B ,C+,F ,B ,A ,C ,C ,A-,D ,B ,B ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,30,74,205,F+,C ,A-,C-,B ,C ,F-,D-,F-,C+,C ,F+,F-,B ,C+,B-,A+,F ,C ,A ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Chris,Woods,PG,Draft,,21,79,156,F-,C-,B ,D-,C ,F ,F-,F+,F-,F+,D+,F-,D+,B+,C-,F-,C-,F ,C ,B ,D ,B ,F ,F ,D ,F ,F ,C ,F 
Barry,Nichols,PG,Pacers,RBSL,21,72,206,C-,D-,B ,D+,D-,F ,F-,D-,F ,D-,D+,F-,B-,A-,C ,D-,C ,B ,D ,B ,C ,C ,F ,F ,D ,F ,C ,B ,F 
Lucas,Moore,C,D-Knicks,D-RBSL,30,83,290,C-,C-,D+,F-,D-,F+,A-,C-,B-,D ,C+,C ,C ,F-,D+,B-,C ,D ,D ,D ,F ,D ,D ,B ,D ,B ,D ,C ,D 
Chauncey,Baker,C,FA,,33,83,289,D-,C-,B-,F-,D-,D ,F-,D+,C ,F ,F-,C-,C ,F-,F+,B ,C ,D ,D ,B ,F ,D ,D ,F ,D ,C ,F ,F ,D 
Gregg,Nunez,PG,Draft,,19,72,169,D-,C ,B+,D+,C ,F+,F-,F ,F-,C ,D-,F-,C ,B-,C-,B-,C-,D ,B ,B ,B ,B ,D ,F ,F ,F ,B ,C ,F 
Joseph,Warnock,C,FA,,32,81,268,C+,C ,B ,D-,D+,F ,C ,D ,D-,F+,F+,D+,C-,F ,D ,A-,C+,C ,D ,B ,D ,D ,F ,C ,D ,F ,F ,F ,D 
Bryant,Baker,PG,Mavericks,RBSL,20,72,167,B ,B-,A-,D-,C ,D+,D ,D-,F+,B+,C-,D-,F+,A ,B+,F-,C ,B ,B ,A ,D ,A ,C ,D ,D ,D ,A ,C ,D 
Michael,Jones,PG,Magic,RBSL,28,72,176,A+,C ,A-,A ,C+,B-,C ,D ,D-,F+,C-,F-,C ,A ,F+,C+,A-,A ,C ,A ,A ,C ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,PF,Bulls,RBSL,37,85,304,C-,C-,B ,F+,C ,C ,C ,C+,C+,D+,C-,C+,C+,F-,F-,A-,C ,D ,D ,B ,F ,C ,C ,C ,B ,C ,D ,D ,B 
Andrew,Fawcett,SG,D-Wizards,D-RBSL,24,77,208,D-,D ,C+,D ,C-,F+,F+,F ,F ,C-,F+,F+,C ,B-,D-,C+,C+,D ,C ,B ,D ,C ,D ,F ,F ,F ,C ,D ,F 
Deandre,Ayton,C,Thunder,RBSL,30,85,303,B-,B+,C+,F+,C ,C ,A-,A+,C+,C ,C ,B+,B-,C+,A-,A+,A ,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Ja,Morant,PG,Warriors,RBSL,23,75,180,C+,A-,B-,B-,B ,B-,F-,F+,F ,B ,C+,F+,A+,A-,A ,C-,A ,B ,B ,A ,B ,B ,B ,D ,D ,D ,B ,B ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,27,75,194,D-,D+,C ,D ,C-,C-,D-,F+,F+,C+,D ,F+,C ,A ,C ,C+,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,C ,D ,F 
Thad,Boudreaux,PG,Pelicans,RBSL,25,80,239,C+,C ,B-,C+,C+,C-,B+,C+,C+,D ,D+,D ,A ,A-,B ,C+,A ,C ,C ,B ,B ,C ,C ,B ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,33,85,304,D+,C-,B-,F-,D-,D ,B ,D+,C ,F ,F+,C-,C+,F ,C ,A-,C ,D ,C ,B ,F ,F ,D ,B ,D ,C ,F ,F ,D 
Britt,Hernandez,PG,Grizzlies,RBSL,19,71,194,F ,C ,C+,F-,C ,D+,F ,F+,F ,B ,D+,F ,C-,A ,D+,C ,C+,F ,B ,C ,F ,C ,D ,F ,F ,F ,A ,D ,F 
Cody,Corliss,PG,FA,,21,75,199,D-,D ,B ,D ,C-,C-,F-,F ,F-,D-,D ,F ,A+,B+,C-,C ,C ,D ,C ,B ,D ,C ,C ,F ,D ,F ,C ,D ,D 
Thomas,Evans,PG,FA,,28,72,215,D-,B-,A-,F+,C ,D ,D ,D-,F ,D ,D+,F ,B+,B ,D+,C ,A ,F ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Raptors,RBSL,22,79,218,C+,D ,C-,B ,C+,C ,F+,C+,D+,C ,F+,F ,A ,A-,C+,C ,A ,B ,D ,C ,B ,C ,C ,D ,C ,C ,C ,D ,D 
Joseph,Goldsmith,PG,Draft,,21,73,205,F+,D ,A-,C-,C-,C-,F-,F ,F-,F+,F ,F-,A+,B+,B-,C ,B-,D ,C ,A ,C ,C ,C ,F ,F ,F ,D ,F ,F 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,31,72,176,F-,A-,A+,C-,B-,D ,F ,F-,F-,C ,C ,F ,A-,B+,D ,F+,A ,F ,B ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,22,79,228,D+,B-,B-,A-,D+,D-,F+,D-,C-,C+,F-,F+,B+,C+,C ,C ,A-,D ,B ,B ,A ,C ,D ,D ,D ,C ,C ,F ,D 
William,Gonzales,PG,D-76ers,D-RBSL,22,73,171,D-,C ,C+,C ,C+,C ,D-,F-,F-,C ,C ,F ,C+,B ,C-,B ,C-,D ,B ,B ,B ,B ,C ,D ,F ,F ,C ,B ,F 
Jeffrey,Chee,PF,Clippers,RBSL,27,83,278,C+,C ,C-,F+,F+,F ,D-,B-,B+,F ,F+,C-,A-,C-,C ,C ,B+,C ,C ,D ,D ,D ,F ,D ,B ,B ,F ,D ,C 
Man,Dilley,C,Bulls,RBSL,34,83,287,C+,D ,B-,F-,C ,D-,B ,C+,B+,C-,C-,A-,F-,F+,C-,C ,C+,C ,D ,B ,F ,C ,D ,B ,C ,B ,D ,D ,B 
Jerrell,Snider,SG,Rockets,RBSL,26,76,216,F+,C+,B+,D ,D+,D+,F+,F+,F ,B+,C+,F ,A+,A-,C ,C+,A ,F ,C ,B ,D ,D ,D ,F ,F ,F ,B ,C ,F 
Darius,Garland,PG,Warriors,RBSL,22,74,178,D ,C+,B ,B-,C-,D+,F ,D-,F+,C ,D-,D-,B ,A ,C+,D ,A ,D ,C ,B ,B ,D ,D ,F ,D ,F ,C ,D ,F 
Dudley,Hooper,PF,D-Clippers,D-RBSL,33,84,297,D+,C ,C-,F-,C-,D-,F ,C-,C ,F+,F+,C ,C ,F-,D ,B-,C-,D ,C ,C ,F ,D ,F ,F ,D ,C ,F ,F ,C 
Micheal,Williams,PG,FA,,24,78,192,D ,D+,C+,D+,C+,F+,F-,F ,D+,C+,D ,F ,F ,A-,C+,F+,A ,D ,D ,C ,D ,C ,D ,F ,F ,D ,C ,D ,F 
Terrence,Calhoun,SG,D-Jazz,D-RBSL,28,78,220,C-,C ,C ,D ,D-,F+,F-,C-,F ,B ,C ,C-,F+,B-,B ,B-,A+,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,32,80,262,D-,F ,C ,F-,D+,F ,D ,D+,D ,F ,F+,C-,C ,F+,C-,A ,B-,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SG,D-Spurs,D-RBSL,28,77,217,C-,C ,C+,C-,D ,F+,F+,C-,F ,A-,D+,D ,B ,A-,C-,A-,A ,D ,C ,B ,D ,D ,F ,F ,D ,F ,A ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,25,83,253,D ,D+,C ,F-,D+,F+,B-,A-,B-,D ,D-,C ,C ,F ,C ,B-,C ,D ,D ,B ,F ,D ,D ,B ,A ,B ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,26,77,210,F ,C-,B-,F ,C-,F+,F ,F+,F ,D ,C ,F+,D+,B ,D ,A ,B ,F ,D ,B ,F ,D ,F ,F ,F ,F ,D ,C ,F 
Herschel,Moore,SF,Heat,RBSL,26,77,217,C-,C ,B ,C+,D+,F+,F+,F+,D-,C-,D+,F ,D ,B+,C+,C ,B+,D ,C ,B ,C ,D ,F ,F ,F ,F ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,28,76,212,D-,B+,A-,C-,C+,D+,D ,D-,F+,B-,C ,F ,C ,C+,C-,B+,B ,D ,A ,A ,D ,C ,D ,D ,D ,D ,B ,D ,F 
Kent,Jackson,PG,Draft,,20,74,162,F ,C-,C ,D-,C-,D ,F-,F+,F+,C ,F+,D ,A+,A ,B+,C ,A ,F ,C ,C ,D ,B ,D ,F ,F ,D ,B ,F ,D 
Augustus,Cooley,PG,FA,,20,74,220,F+,C ,C ,C-,D+,C-,F ,F+,F ,B ,C-,F-,A-,B+,D-,D+,C ,F ,C ,C ,C ,D ,D ,F ,F ,F ,B ,D ,F 
John,Greer,PG,D-Grizzlies,D-RBSL,28,67,212,D+,C ,C ,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A ,C+,C-,A ,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,27,84,241,D ,D+,D ,F-,D ,F ,C ,C ,B-,D ,F ,C ,A-,D-,D-,B ,B-,D ,C ,D ,F ,D ,F ,C ,C ,B ,D ,F ,D 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,25,83,281,C ,D-,C-,F-,D-,F ,D ,C-,C ,F ,F-,C ,D ,F+,C-,C ,C+,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,26,80,206,C ,C ,B-,B+,B ,C ,D+,B ,C-,C-,C ,B+,A ,A-,A ,B-,A+,C ,B ,B ,B ,B ,C ,D ,B ,D ,C ,C ,B 
Lonzo,Ball,PG,Spurs,RBSL,36,78,221,D ,C ,B-,C+,C+,B ,C-,C+,C ,B ,C+,C ,B+,A-,C ,B-,B ,D ,C ,B ,B ,C ,B ,D ,C ,C ,B ,B ,C 
Michael,Whitlock,C,FA,,34,82,283,F+,D+,C ,F-,D-,D-,D+,D ,D ,F ,D-,D ,A ,F+,C+,A ,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,F ,D 
Joesph,Brown,SG,FA,,25,78,221,F ,C-,A-,C-,C ,F ,F ,D-,F-,C-,D ,F-,A ,B-,C ,C ,B+,F ,D ,A ,D ,C ,F ,F ,F ,F ,D ,D ,F 
Ibrahim,Umaru,PG,FA,,22,73,204,C-,D+,B ,D+,C-,C-,F-,F ,F-,C ,F+,F ,A ,A-,C-,C ,C+,D ,D ,B ,D ,D ,C ,F ,F ,F ,C ,F ,F 
Bohuslav,Kochevar,PG,Lakers,RBSL,23,75,176,C-,C+,B-,B ,B ,C-,F+,C ,D ,C-,C-,D ,C ,A ,B-,C-,A+,C ,B ,B ,B ,B ,D ,F ,C ,D ,D ,D ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,34,87,311,C-,F+,C+,D-,D+,F ,C ,C-,C-,F-,F-,C-,B ,F-,F-,A ,D ,D ,F ,B ,F ,D ,F ,C ,D ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,26,74,229,D-,C ,B ,C-,D+,F ,D-,F-,F ,C ,D-,F-,C+,B ,C ,C ,A-,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Edward,Blakeslee,SG,Bulls,RBSL,22,75,186,F ,C-,C+,C+,C-,C-,F ,D ,F+,C+,A-,D-,A ,A ,A ,C+,A-,F ,C ,B ,B ,C ,C ,F ,D ,D ,B ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,33,84,299,F+,C-,B-,F-,D+,F+,C ,D+,C-,D-,F+,C ,A+,F-,D ,A-,C+,F ,D ,B ,F ,D ,F ,C ,D ,D ,D ,F ,C 
Quinn,Alvarado,PG,Draft,,21,73,163,C ,D+,C+,F+,D+,C ,F-,D ,F ,D ,D+,D ,C-,A ,C ,C ,C ,B ,C ,A ,F ,C ,C ,F ,D ,F ,D ,D ,D 
Jarrett,Culver,SF,Jazz,RBSL,23,78,219,C ,B-,C+,C ,C ,D+,F-,C ,F+,C ,C ,F+,B ,B+,B ,C-,C ,B ,B ,B ,C ,B ,C ,D ,C ,D ,B ,B ,D 
Trae,Young,PG,Hornets,RBSL,30,74,186,D+,A-,A-,A ,B-,A ,F ,C-,F ,D-,C ,F+,A-,A-,D+,D+,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Kings,RBSL,19,74,227,F ,C ,B-,F ,C ,C-,F ,F+,F+,C-,C-,D-,C ,A ,C+,C+,B+,D ,A ,B ,D ,A ,B ,D ,D ,D ,B ,B ,D 
Gerard,Varnado,PG,Draft,,20,73,163,F+,C+,A ,D-,C-,F+,D-,F+,F-,C+,C ,F-,A ,B ,D ,D-,B-,F ,A ,A ,D ,C ,D ,D ,F ,F ,B ,C ,F 
Will,Compton,PG,Draft,,19,75,164,F+,D-,C+,F ,C-,F ,F-,F+,F-,C-,D-,F ,A ,A ,B-,C ,C+,D ,D ,B ,F ,C ,F ,F ,C ,F ,C ,D ,F 
Coby,White,PG,Mavericks,RBSL,22,77,188,C ,B-,B-,B-,B-,C ,F ,D-,F+,C+,C-,F ,C+,A-,C ,C-,A ,C ,B ,A ,B ,B ,C ,F ,D ,D ,C ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,28,77,204,C-,A ,C+,F ,C+,F ,D+,C ,F ,D ,C-,D-,C ,C+,B+,B-,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,PF,D-Magic,D-RBSL,32,83,286,F ,C-,D ,F-,D+,F ,B-,C ,C+,F ,D-,F ,D ,D-,C ,B+,B+,F ,D ,D ,F ,D ,F ,B ,D ,B ,F ,F ,F 
Roosevelt,Montenegro,SF,Mavericks,RBSL,28,78,223,C ,C+,B ,C+,C ,C-,C-,C ,C ,B ,B+,D+,C-,A ,A-,C ,A+,C ,B ,B ,C ,D ,D ,D ,C ,C ,B ,B ,D 
Emiliano,Albanese,SG,D-Celtics,D-RBSL,27,76,226,D-,D ,B ,D+,D-,F ,D-,C ,F ,D-,C-,F ,A-,A-,C ,C+,A+,F ,D ,B ,D ,D ,F ,F ,C ,F ,F ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,22,83,245,B-,F+,C+,F-,F ,F-,C+,C+,B ,D-,D-,A ,F ,D+,C ,B ,C+,B ,D ,B ,F ,D ,F ,C ,C ,B ,D ,D ,A 
Harold,Tucker,PG,D-Timberwolves,D-RBSL,19,72,171,F+,D+,C+,D+,D ,D-,D-,D ,F+,C-,D-,F+,F-,A ,B ,F+,A ,D ,D ,C ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,PG,D-Hawks,D-RBSL,29,74,201,C-,C ,C+,F-,C ,C-,F ,C ,F+,B-,B ,F+,F+,A-,D ,C ,B ,C ,C ,B ,F ,C ,C ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,Warriors,RBSL,26,76,188,C+,C ,A-,B-,D ,C ,F+,F+,F-,C ,C-,F ,B+,B+,C ,C-,B ,A ,C ,A ,B ,D ,C ,F ,D ,F ,B ,C ,F 
Curtis,Williams,PG,Draft,,21,73,164,D-,C-,C ,C ,C ,C-,F-,D ,F ,B-,C-,F+,B-,A-,C ,F-,B+,D ,C ,B ,B ,B ,C ,F ,D ,F ,B ,C ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,30,73,223,D-,C ,B-,D+,C-,C ,F-,D ,D-,D+,C ,F ,B ,A ,A-,F+,A+,F ,C ,B ,D ,C ,C ,F ,D ,F ,D ,B ,F 
Jaren,Jackson Jr.,PF,Celtics,RBSL,29,82,273,C ,A-,B-,A ,C-,C ,A-,A+,A-,C ,C ,A+,C-,C ,B+,A+,C ,C ,A ,B ,A ,D ,C ,A ,A ,A ,C ,C ,A 
Charles,Marlin,PG,Draft,,20,72,153,F+,C-,B-,C ,C-,D+,F-,F+,F ,C ,C-,F+,C+,A-,C-,C ,C-,F ,C ,B ,B ,C ,C ,F ,D ,F ,B ,C ,F 
Darron,Bye,PG,Bucks,RBSL,21,72,170,F+,C-,B-,F+,D+,F+,D-,F+,F-,D ,C-,F-,C ,A ,A ,F-,A-,D ,C ,A ,F ,B ,D ,D ,D ,F ,C ,B ,F 
Johnnie,Moore,PG,D-Pelicans,D-RBSL,19,75,187,D-,D+,C+,F+,C ,C ,F-,F+,F-,C ,C ,F+,D+,B+,D+,C ,B-,D ,C ,B ,F ,C ,C ,F ,F ,F ,B ,C ,F 
Vladimir,Simon,SF,D-Pelicans,D-RBSL,23,82,240,C-,B ,B-,C-,C-,D-,C ,D-,F+,C-,D+,D-,C ,C ,C ,B-,B+,C ,A ,B ,C ,C ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,SF,D-Bucks,D-RBSL,24,74,184,F ,C+,B+,C ,C+,F ,F ,F ,F ,C ,D ,F-,C+,A-,C-,C-,A ,F ,C ,B ,C ,C ,F ,F ,F ,F ,C ,D ,F 
Gilberto,Rovapera,PG,Draft,,20,77,213,D ,C ,B+,C+,C ,D-,D-,C-,D-,C ,D ,D ,A+,A ,D+,C+,A+,C ,C ,B ,B ,B ,D ,D ,C ,D ,C ,D ,D 
Daniel,Miller,SG,Nets,RBSL,19,77,227,D ,A ,A-,C+,D ,D ,F ,F ,D-,C-,C ,F ,A-,A-,B ,D ,A ,D ,A ,A ,A ,D ,D ,F ,F ,D ,C ,C ,F 
Rui,Hachimura,PF,Kings,RBSL,24,80,237,C ,C+,C ,C-,C-,F ,F+,C-,D+,D-,F+,D+,A+,C ,C+,A ,A-,C ,C ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,23,78,222,D-,D ,B-,C ,D ,F-,C-,D ,D-,F+,F ,F-,A+,C ,C ,B ,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Ronald,Campbell,SF,Magic,RBSL,23,78,205,D-,B+,B+,C ,C+,C ,F-,F ,F+,C ,C ,D ,A ,A-,C+,C ,A ,D ,A ,A ,C ,B ,C ,F ,F ,F ,B ,C ,D 
Willy,Nichols,SG,Knicks,RBSL,20,77,197,C ,C-,C+,F+,D ,F-,F+,D ,F+,C+,C-,F-,C-,A ,B+,C ,B ,B ,C ,B ,D ,C ,F ,D ,D ,F ,B ,B ,F 
