FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Matt,Marsh,C,FA,,31,82,279,D-,C-,F+,F-,C-,D ,F ,D-,B ,D-,D+,C+,C-,F-,D-,B-,B-,F ,D ,F ,F ,D ,D ,F ,D ,B ,F ,D ,C 
Reginald,Adams,PG,Draft,,20,75,162,D ,C ,B ,C-,C+,C-,F-,D-,D ,F+,D ,D+,B-,A ,C+,C ,A ,D ,B ,B ,C ,A ,C ,F ,D ,D ,D ,D ,C 
Waldo,Hesse,C,FA,,31,85,297,D-,D+,B-,F-,D-,F+,F+,D ,C ,D ,C+,D+,D ,F-,C-,A+,C ,D ,D ,B ,F ,F ,F ,F ,D ,D ,D ,C ,D 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,25,73,181,D+,C+,A-,F-,C ,D+,F ,D ,F ,C+,C ,F ,B ,A ,C+,C ,A-,D ,C ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,27,74,202,F+,C ,A-,C-,A-,C ,F-,D ,F-,C+,C ,F+,F-,B ,B-,B+,A ,F ,C ,A ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,Timberwolves,RBSL,35,84,295,C ,C-,B+,F+,C ,D-,C+,A-,C ,F ,F+,C-,C-,F-,D+,A-,D+,C ,C ,A ,F ,C ,D ,C ,A ,C ,F ,F ,D 
Harley,Davis,C,D-Celtics,D-RBSL,33,85,304,D-,C ,C+,F-,D+,F+,C ,C-,F+,F-,D ,D+,A ,D ,C+,A ,B-,D ,C ,B ,F ,D ,F ,C ,D ,F ,F ,D ,D 
Lucas,Moore,C,D-Knicks,D-RBSL,27,83,288,C ,C ,D+,F-,D-,F+,A-,C ,B ,D ,C ,C-,C ,F ,C-,C+,C ,C ,C ,D ,F ,D ,F ,B ,D ,B ,D ,C ,D 
Chauncey,Baker,C,FA,,30,83,287,D-,D+,B ,F-,D-,D ,F-,C-,B-,F ,F-,C ,C ,F-,D-,B ,C ,D ,D ,B ,F ,D ,D ,F ,D ,B ,F ,F ,C 
Hoyt,Christian,C,D-Mavericks,D-RBSL,32,83,291,F+,C ,C ,F ,C-,F+,C+,C-,C ,F ,D+,C ,F+,F-,F ,C ,C ,F ,C ,D ,F ,D ,F ,B ,D ,C ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,29,81,266,B-,C-,B+,D ,D+,F+,C+,D ,D-,F+,F+,C-,C-,F ,C-,A-,B ,B ,D ,B ,D ,D ,F ,C ,D ,D ,F ,F ,D 
Ronald,Drayton,PF,D-Timberwolves,D-RBSL,32,83,276,D-,C ,B ,D-,D ,F+,D-,F ,C ,F+,C ,C ,F-,D-,F+,C+,B+,D ,C ,B ,F ,D ,F ,D ,F ,C ,F ,C ,C 
Michael,Jones,PG,Trail Blazers,RBSL,25,72,172,A+,C ,A ,B+,C ,C+,C ,D-,F+,F ,D+,F-,C ,A ,F+,C+,A-,A ,C ,A ,B ,C ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,C,Bulls,RBSL,34,85,302,C ,C ,B-,D-,C+,C ,B-,B+,B-,C-,C ,B ,B-,F ,D-,A-,B ,D ,D ,B ,F ,C ,C ,B ,B ,B ,D ,C ,B 
Andrew,Fawcett,SG,FA,,21,77,206,F+,D ,C+,D-,D ,F+,F ,F ,F-,D+,F ,F ,C ,B-,D-,C+,C+,D ,D ,C ,D ,C ,D ,F ,F ,F ,C ,D ,F 
Deandre,Ayton,C,Thunder,RBSL,27,85,299,B+,A-,B-,F+,C ,C ,A-,A+,C+,C ,C-,A ,C+,C+,A-,A ,A ,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Thomas,Miller,PG,Draft,,21,73,190,D+,D+,B-,D-,D+,D+,F-,F+,D-,F ,D-,D ,C+,A-,D+,D ,C+,C ,D ,B ,D ,D ,D ,F ,D ,D ,F ,D ,D 
Carlton,Baker,PG,D-Lakers,D-RBSL,24,75,180,D-,D+,C+,D+,C ,C-,D-,F+,F ,B+,D+,F ,C ,A-,C ,C+,A ,D ,D ,B ,D ,C ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,PF,Magic,RBSL,22,80,237,C+,C-,B-,C ,C ,D+,C+,C ,C ,D-,D ,D ,A-,A-,B+,C ,A ,B ,C ,B ,B ,B ,B ,B ,B ,A ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,30,85,300,C-,C ,B ,F-,D-,D ,B+,C-,C+,F ,F+,C ,C ,F+,C ,A ,C-,D ,C ,B ,F ,F ,D ,A ,D ,C ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,32,85,299,D-,C ,C ,F-,D+,F ,C ,A-,C-,F ,D-,C ,D+,F-,D ,A ,C-,D ,C ,C ,F ,D ,F ,C ,B ,C ,F ,D ,C 
Chris,Stephens,C,FA,,32,84,282,D-,C-,C ,F-,F-,F-,C ,D-,C-,F-,F ,C-,C ,D-,D ,B-,C ,D ,D ,C ,F ,F ,F ,C ,F ,D ,F ,F ,D 
Thomas,Evans,PG,FA,,25,72,210,D-,B-,A-,F+,C ,D ,D+,D-,F-,D+,C ,F ,B+,B+,D+,C ,A ,D ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
Oliver,Williams,PG,Draft,,20,77,176,F ,D ,A-,C-,C ,F+,F-,D ,F ,D-,F+,F-,C ,A-,B-,F ,A-,F ,C ,A ,B ,A ,D ,F ,C ,F ,D ,D ,F 
Daniel,Bond,PF,Bulls,RBSL,35,83,288,D+,C ,A-,F-,C ,C-,B-,C ,C ,C ,C-,B+,A+,D+,D ,C+,C ,D ,C ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,28,72,172,F-,A ,A ,C-,B ,D ,F ,F-,F-,C ,C+,F ,B ,A-,C-,D-,A+,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
Jeremias,Ameal,SG,Draft,,20,77,199,F+,D+,C ,D-,F+,F ,F ,F-,F-,C-,D ,D-,D ,C+,D ,A-,B ,D ,B ,C ,D ,D ,D ,F ,F ,F ,A ,C ,D 
Morton,Peterson,C,D-Cavs,D-RBSL,33,84,292,D ,D ,C-,D-,C-,D ,D+,D-,C ,D ,C-,C ,C ,D+,A-,B+,A-,D ,D ,D ,F ,D ,D ,D ,D ,C ,D ,D ,C 
Jeffrey,Chee,C,D-Suns,D-RBSL,24,83,270,C ,C-,C-,F+,F+,F ,F+,C ,B ,F ,F+,D+,B-,C-,C+,C ,A-,C ,C ,D ,D ,D ,F ,F ,B ,B ,F ,D ,C 
Man,Dilley,C,Kings,RBSL,31,83,286,B-,C-,C+,F-,C+,D+,A-,B+,A ,C ,C ,A-,F-,C-,C ,B+,B ,B ,D ,C ,F ,C ,D ,A ,B ,A ,C ,C ,A 
Jerrell,Snider,PG,D-Clippers,D-RBSL,23,76,211,F+,C ,B+,D-,C-,D ,F+,F+,F ,A-,C+,F ,A ,A-,C ,C ,B-,F ,C ,B ,D ,D ,D ,F ,D ,F ,A ,C ,F 
Darrick,McLaughlin,SG,Draft,,21,76,206,D-,C ,C+,F ,C ,D ,D ,F ,D-,C-,F ,D-,A-,B-,C-,C+,C ,D ,B ,B ,F ,C ,D ,D ,F ,D ,C ,F ,D 
Dudley,Hooper,C,D-Clippers,D-RBSL,30,84,294,C-,C ,C ,F-,C-,D-,F+,C-,B-,F ,F ,C+,C ,F ,D+,A-,C ,D ,C ,C ,F ,D ,F ,F ,D ,B ,F ,F ,C 
Silas,Fielding,C,FA,,34,83,282,F ,D ,C ,F-,F+,F ,C-,D ,C ,F-,F-,F+,C-,F-,D-,C ,D ,F ,D ,C ,F ,F ,F ,D ,D ,C ,F ,F ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,25,78,207,C-,C ,C ,D-,D-,F ,F-,C-,F-,B ,C-,D+,F+,C+,B-,C+,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,D ,C 
Kelly,Frank,PF,FA,,29,80,260,D-,F ,C ,F-,D ,F+,D+,C-,D+,F ,D-,C ,C ,D ,C ,A+,B ,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,C 
Newton,Jones,SF,Hawks,RBSL,25,77,211,D+,C ,B ,D+,D-,F+,F+,C-,F ,A-,D+,D ,B-,B+,C ,B+,A ,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,22,83,231,D ,D ,C ,F-,D-,F+,C+,A-,C ,D-,D-,C ,C ,F ,C ,C+,C-,D ,D ,C ,F ,D ,F ,B ,A ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,23,77,206,F ,C-,C+,F+,D+,F ,F ,F+,F ,D-,C ,F+,C-,B-,D+,A-,C+,F ,D ,B ,F ,C ,F ,F ,D ,F ,D ,C ,D 
Herschel,Moore,SG,D-Nets,D-RBSL,23,77,213,C-,C ,B ,C ,D ,F+,F ,F+,D-,D ,D+,F ,D ,A ,B-,C ,B ,D ,C ,B ,B ,D ,F ,F ,F ,D ,D ,D ,F 
Stefan,Case,SG,D-Heat,D-RBSL,25,76,206,F+,A-,A ,D+,C+,D+,D-,D-,F+,C+,C-,F ,C ,C+,C ,A-,B ,D ,B ,A ,D ,C ,D ,D ,D ,D ,B ,D ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,32,84,293,D-,C-,C ,F-,F+,F+,C ,C ,C+,F ,D-,B ,C+,F+,C ,A-,C-,D ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,B 
Joseph,Jackson,C,Knicks,RBSL,33,86,309,F-,F ,C ,F-,B ,C-,B+,B ,D ,D-,F+,B+,A+,D+,B+,B ,A ,F ,F ,C ,F ,B ,D ,B ,B ,D ,F ,F ,B 
John,Greer,PG,D-Nets,D-RBSL,25,67,206,D+,C ,C ,F+,C ,D+,F-,C-,F ,C-,C ,F ,C-,A-,B-,C-,A-,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,24,84,223,D-,D ,D ,F-,D ,F ,C-,C-,C+,D-,F+,C-,B+,D-,D ,C+,C+,D ,C ,D ,F ,C ,F ,C ,C ,B ,D ,D ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,22,83,271,C ,D ,C-,F-,D ,F+,D+,C ,C ,F+,F-,C+,D-,F+,C ,C ,C ,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,23,80,203,C ,C ,B ,C ,B-,C ,D ,C ,D+,C-,C-,C+,A ,B+,A ,C ,A ,C ,C ,B ,B ,B ,D ,D ,B ,D ,C ,C ,B 
Lonzo,Ball,SF,Lakers,RBSL,33,78,218,D+,C ,B-,B+,B-,B ,C ,B-,C+,A-,B ,C+,B-,A ,C ,B-,B+,D ,C ,B ,B ,B ,B ,C ,B ,C ,B ,B ,B 
Michael,Whitlock,C,FA,,31,82,280,F+,C-,C ,F-,D-,D-,C-,D+,D+,F+,D-,C-,A ,D ,C+,A ,C+,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,22,78,217,F ,D+,B ,D ,C ,F+,F+,D-,F-,C ,D+,F-,A ,B-,C ,C-,C ,F ,C ,B ,D ,C ,F ,F ,F ,F ,C ,D ,F 
Jayson,Tatum,SF,Thunder,RBSL,33,80,239,D+,B-,A-,C+,C ,D-,D ,C ,D ,C-,C ,C ,B ,C ,C ,C+,A ,D ,B ,A ,C ,C ,F ,D ,C ,D ,C ,C ,C 
Bohuslav,Kochevar,PG,Kings,RBSL,20,75,163,C-,C ,B-,B-,B+,C-,F+,C ,D-,D+,C-,D ,C ,A ,B-,D+,A ,C ,B ,B ,B ,B ,C ,D ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,31,87,308,C ,F+,B-,D-,D ,F ,C+,C ,C ,F-,F-,C ,B ,F-,F-,A ,C-,C ,F ,B ,D ,D ,F ,C ,C ,C ,F ,F ,C 
Clinton,Williams,SG,FA,,23,74,225,D-,C ,B+,D+,D+,F+,D-,F-,F ,C+,D ,F-,C+,B ,C ,C-,B ,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Adam,Anderson,C,FA,,34,82,277,F ,D-,C ,F-,C-,F-,D+,C ,C ,F ,F-,F+,F+,F-,F+,A+,C-,F ,D ,C ,F ,D ,F ,D ,C ,C ,F ,F ,F 
Junior,Jones,C,D-Hornets,D-RBSL,30,84,297,F+,C-,B-,F-,D+,F+,C+,D+,C ,D-,F+,C ,A ,F-,D+,A ,C ,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,D-Spurs,D-RBSL,30,84,296,D-,D ,D ,F-,D+,F+,D ,C ,C-,F+,D-,B-,C ,F-,C+,A-,C-,D ,D ,D ,F ,D ,F ,D ,C ,D ,D ,D ,B 
Rémy,Spriet,SG,Draft,,21,77,172,B-,C-,B ,F-,C ,D ,F-,D ,C-,C-,D ,D-,A+,A ,A ,B ,A ,B ,C ,B ,F ,B ,D ,F ,C ,C ,C ,C ,D 
Trae,Young,SG,Suns,RBSL,27,74,183,D+,A-,A ,A ,B-,A-,F ,C-,F ,F+,C ,F+,A ,A-,C-,D+,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Donato,Lopez,C,D-Hornets,D-RBSL,32,83,287,F+,C ,D+,C ,D+,D-,C-,B-,C ,F-,F+,D ,C+,F+,A ,C+,D+,F ,C ,D ,C ,D ,F ,D ,B ,C ,F ,F ,D 
De'Aaron,Fox,PG,76ers,RBSL,32,75,197,C-,C+,B ,C ,C+,C ,F ,C-,F+,C+,B+,F+,B-,A ,A-,C-,A ,C ,C ,B ,C ,B ,C ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,PF,Thunder,RBSL,33,82,262,D ,C ,B ,C ,C ,D-,C ,C+,C ,C ,B-,B-,C ,C+,C ,B ,C ,D ,C ,B ,C ,C ,F ,C ,B ,C ,C ,B ,B 
Duane,Sanchez,SG,Draft,,21,78,196,F+,D+,B-,F-,F-,F ,F+,D-,F-,F+,F-,F-,C-,B-,D+,C+,B+,D ,C ,B ,F ,F ,D ,D ,D ,F ,D ,F ,F 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,25,77,194,D+,A-,B-,F ,C+,F ,D+,C ,F ,D ,C-,F+,C ,B-,B ,B-,C ,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,29,83,282,F+,C ,D+,F-,D+,F ,B ,C ,B ,F ,D-,F ,D ,D ,C ,B+,A ,F ,D ,D ,F ,D ,F ,B ,D ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,25,78,220,C+,B ,B ,B+,C ,C-,C ,C+,C+,B+,A-,C-,C-,A ,A-,C-,A ,C ,B ,B ,B ,C ,D ,C ,C ,B ,B ,A ,D 
Emiliano,Albanese,SG,D-Trail Blazers,D-RBSL,24,76,225,D-,D ,C+,C-,D-,F ,D-,C ,F ,D-,D+,F ,A-,A-,C ,C ,A+,F ,D ,C ,D ,D ,F ,F ,C ,F ,D ,D ,F 
David,Harris,SG,Draft,,21,77,217,C+,C ,A ,D+,C ,D-,F ,F ,D-,D ,D ,F-,C ,A-,C+,C ,A ,A ,C ,A ,D ,B ,D ,F ,F ,D ,C ,C ,F 
Harold,Tucker,PG,76ers,RBSL,16,72,166,F ,D ,B-,D-,D ,F+,F+,D-,F+,D ,F+,F ,F-,A+,B-,F ,A ,D ,D ,B ,C ,C ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,SF,D-Hawks,D-RBSL,26,74,201,C-,C ,C ,F-,C ,C-,F ,C-,F+,B-,B-,F+,F ,A-,D+,C ,A-,C ,C ,B ,F ,C ,C ,F ,C ,D ,B ,B ,F 
Omar,Boyd,SG,Pistons,RBSL,23,76,186,C ,C-,A-,C-,D-,C-,F ,F+,F-,C-,C-,F ,B+,A-,C-,C-,B+,B ,C ,A ,B ,D ,D ,F ,F ,F ,C ,D ,F 
Frank,Ntilikina,SG,D-Raptors,D-RBSL,32,77,213,F+,D+,B+,D+,C-,D+,F+,F+,D-,C-,C-,F ,C-,A ,D+,C-,A+,F ,D ,B ,D ,D ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,27,73,218,D-,C ,B-,D+,C-,C-,F-,D ,F+,D+,C+,F ,B ,A+,A-,F+,A ,F ,C ,B ,D ,C ,D ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,26,82,267,C-,A-,C+,A-,C-,C-,A-,A ,A-,C ,C+,A+,C-,C ,B ,A ,C ,C ,A ,B ,A ,D ,C ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,PF,Thunder,RBSL,36,85,303,D-,C+,A-,F-,B-,D+,C+,B+,C+,D ,D-,A-,A ,C-,C-,C+,B-,D ,B ,A ,F ,B ,D ,C ,B ,C ,D ,D ,A 
Charlie,Beamon,C,FA,,32,85,305,D ,C-,C+,F-,D ,F+,F ,C-,C-,F ,F+,F+,B ,F-,C ,A-,C+,D ,D ,C ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,FA,,16,75,184,D-,D-,B-,F+,C ,D+,F-,F ,F-,C ,C-,F ,C-,B+,C-,C ,C+,D ,D ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,20,82,229,D+,C ,C+,D ,D+,F ,D+,D-,F ,D ,D ,D-,C ,C-,C-,B-,A-,C ,A ,C ,C ,C ,D ,C ,D ,D ,C ,D ,D 
Emilio,Delgado,PG,D-Wizards,D-RBSL,21,74,164,F ,C ,C+,C-,C-,F ,F ,F ,F-,C-,F+,F-,B-,A ,C-,C-,A+,F ,B ,B ,B ,C ,F ,F ,F ,F ,C ,D ,F 
Mack,Lewis,C,D-Clippers,D-RBSL,31,84,291,D+,C-,C ,F-,D-,F+,C-,D+,C ,D ,D-,C-,F-,F ,C-,A+,A-,D ,D ,B ,F ,F ,F ,D ,D ,C ,D ,F ,D 
Dennis,Smith Jr.,PG,Warriors,RBSL,32,75,208,C+,C ,B ,C ,C ,C-,F+,D ,F+,D+,C ,F+,A ,A ,A-,C ,A-,C ,C ,B ,C ,C ,D ,F ,D ,F ,D ,C ,F 
Stefano,Marzari,SG,Draft,,21,77,216,D+,C ,A-,C ,C-,F+,F ,F+,F+,C-,C+,F+,B ,A ,B-,C-,B ,C ,B ,A ,A ,B ,D ,F ,D ,D ,C ,A ,D 
Doyle,Baker,SF,FA,,20,78,213,F+,D-,B-,C-,D-,F-,D+,D-,F+,F ,F ,F-,A ,C-,C ,C+,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Leonard,Johnson,PF,D-Magic,D-RBSL,33,82,277,D+,C+,C+,D-,C ,D-,D ,D ,C+,F-,C-,C ,B+,C-,C-,A ,B-,D ,C ,B ,D ,D ,D ,D ,D ,C ,F ,D ,C 
John,Turner,PF,FA,,32,81,265,F+,D-,B ,F-,D+,F-,F+,D ,F+,F+,F-,D ,A+,F ,D ,A ,C ,F ,D ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
