FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Marvin,Bagley,PF,Rockets,RBSL,28,83,269,C ,B-,C ,B+,C ,F+,A ,A-,B-,D ,C ,B+,C ,A-,A ,C+,A-,C ,B ,C ,B ,C ,D ,A ,A ,B ,D ,C ,B 
Markelle,Fultz,SG,Spurs,RBSL,34,76,216,C ,B-,B-,C+,B+,C ,D-,C-,D ,C ,C ,D+,B ,B+,C ,C ,A ,C ,B ,B ,B ,B ,C ,F ,D ,D ,C ,C ,D 
Daniel,Martin,C,FA,,32,83,283,C-,D+,B ,F-,F+,F-,F ,D ,D-,F ,F-,D ,F+,F-,C-,C+,D+,D ,D ,B ,F ,F ,F ,F ,D ,F ,F ,F ,D 
Abe,Harrington,PG,Draft,,21,75,152,F+,D+,C+,C-,D-,D-,F ,F ,F ,D+,F-,F ,C-,A-,D ,C-,C-,D ,B ,B ,B ,D ,D ,F ,D ,F ,B ,F ,D 
Alvin,King,C,D-Hawks,D-RBSL,32,83,282,F+,D+,C ,F-,D ,F+,D+,C ,C+,D ,D ,C ,C-,F-,F ,A-,B-,F ,D ,C ,F ,D ,F ,D ,C ,C ,D ,D ,C 
César,Lianos,PG,Draft,,21,76,193,F+,C-,B+,D ,C-,D ,F-,F+,F ,C ,F ,F+,B-,B ,C-,C+,B+,F ,B ,B ,D ,C ,C ,F ,F ,F ,B ,F ,F 
Wendell,Carter,C,Hawks,RBSL,28,82,279,D+,C+,B ,B ,C-,C+,B+,A-,C+,D ,C-,B ,C-,C-,C ,A ,B ,D ,B ,B ,B ,D ,B ,B ,A ,C ,D ,D ,B 
Monty,Yarborough,C,D-Warriors,D-RBSL,33,83,280,D ,C ,B ,F-,C-,D-,D-,C ,C+,F+,D ,C ,C ,D-,C+,C ,A ,D ,C ,B ,F ,D ,F ,D ,C ,C ,F ,D ,C 
Douglas,Stout,SG,D-Nets,D-RBSL,27,77,218,C-,B-,A-,C ,C+,D ,F+,F ,F+,C ,D ,F ,A-,A-,C-,C-,B+,D ,B ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,Timberwolves,RBSL,32,87,297,D+,C-,B ,F-,C-,C ,A+,A ,B ,C+,D+,A+,A+,D ,C ,B-,B-,D ,D ,B ,F ,D ,C ,A ,A ,B ,C ,D ,A 
Cristobal,Williams,PG,FA,,22,76,210,D ,D ,C ,D ,C+,C-,F ,D-,D-,C-,D+,F-,F+,A-,D ,C ,A-,D ,D ,C ,D ,C ,D ,F ,F ,D ,D ,D ,F 
Andrew,Medley,PG,Draft,,21,72,210,F ,C ,B ,C ,D+,F ,D+,D+,D ,C-,C-,D-,F+,A ,C ,F-,A-,F ,B ,B ,B ,C ,F ,C ,C ,C ,B ,B ,D 
Rudolph,Wolf,C,D-Pistons,D-RBSL,26,86,274,D-,D+,C+,F-,D ,D-,D+,C ,C+,F-,F+,C ,D-,F ,D+,B ,C+,D ,D ,B ,F ,D ,F ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,D-Knicks,D-RBSL,25,77,188,F+,C-,B+,D+,C ,D ,D ,D-,F-,C-,C+,F-,A-,A-,D ,B-,A-,F ,D ,B ,D ,C ,D ,D ,F ,F ,C ,C ,F 
Arden,Moses,C,D-76ers,D-RBSL,33,83,288,D-,C-,D ,F-,C-,D-,C ,C ,C-,D-,D+,D-,C ,F-,D-,C+,B+,F ,D ,D ,F ,D ,D ,C ,C ,D ,F ,D ,D 
Chris,Adams,C,FA,,26,84,282,D-,C-,C+,F-,D-,D ,C ,C ,C-,F ,F-,C ,C-,F ,D-,A-,C+,D ,C ,B ,F ,F ,D ,C ,C ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,31,83,282,D-,F+,C ,F-,D+,D ,D-,C ,C ,F ,D-,C ,A-,D-,C+,B-,A ,F ,F ,C ,F ,D ,D ,F ,C ,C ,F ,D ,C 
Michael,Porter Jr.,PF,Bulls,RBSL,28,82,240,D-,C+,A-,C ,C ,D ,C-,D+,D+,D+,C ,C-,A-,B+,B-,B+,A ,D ,C ,B ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,25,74,185,D-,D ,B-,D-,C ,D ,F ,F ,F-,D-,C-,F-,A-,B+,C-,B ,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,27,71,181,D-,B-,C+,B-,C ,D-,F+,D+,F+,B-,C-,F ,A-,B+,C ,C ,B-,D ,B ,B ,B ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,24,72,174,F ,A-,B+,F+,B ,F ,F-,F+,F ,D-,C+,F-,C-,B+,D+,C-,C+,F ,A ,A ,F ,B ,F ,F ,F ,F ,D ,B ,F 
Kendrick,Delacruz,C,FA,,33,87,308,F+,D-,C ,F-,F+,F+,D-,D-,D+,F ,F ,D ,C+,F-,D-,A ,C+,F ,F ,C ,F ,F ,F ,F ,F ,D ,F ,F ,D 
Loren,Whitaker,PF,D-Knicks,D-RBSL,33,82,276,F ,C-,D+,F-,C-,F+,C ,C+,C ,D ,D ,B-,A ,D-,C ,C+,F+,F ,D ,D ,F ,D ,F ,C ,C ,C ,D ,D ,B 
William,Chasse,PG,Draft,,17,71,198,F+,C ,B ,D-,C ,D+,D-,C ,D+,C+,C+,F+,C-,A ,A ,C-,A-,F ,C ,A ,D ,B ,D ,D ,C ,D ,A ,A ,D 
Matt,Marsh,C,FA,,32,82,280,F+,D+,F+,F-,C-,D-,F ,D-,C+,F+,D ,C+,C-,F-,F+,B+,B-,F ,D ,F ,F ,D ,D ,F ,F ,C ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,20,79,286,C ,D+,C-,C ,C ,D ,C+,C+,B ,C-,C+,B-,A ,C+,A ,A ,B+,B ,C ,C ,C ,C ,D ,B ,B ,A ,C ,B ,B 
Waldo,Hesse,C,FA,,33,85,301,D-,D ,B ,F-,D-,F+,F+,D ,C ,D-,C ,D ,D-,F-,C-,A+,C ,D ,D ,B ,F ,F ,F ,F ,D ,D ,D ,C ,D 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,26,73,182,D+,B-,B ,F-,C ,D+,F ,D ,F ,B+,C ,F ,B ,A ,C+,C ,A ,D ,B ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,28,74,203,F+,C ,A-,D+,B+,C ,F-,D ,F-,C ,C ,F+,F-,B-,B-,B-,A ,F ,C ,B ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,D-Timberwolves,D-RBSL,36,84,295,C ,C-,B ,F+,C ,D-,C ,B+,C ,F ,F+,C-,C-,F-,D+,B+,D-,C ,D ,B ,F ,C ,D ,C ,B ,C ,F ,F ,D 
Harley,Davis,C,FA,,34,85,306,D-,C-,B-,F-,D+,F ,C ,C-,F+,F-,D ,D ,A ,D-,C ,A-,B ,D ,D ,B ,F ,D ,F ,C ,D ,F ,F ,D ,D 
Lucas,Moore,C,D-Knicks,D-RBSL,29,83,289,C-,C ,D+,F-,D ,F+,B-,C ,B ,D ,C+,C-,C ,F+,D+,B-,C+,D ,C ,D ,F ,D ,D ,B ,D ,B ,D ,B ,D 
Chauncey,Baker,C,FA,,31,83,287,D-,D+,B-,F-,D ,D ,F-,C-,C ,F ,F-,C ,C ,F-,F+,B+,C ,D ,D ,B ,F ,D ,D ,F ,D ,C ,F ,F ,C 
Hoyt,Christian,C,FA,,33,83,292,F+,C ,C ,F ,C-,F+,C+,D+,C-,F ,D ,C ,F+,F-,F-,C ,C ,F ,D ,D ,F ,D ,F ,C ,D ,C ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,30,81,267,C+,C-,B ,D ,D+,F+,C+,D-,D-,F+,F+,C-,C-,F ,D+,A-,C+,B ,C ,B ,D ,D ,F ,C ,D ,F ,F ,F ,D 
Bryant,Baker,PG,Draft,,19,72,160,C+,C ,A+,F+,C ,D ,D-,D-,F+,C+,C-,D ,F+,A+,B+,F-,C+,B ,A ,A ,D ,A ,C ,D ,D ,D ,A ,C ,D 
Michael,Jones,PG,Magic,RBSL,26,72,174,A ,C ,A-,A-,C ,C+,C ,D ,F+,F+,D+,F-,C ,A+,D-,C+,A-,A ,B ,A ,B ,C ,B ,C ,D ,F ,F ,D ,F 
Pascual,Alkorta,PF,Raptors,RBSL,35,85,303,C-,C-,B ,D-,C+,C ,C+,B-,C+,D+,C ,B-,B-,F-,F-,A-,C+,D ,D ,B ,F ,C ,C ,C ,B ,B ,D ,C ,B 
Andrew,Fawcett,SG,FA,,22,77,207,D-,D-,C+,D-,D+,F+,F ,F ,F ,C-,F ,F ,C ,B-,F+,C+,C+,D ,D ,B ,D ,C ,D ,F ,F ,F ,C ,D ,F 
Deandre,Ayton,C,Thunder,RBSL,28,85,302,B+,A ,C ,F+,C ,C ,A-,A ,C+,C ,C-,A-,B-,C+,A ,A+,A+,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Ja,Morant,PG,Knicks,RBSL,21,75,175,C ,C+,B-,C+,C+,C+,F-,F ,F ,C+,C-,F+,A+,A+,A-,C-,A ,C ,B ,A ,B ,B ,B ,F ,D ,D ,B ,C ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,25,75,185,D ,D+,C ,D+,C ,C-,D-,D-,F+,B-,C-,F+,C ,A ,C ,C+,A ,D ,D ,C ,D ,C ,D ,D ,F ,F ,B ,D ,F 
Thad,Boudreaux,SF,Nuggets,RBSL,23,80,237,B-,C ,C+,C ,C ,C-,B-,C+,C+,D-,D ,D ,A-,A-,B-,C ,A ,B ,B ,B ,B ,B ,C ,B ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,31,85,300,C-,C-,B ,F-,D-,D ,A-,C-,C ,F ,F+,C ,C+,F+,C ,A-,C ,D ,C ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
John,Morris,C,D-Clippers,D-RBSL,33,85,300,D-,C-,C-,F-,D+,F ,C ,B ,C-,F ,D-,C ,D+,F-,D-,A ,C-,F ,D ,C ,F ,D ,F ,C ,B ,D ,F ,D ,C 
Chris,Stephens,C,FA,,33,84,284,D ,D+,C+,F-,F-,F-,C ,D-,C-,F-,F ,C-,C ,F+,D ,B-,C ,D ,D ,C ,F ,F ,F ,C ,F ,D ,F ,F ,D 
Thomas,Evans,PG,FA,,26,72,212,D-,C+,A-,F+,C ,D ,D+,F+,F-,D ,C-,F ,B ,B+,C-,C ,A ,D ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Raptors,RBSL,20,79,205,C ,D ,C ,C ,C ,C ,F ,C ,D ,C ,F ,F ,A-,B ,C+,C-,A ,B ,D ,C ,B ,C ,C ,D ,B ,C ,C ,D ,D 
Daniel,Bond,C,76ers,RBSL,36,83,290,D+,C ,A-,F-,C+,C-,C+,C ,C ,C ,C-,B ,A+,D+,D-,C ,C-,D ,C ,A ,F ,C ,D ,B ,C ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,29,72,174,F-,B+,A-,C-,C+,D ,F ,F-,F-,C ,C ,F ,B ,A-,C-,D-,A ,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,21,79,226,D ,C ,C+,B ,C-,F+,F ,F+,D+,C ,F-,F ,A-,C+,C ,C ,A ,C ,B ,B ,A ,C ,D ,D ,D ,C ,B ,F ,D 
William,Gonzales,PG,Draft,,20,73,171,D-,C ,B-,C-,C ,C ,D-,F-,F-,C ,C ,F ,C+,B ,C-,C+,C-,F ,C ,B ,C ,B ,C ,D ,F ,F ,C ,C ,F 
Jeffrey,Chee,C,D-Heat,D-RBSL,25,83,275,C ,C-,D+,F+,F+,F ,D-,C+,B ,F ,F+,C-,B+,C-,C ,C ,A-,C ,C ,D ,F ,D ,F ,F ,C ,B ,F ,D ,D 
Man,Dilley,PF,Pistons,RBSL,33,83,287,C+,D ,C+,F-,C+,D ,B ,B ,A-,C-,C-,A-,F-,C-,C-,C+,B-,C ,D ,C ,F ,C ,D ,B ,B ,B ,D ,D ,B 
Jerrell,Snider,SG,Grizzlies,RBSL,24,76,212,F+,B ,B+,D ,D+,D+,F+,F+,F ,A ,C+,F ,A ,A-,C ,C+,B+,F ,B ,B ,D ,D ,D ,F ,D ,F ,A ,B ,F 
Darius,Garland,PG,Mavericks,RBSL,21,74,177,D+,B-,B ,B-,C ,C-,F ,D-,F+,C ,D-,D-,B+,A ,B-,D+,A ,D ,B ,B ,B ,C ,D ,F ,D ,F ,C ,D ,D 
Dudley,Hooper,PF,D-Clippers,D-RBSL,31,84,296,C-,C ,C-,F-,C-,D-,F+,C-,C+,F+,F ,C+,C ,F-,D+,A-,C-,D ,C ,C ,F ,D ,D ,F ,D ,C ,F ,F ,C 
Micheal,Williams,PG,Draft,,22,78,190,D ,D ,C+,D ,C+,F+,F-,F ,D+,C ,D-,F ,F ,A-,C+,F ,B+,D ,D ,B ,D ,B ,D ,F ,F ,C ,B ,D ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,27,78,218,C-,C ,C-,D ,D-,F ,F-,C-,F ,B-,C ,C-,F+,C+,B ,C+,A-,D ,C ,D ,D ,D ,F ,F ,D ,F ,B ,D ,C 
Kelly,Frank,PF,FA,,31,80,261,D-,F ,C ,F-,D ,F+,D ,C-,D+,F ,F+,C-,C+,D-,D+,A ,B ,D ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,Hawks,RBSL,26,77,214,C-,C ,B-,D+,D-,F+,F+,C-,F+,B ,D+,D+,B+,B-,C ,A-,A+,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,24,83,238,D+,D ,C ,F-,D ,F ,C+,A ,C+,D ,D-,C ,C ,F ,C ,B-,C-,D ,D ,B ,F ,D ,F ,C ,A ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,24,77,208,F+,C-,C+,F+,C-,F+,F ,F+,F+,D ,C ,D-,D+,C+,D+,A-,C+,F ,C ,B ,F ,C ,F ,F ,D ,F ,D ,C ,D 
Herschel,Moore,SG,Clippers,RBSL,24,77,214,C ,C ,B+,C ,D+,F+,F+,F+,D-,D+,D+,F ,D ,A ,B-,C ,B ,D ,C ,B ,C ,D ,F ,F ,F ,F ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,26,76,207,F+,A-,A ,C-,C ,D+,D ,D-,F+,C+,C ,F ,C ,C+,C-,B+,B ,D ,B ,A ,D ,B ,D ,D ,D ,D ,B ,D ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,33,84,294,D-,C-,C ,F-,D-,F+,C ,C ,C ,F ,F+,C+,B-,F+,C+,A-,D+,F ,D ,C ,F ,F ,F ,C ,C ,C ,F ,F ,C 
Joseph,Jackson,C,Pelicans,RBSL,34,86,309,F-,F ,C ,F-,B ,C-,B ,B-,D-,D-,F ,B+,A+,D ,C+,B ,A-,F ,F ,C ,F ,B ,D ,B ,B ,F ,F ,F ,B 
John,Greer,PG,FA,,27,67,208,D+,C ,C+,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A ,B-,C-,A ,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,25,84,227,D ,D+,D ,F-,D-,F ,C ,C-,C+,D ,F+,C ,B-,D-,D ,B-,C+,D ,D ,D ,F ,D ,F ,C ,C ,B ,D ,F ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,24,83,276,C ,D-,D+,F-,D ,F+,D ,C-,C ,F ,F-,C ,D-,F+,C-,C ,C+,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,24,80,204,C ,C ,B-,B-,B-,C ,D ,C+,D+,C-,C ,B ,A+,A-,A ,C+,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SG,Hawks,RBSL,34,78,219,D ,C ,B-,B-,C+,B ,C ,C+,C ,B+,B+,C+,B-,A ,C ,B-,B ,D ,C ,B ,B ,C ,B ,C ,C ,C ,B ,B ,C 
Michael,Whitlock,C,FA,,32,82,281,F+,C-,C ,F-,D-,D-,C-,D ,D+,F+,D-,D+,A+,D ,C+,A ,B+,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,24,78,218,F ,C-,B+,D+,C ,F ,F+,D-,F-,C ,D+,F-,A ,B ,C ,C-,C+,F ,D ,B ,D ,C ,F ,F ,F ,F ,C ,D ,F 
Ibrahim,Umaru,PG,Draft,,20,73,203,D+,D ,B-,D+,C-,C-,F-,F-,F-,C-,F+,F ,A-,B+,C-,C-,C ,D ,C ,B ,C ,D ,C ,F ,F ,F ,B ,F ,F 
Bohuslav,Kochevar,SG,Kings,RBSL,22,75,173,C ,C ,C+,B ,A-,C-,F+,C ,D+,D+,C-,D ,C ,A ,B-,D+,A ,C ,B ,C ,B ,B ,D ,F ,B ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,32,87,310,C ,F+,C+,D-,D ,F ,C ,C ,C-,F-,F-,C-,B-,F-,F-,A+,D+,C ,F ,B ,F ,D ,F ,C ,C ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,24,74,227,D ,C ,B-,C-,C-,F ,D-,F-,F ,C ,D ,F-,B-,B+,C ,C-,A-,D ,C ,B ,D ,D ,F ,F ,F ,F ,C ,D ,F 
Edward,Blakeslee,PG,Draft,,20,75,172,F ,C-,C+,C ,C-,C-,F ,D-,F+,C ,B ,F+,A ,A+,A+,C ,B+,F ,C ,B ,C ,C ,C ,F ,D ,D ,B ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,31,84,298,D-,C-,C+,F-,D+,F+,C ,D+,C-,D-,F+,C ,A ,F-,D ,A ,C+,F ,D ,B ,F ,D ,F ,C ,D ,C ,D ,F ,C 
Kurtis,Townsend,C,FA,,31,84,296,D-,D ,D+,F-,D+,F+,D-,C-,D+,F+,D ,C+,C ,F-,C+,A ,C-,D ,D ,D ,F ,D ,F ,F ,C ,D ,D ,D ,C 
Jarrett,Culver,SF,Jazz,RBSL,21,78,198,C-,C+,C ,C-,C ,D ,F-,C-,F+,C ,C ,F ,B ,B ,B ,C-,C ,B ,B ,B ,C ,C ,C ,D ,C ,C ,B ,B ,D 
Trae,Young,PG,Suns,RBSL,28,74,184,D ,A-,A-,A ,B-,A ,F ,C-,F ,F+,C ,F+,A ,A ,D+,D ,A+,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Draft,,18,74,225,F+,C ,C+,F ,C-,D ,F ,F ,F+,D ,D+,F+,B-,A ,C ,C ,A-,D ,A ,B ,D ,A ,B ,F ,D ,D ,B ,B ,D 
De'Aaron,Fox,PG,Nuggets,RBSL,34,75,199,C-,C ,B-,C-,C+,C-,F ,C-,F+,C ,B ,F+,B-,A-,A-,D+,A ,D ,C ,B ,D ,B ,D ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,SG,Pelicans,RBSL,34,82,263,D-,C-,B ,C ,C ,F+,C ,C+,C ,C ,C+,B+,C+,C ,C ,C ,C-,D ,D ,B ,C ,D ,F ,C ,C ,C ,C ,C ,B 
Coby,White,PG,Mavericks,RBSL,20,77,186,C ,C ,B ,C+,C+,C ,F ,F+,F ,C+,D ,F ,C+,A ,C ,C-,A ,B ,B ,A ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,27,77,199,D+,A+,B-,F ,C+,F ,C-,C ,F ,D ,C-,F+,C ,C+,B ,B+,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,30,83,283,F+,C-,D ,F-,D ,F ,B+,C ,B+,F ,F+,F ,D ,D ,C ,A-,B+,F ,D ,D ,F ,D ,F ,B ,C ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Bulls,RBSL,26,78,220,C ,B-,B-,B-,C ,D+,C-,C ,C ,B+,A-,D+,C-,A ,B+,C ,A+,C ,B ,B ,B ,C ,D ,D ,C ,C ,B ,A ,D 
Emiliano,Albanese,SG,D-Nuggets,D-RBSL,25,76,226,D-,D ,B-,C-,D-,F ,F+,C ,F ,D-,C-,F ,A ,A ,C+,C+,A+,F ,D ,B ,D ,F ,F ,F ,C ,F ,D ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,20,83,229,C ,F+,B-,F-,F ,F-,C ,C ,B-,D-,D-,B ,F ,D+,C+,A-,C ,C ,F ,B ,F ,D ,F ,B ,C ,B ,D ,D ,A 
Harold,Tucker,PG,FA,,18,72,168,F+,D ,C+,D ,D ,D-,F+,D-,F+,C-,F+,F+,F-,A+,B-,F ,A-,D ,D ,B ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,SG,D-Hawks,D-RBSL,27,74,201,C-,C ,C+,F-,C ,C-,F ,C-,F+,B-,B ,F+,F+,A-,D+,C ,A-,C ,C ,B ,F ,C ,D ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,Bucks,RBSL,24,76,186,C+,C ,A-,C ,D-,C-,F ,F+,F-,C-,C-,F ,A-,B+,C ,C-,B-,A ,C ,A ,B ,D ,C ,F ,F ,F ,C ,C ,F 
Frank,Ntilikina,SG,FA,,33,77,215,F+,D+,C+,D+,C-,D+,F ,F+,D-,C ,C-,F ,C-,A-,D-,C-,A ,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,28,73,219,D-,C ,C+,D+,C-,C ,F-,D ,F+,D+,C+,F ,B ,A+,A ,F+,A ,F ,C ,B ,D ,D ,C ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,C,Wizards,RBSL,27,82,269,C ,A-,C+,A-,C-,C-,A ,A+,A-,C+,C+,A+,C-,C ,B ,A ,C+,C ,B ,B ,A ,D ,C ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,Bulls,RBSL,37,85,303,D-,C+,A-,F-,B ,D+,C+,B ,C ,D-,D ,B+,A ,D+,D ,C+,C+,F ,C ,A ,F ,B ,D ,C ,B ,C ,D ,D ,B 
Charlie,Beamon,C,FA,,33,85,307,D-,C-,C+,F-,D+,F+,F ,C-,C-,F ,F+,F+,B ,F-,C ,A-,C+,F ,D ,B ,F ,D ,F ,F ,D ,D ,F ,F ,F 
Johnnie,Moore,PG,FA,,18,75,185,D-,D ,C+,F+,C ,C-,F-,F ,F-,C ,C-,F ,D+,B+,D+,C ,C+,D ,D ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,FA,,22,82,232,C-,C+,C+,D+,D+,F+,C-,D-,F+,D+,D ,D-,C ,C-,C ,B-,B+,C ,A ,B ,C ,D ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,PG,FA,,22,74,172,F ,C+,B-,C-,C ,F ,F ,F ,F-,C-,D-,F-,C+,A ,C-,C-,A ,F ,B ,B ,B ,B ,F ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,FA,,32,84,293,D+,D+,C ,F-,D-,F+,D+,D ,C-,D ,D-,D+,F-,F ,D+,A ,A-,D ,D ,C ,F ,D ,F ,D ,D ,D ,D ,F ,D 
Dennis,Smith Jr.,SF,Warriors,RBSL,34,75,209,C ,C-,B+,C ,C-,C-,F ,D ,F+,D+,C ,F+,A ,A ,B ,C-,A ,C ,D ,B ,C ,C ,D ,F ,D ,F ,D ,C ,F 
Rui,Hachimura,PF,Celtics,RBSL,22,80,236,C ,C+,C+,C-,C-,F ,F+,C-,D ,F+,F ,D+,A+,C ,C+,A-,A ,A ,B ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,21,78,220,D-,D ,B ,C-,D ,F-,C-,D ,F+,F+,F ,F-,A+,C ,C ,B ,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Ronald,Campbell,SG,Draft,,21,78,204,D-,B-,A-,C ,C+,C ,F-,F ,F ,C ,C ,D ,A ,A-,C ,C ,A ,D ,A ,A ,B ,B ,C ,F ,F ,F ,B ,C ,D 
John,Turner,PF,FA,,34,81,266,F+,D-,B-,F-,D ,F-,F ,D ,F+,F+,F-,D-,A+,F-,D ,A+,C ,F ,F ,B ,F ,D ,F ,F ,D ,F ,F ,F ,D 
Luka,Doncic,SF,Warriors,RBSL,28,79,229,C-,C+,B-,C+,C ,C ,D-,C-,D ,D+,C-,F ,B ,B-,C-,B ,A+,D ,C ,A ,C ,D ,C ,F ,D ,D ,D ,D ,F 
