FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Gil,De Urquiza,PG,FA,,26,74,187,D-,D ,B-,D ,C ,D ,F ,F ,F-,D-,C-,F-,A-,B+,C-,B ,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,28,71,182,D-,B-,B-,C ,C ,F+,F+,D ,F+,B ,C-,F+,A-,A-,C ,C ,A-,D ,B ,B ,C ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,24,72,176,F+,A-,A-,F+,B+,F ,F-,F+,F ,F+,C+,F-,C-,B+,D+,C-,B-,F ,A ,A ,F ,B ,F ,F ,F ,F ,D ,B ,F 
Kendrick,Delacruz,C,FA,,33,87,310,F+,D-,C-,F-,D-,F+,F+,D-,D+,F ,F ,D+,C+,F-,D ,A+,B ,F ,F ,C ,F ,F ,F ,F ,F ,D ,F ,F ,D 
Nelson,Moore,SG,Draft,,21,76,200,C ,D+,C+,D-,C-,F-,F-,F+,F-,C ,D+,F+,C ,B ,C ,D+,C+,C ,D ,B ,D ,C ,F ,F ,D ,F ,C ,C ,F 
William,Chasse,PG,Celtics,RBSL,17,71,199,D-,C ,A-,D-,C+,D+,D-,C ,D+,C+,B-,D-,C-,A ,A ,C-,B+,F ,B ,A ,F ,C ,D ,D ,C ,D ,B ,A ,F 
Matt,Marsh,C,FA,,33,82,282,F+,D+,F+,F-,C-,D-,F ,D-,C+,F+,D ,C ,C ,F-,F ,B ,B-,F ,D ,F ,F ,D ,D ,F ,F ,C ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,21,79,287,C ,C-,D+,C ,C ,D ,C+,B-,B ,C-,B-,B ,A ,B-,A ,A ,A-,B ,C ,C ,B ,C ,D ,B ,B ,A ,C ,B ,B 
Waldo,Hesse,C,FA,,33,85,303,D-,D+,B-,F-,D-,F+,F+,D ,C-,D-,C ,D ,D-,F-,C-,A+,C ,F ,D ,B ,F ,F ,F ,F ,D ,D ,F ,C ,D 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,27,73,182,D+,B-,B+,F-,C ,D+,F ,D ,F ,B ,C ,F ,B+,A ,C+,C ,A ,D ,B ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,29,74,205,F+,C ,B+,C-,A-,C ,F-,D ,F-,C ,C ,F+,F-,B ,C+,B ,A ,F ,C ,B ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Nacio,Escriva,C,D-Timberwolves,D-RBSL,37,84,297,C ,C-,A-,F+,C ,D-,C ,B+,C ,F ,F+,D+,C-,F-,D+,B+,F+,C ,D ,B ,F ,C ,D ,C ,B ,C ,F ,F ,D 
Mathew,Bates,SG,Draft,,19,77,211,C ,C ,C ,F-,C+,F ,F ,F+,F-,D ,F-,D-,B-,C+,D+,C ,C+,C ,B ,C ,F ,C ,F ,F ,F ,F ,D ,F ,F 
Lucas,Moore,C,D-Knicks,D-RBSL,29,83,290,C ,C ,D ,F-,D ,D-,B+,C-,B ,D ,C+,C-,C ,F ,D+,B-,C ,C ,D ,D ,F ,D ,F ,B ,D ,B ,D ,B ,D 
Chauncey,Baker,C,FA,,32,83,288,D-,D+,B ,F-,D-,D ,F-,C-,C+,F ,F-,C ,C ,F-,F ,B-,C-,D ,D ,B ,F ,D ,D ,F ,D ,C ,F ,F ,C 
Hoyt,Christian,C,FA,,34,83,293,F+,C ,C ,F ,C-,F+,C+,D+,C ,F ,D ,C ,F+,F-,F-,C ,C-,F ,D ,C ,F ,D ,F ,C ,D ,D ,F ,D ,C 
Joseph,Warnock,C,D-Lakers,D-RBSL,31,81,267,B ,C-,B-,D-,D+,F+,B-,D-,D-,F+,F+,C-,C-,F ,D+,A-,C+,B ,C ,B ,D ,D ,F ,B ,D ,D ,F ,F ,D 
Bryant,Baker,PG,Mavericks,RBSL,19,72,164,B-,C ,A ,D-,C ,D ,D-,D-,F+,B-,C-,D ,F ,A ,B ,F-,C ,A ,A ,A ,D ,A ,C ,D ,D ,D ,A ,C ,D 
Michael,Jones,PG,Magic,RBSL,27,72,176,A+,C+,A ,A-,C ,B ,C ,D ,F+,F+,C-,F-,C ,A ,D-,C+,B+,A ,B ,A ,A ,C ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,PF,Raptors,RBSL,36,85,303,C-,C-,B ,F+,C+,C ,C+,C+,C+,D+,C-,B-,B-,F-,F-,B+,C ,D ,D ,B ,F ,C ,C ,C ,B ,C ,D ,D ,B 
Andrew,Fawcett,SG,FA,,23,77,207,D-,D ,C+,D ,C-,F+,F+,F ,F ,C-,F+,F ,C ,B-,D-,B-,C+,D ,D ,B ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Deandre,Ayton,C,Thunder,RBSL,29,85,302,B+,A-,C+,F+,C ,C ,A-,A+,C ,C ,C-,A-,B-,C+,A-,A ,A+,B ,A ,B ,C ,C ,C ,A ,A ,C ,C ,D ,A 
Ja,Morant,PG,Clippers,RBSL,22,75,175,C ,C+,B ,B-,A-,B-,F-,F+,F ,C ,C ,F+,A ,A ,A-,D+,A+,C ,B ,A ,B ,B ,B ,F ,D ,D ,B ,C ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,26,75,187,D ,D+,C+,D+,C ,C-,D-,D-,F+,B ,C-,F+,C ,A ,C ,C+,A-,D ,D ,C ,D ,C ,D ,F ,F ,F ,B ,D ,F 
Thad,Boudreaux,SF,Kings,RBSL,24,80,238,B ,C-,B ,C+,C ,C-,B-,C+,B-,D-,D ,D ,A-,A-,B-,C ,A ,B ,C ,B ,B ,B ,C ,B ,B ,A ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,32,85,303,D+,C-,C+,F-,D-,D ,B-,C-,C+,F ,F+,C ,C+,F ,C ,A-,C ,D ,D ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
Vidal,Blanco,SG,Draft,,21,77,188,F ,B+,B-,D+,C-,F-,F-,D-,F+,F-,D-,D ,C ,B+,C ,C ,B ,F ,A ,B ,D ,C ,F ,F ,D ,F ,F ,D ,D 
Phil,Crabb,SG,Draft,,21,79,173,C ,C ,A-,C-,C-,F-,F ,F-,D-,F+,F-,F+,B ,A-,D+,C ,A-,B ,B ,A ,C ,C ,F ,F ,F ,D ,D ,F ,F 
Thomas,Evans,PG,FA,,27,72,212,D-,C+,A-,F+,C ,D ,D+,D-,F-,D+,D+,F ,A-,B+,C-,C ,A ,F ,B ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Raptors,RBSL,21,79,206,C ,D ,C ,C ,C ,C-,F+,C ,D ,C-,F ,F ,A-,B ,C+,C ,A ,B ,D ,C ,C ,C ,C ,D ,C ,C ,C ,D ,F 
Daniel,Bond,C,D-Hawks,D-RBSL,37,83,292,D+,C-,A-,F-,C ,C-,C+,C-,C ,C ,C-,B+,A+,D+,F ,C ,C-,D ,D ,A ,F ,C ,D ,C ,D ,C ,C ,D ,B 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,30,72,174,F-,A ,A-,C-,B-,D ,F ,F-,F-,C ,C ,F ,B+,B+,C-,D-,A+,F ,A ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,21,79,228,D ,C+,B-,B-,D+,F+,F ,F+,C-,C+,F-,F+,B ,C+,C ,C ,A-,D ,B ,B ,A ,C ,D ,D ,D ,C ,B ,F ,D 
William,Gonzales,PG,Clippers,RBSL,21,73,173,F+,C ,B-,C-,C ,C ,D-,F-,F-,C ,C-,F ,C+,B ,C-,C+,C-,F ,C ,B ,C ,C ,C ,D ,F ,F ,C ,C ,F 
Jeffrey,Chee,C,D-Heat,D-RBSL,26,83,276,C ,C ,C-,F+,F+,F ,F+,C+,B ,F ,F+,C-,B ,C-,C+,C ,B+,C ,C ,D ,D ,D ,F ,F ,C ,B ,F ,D ,D 
Man,Dilley,PF,Pelicans,RBSL,33,83,288,B-,D ,C+,F-,C ,D ,B+,C+,A-,C ,C-,A-,F-,D+,C-,C ,B-,B ,D ,B ,F ,C ,D ,B ,B ,B ,D ,D ,B 
Jerrell,Snider,SG,Pelicans,RBSL,25,76,212,F+,B-,B+,D ,C-,D ,F+,F+,F ,A-,B-,F ,A ,A ,C ,C+,B+,F ,B ,B ,D ,D ,D ,F ,D ,F ,A ,B ,F 
Darius,Garland,PG,Warriors,RBSL,21,74,179,D ,B-,B-,B+,C ,D+,F ,D-,F+,C ,D-,D-,B+,A-,B ,D+,A-,D ,B ,B ,B ,C ,D ,F ,D ,F ,C ,D ,F 
Dudley,Hooper,PF,D-Clippers,D-RBSL,32,84,298,C-,C ,C ,F-,C-,D-,F ,C-,C ,F+,F+,C ,C ,F-,D ,A ,C-,D ,C ,C ,F ,D ,F ,F ,D ,B ,F ,F ,C 
Micheal,Williams,PG,76ers,RBSL,23,78,194,D ,D ,C ,D+,C+,F+,F-,F ,D+,C ,D-,F ,F ,A ,C ,F ,B+,D ,D ,B ,D ,B ,D ,F ,F ,C ,C ,D ,F 
Terrence,Calhoun,SF,D-Jazz,D-RBSL,27,78,220,C-,C ,C-,D ,D-,F ,F-,D+,F ,B+,C ,D+,F+,B-,B ,B-,A-,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,31,80,261,D-,F ,C ,F-,D ,F+,D ,C-,D ,F ,F+,C-,C ,F+,C-,A+,B+,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SF,D-Spurs,D-RBSL,27,77,217,D+,C ,B-,D+,D-,F+,F+,D+,F ,A-,D+,D+,B-,B+,C ,A-,A+,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,Pelicans,RBSL,24,83,243,D+,D+,C ,F-,D ,F+,C+,A ,C+,D ,D-,C ,C ,F ,C ,C+,C-,D ,D ,B ,F ,D ,F ,C ,A ,C ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,25,77,210,F+,C-,C+,F+,C-,F+,F ,F+,F+,D ,C ,F+,D+,C+,D+,A-,C+,F ,C ,B ,F ,D ,F ,F ,D ,F ,D ,C ,F 
Herschel,Moore,SG,D-Thunder,D-RBSL,24,77,216,C-,C ,B ,C+,D+,F+,F+,F+,D ,D+,C-,F ,D-,A-,B-,C ,B ,D ,C ,B ,B ,D ,F ,F ,F ,D ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,27,76,207,D-,A-,A ,C-,C+,D+,D-,D ,F+,C+,C ,F ,C-,C ,C ,B+,B-,D ,B ,A ,D ,B ,D ,D ,D ,D ,B ,D ,F 
Greyne,Obasanho,C,D-Pistons,D-RBSL,34,84,295,D-,C-,C ,F-,F+,F+,C-,C ,C ,F ,F+,C ,B-,F ,C+,A-,D+,F ,D ,C ,F ,F ,F ,D ,C ,C ,F ,F ,C 
Chris,Dingle,SG,Draft,,20,76,171,D-,D ,C+,F-,C-,F ,F-,D ,F-,C ,F-,F-,F ,B-,C ,C-,A ,D ,C ,B ,F ,B ,F ,F ,D ,F ,B ,F ,F 
John,Greer,PG,FA,,27,67,209,D+,C ,C ,F+,C ,D+,F-,C-,F ,C-,C ,F ,C ,A ,C+,C-,A+,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,26,84,234,D-,D+,D ,F-,D ,F ,C ,C ,C+,D ,F+,C ,B-,D-,D-,B+,C+,D ,D ,D ,F ,D ,F ,C ,C ,C ,D ,F ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,24,83,279,C ,D ,D+,F-,D ,F ,D+,C ,C+,F ,F-,C ,D-,F+,C-,C ,B-,C ,D ,D ,F ,D ,F ,D ,C ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,25,80,206,C ,C ,C+,B-,B-,C ,D+,C+,D+,C-,C ,B ,A ,A-,A ,B-,A ,C ,C ,B ,B ,B ,C ,D ,C ,D ,C ,C ,B 
Lonzo,Ball,SG,Hawks,RBSL,34,78,220,D+,C ,B-,B-,C+,B-,C ,B-,C ,B ,B ,C+,B+,A ,C ,B ,B ,D ,C ,B ,B ,B ,B ,D ,B ,C ,B ,B ,C 
Michael,Whitlock,C,FA,,32,82,282,F+,C-,C ,F-,D ,D-,C-,D+,D+,F+,D-,D ,A+,D-,C+,A ,C+,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,D ,D 
Joesph,Brown,SG,FA,,24,78,218,F ,C-,B ,D+,C ,F ,F+,F+,F-,C-,D ,F-,A ,C+,C ,C-,B-,F ,D ,B ,D ,C ,F ,F ,F ,F ,D ,D ,F 
Ibrahim,Umaru,PG,FA,,21,73,204,D+,D ,B-,D+,D+,C-,F-,F ,F-,C-,F+,F ,A-,A-,C-,C-,C ,D ,D ,B ,D ,D ,C ,F ,F ,F ,C ,F ,F 
Bohuslav,Kochevar,PG,Celtics,RBSL,22,75,177,C ,C+,C+,C+,A-,C-,D-,C+,D ,D+,C-,D ,C ,A ,B-,C-,A+,C ,B ,C ,B ,B ,C ,F ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,33,87,311,C ,F+,B-,D-,D ,F ,C ,C ,C ,F-,F-,C-,B-,F-,F-,A ,D+,C ,F ,B ,F ,D ,F ,C ,C ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,25,74,228,D-,C+,B-,C-,D+,F+,D-,F-,F ,C ,D ,F-,C+,B+,C ,C-,A-,D ,C ,B ,C ,D ,F ,F ,F ,F ,B ,D ,F 
Edward,Blakeslee,PG,Bulls,RBSL,21,75,176,F ,C-,C+,C ,C-,C-,F ,D ,F+,C+,B+,F+,A ,A ,A+,C+,B ,F ,C ,B ,B ,C ,C ,F ,C ,D ,A ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,32,84,299,D-,C-,B-,F-,D ,F+,C ,D+,C-,D-,F+,C ,A ,F-,D-,A ,C ,F ,D ,B ,F ,D ,F ,C ,D ,D ,D ,F ,C 
Kurtis,Townsend,C,FA,,32,84,296,D ,D ,D ,F-,D+,F+,D-,C-,D+,F+,D ,C ,C ,F-,C ,A ,C-,D ,D ,D ,F ,D ,F ,F ,D ,D ,D ,D ,C 
Jarrett,Culver,SF,Jazz,RBSL,22,78,205,C-,C+,C ,C-,C ,D+,F-,C-,F+,C ,C ,F ,B-,B ,B ,C-,C ,B ,B ,B ,C ,C ,C ,D ,C ,C ,B ,B ,D 
Trae,Young,PG,Timberwolves,RBSL,29,74,186,D+,A ,A-,A ,C+,A ,F ,C-,F ,F+,C ,F+,A ,A ,D+,D+,A ,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Celtics,RBSL,18,74,227,F+,C ,C+,F ,C-,D ,F ,F ,F ,D+,D+,D-,C+,A ,C ,C+,A-,D ,B ,B ,F ,B ,C ,F ,D ,D ,C ,C ,D 
De'Aaron,Fox,SG,Trail Blazers,RBSL,34,75,200,C-,C ,B-,C-,C+,C-,F ,C-,F+,C ,B-,F+,C+,A-,B ,C-,A ,D ,C ,B ,D ,C ,D ,F ,D ,D ,C ,B ,F 
Jonathan,Isaac,SF,Warriors,RBSL,35,82,263,D ,C ,B ,C ,C-,D-,C-,C+,C ,C ,C ,B-,C ,C+,C ,C ,D ,D ,D ,B ,C ,D ,F ,C ,C ,C ,C ,C ,B 
Coby,White,PG,Mavericks,RBSL,21,77,186,C ,C+,B-,C+,C+,C ,F ,F+,F ,C+,D+,F ,C+,A-,C ,C-,A-,B ,B ,A ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,27,77,205,C-,A ,C+,F ,B-,F ,D+,C ,F ,D ,C-,F+,C ,C+,B-,B-,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,C,D-Magic,D-RBSL,31,83,285,F+,C-,D ,F-,D ,F ,B+,C-,B ,F ,D-,F ,D+,D-,C ,A-,A-,F ,D ,D ,F ,D ,F ,B ,D ,B ,F ,F ,F 
Roosevelt,Montenegro,SG,Warriors,RBSL,27,78,222,C ,B+,B ,C+,C ,C-,C-,C ,C ,B ,B+,D+,C-,A+,A-,C ,A ,C ,B ,B ,C ,C ,D ,D ,C ,C ,B ,A ,D 
Emiliano,Albanese,SG,FA,,26,76,227,F+,D ,C+,D+,D-,F ,F+,C ,F ,F+,D+,F ,A-,A-,C ,C+,A ,F ,D ,B ,D ,D ,F ,F ,C ,F ,F ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,21,83,241,C+,F+,B+,F-,F ,F-,C+,C ,B ,D-,D-,A-,F ,D+,C ,B+,C+,B ,D ,B ,F ,D ,F ,C ,C ,B ,D ,D ,A 
Harold,Tucker,PG,Clippers,RBSL,18,72,168,F+,D+,B-,D+,D ,D-,F+,D-,F+,C-,D-,F+,F-,A+,B+,F ,A ,D ,D ,B ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,SG,D-Hawks,D-RBSL,28,74,201,C-,C ,C+,F-,C ,C-,F ,C-,F+,B-,B ,F+,F+,A-,D+,C ,A-,C ,C ,B ,F ,C ,D ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,Bucks,RBSL,25,76,186,B-,C ,B+,C+,D ,C-,F+,F+,F-,C ,C ,F ,A-,B+,C ,C-,A-,A ,C ,A ,B ,D ,C ,F ,F ,F ,C ,C ,F 
Frank,Ntilikina,SG,FA,,34,77,216,F+,D ,B ,D+,C-,D ,F ,F+,D-,C-,D+,F ,C-,A-,D-,C-,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,D ,D ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,29,73,220,D-,C-,C+,D+,C-,C-,F-,D ,F+,C-,C+,F ,B-,A ,A ,F+,A+,F ,D ,B ,D ,D ,D ,F ,D ,F ,D ,C ,F 
Jaren,Jackson Jr.,C,Kings,RBSL,28,82,269,C ,B+,B-,A-,C-,C ,A ,A+,A-,C+,C ,A+,C-,C ,B+,A ,B-,C ,A ,B ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Rodrick,Johnson,C,Timberwolves,RBSL,38,85,303,D-,C ,A-,F-,B ,D+,C ,B ,C+,D-,D-,B ,A ,D-,D ,C ,C ,D ,C ,A ,F ,B ,D ,C ,B ,C ,F ,F ,B 
Brian,Bartz,SG,Draft,,20,77,210,D-,C ,C ,D-,C-,F+,F-,F ,F+,C ,C+,F+,C-,B+,C ,C-,C+,D ,C ,C ,D ,C ,F ,F ,F ,F ,B ,B ,F 
Johnnie,Moore,PG,FA,,18,75,187,D-,D+,B-,F+,C ,C-,F-,F ,F-,C ,C-,F ,C-,B ,D+,C ,C+,D ,D ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,D-Pelicans,D-RBSL,22,82,234,C-,B ,C+,D+,D+,F+,C-,D-,F+,D+,D ,D-,C ,C-,C-,B ,A-,C ,A ,B ,C ,D ,D ,C ,D ,F ,D ,D ,D 
Emilio,Delgado,PG,D-Hawks,D-RBSL,23,74,174,F ,C ,B ,C-,C ,F+,F ,F ,F-,C ,D-,F-,C+,A-,C-,C-,A+,F ,B ,B ,C ,C ,F ,D ,F ,F ,C ,D ,F 
Mack,Lewis,C,FA,,33,84,295,D ,C-,C ,F-,D-,F+,D+,D ,C-,D ,D-,D+,F-,F-,D+,A-,B-,D ,D ,C ,F ,D ,F ,D ,D ,D ,D ,F ,D 
Thomas,Lee,SG,Draft,,21,77,171,F ,D ,C ,D-,C-,F ,F ,F ,F ,D-,C-,F-,D-,B ,C+,C-,B+,F ,D ,C ,D ,C ,F ,F ,F ,F ,D ,D ,F 
Rui,Hachimura,PF,Celtics,RBSL,23,80,236,C ,C+,C+,C-,C-,F ,F+,C-,D ,F+,F+,D+,A ,C+,B-,A-,A ,B ,B ,B ,C ,C ,F ,D ,C ,C ,D ,D ,C 
Doyle,Baker,SF,FA,,22,78,222,D-,D ,B ,C-,D ,F-,C-,D ,F+,F+,F ,F-,A+,C ,C ,C+,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Ronald,Campbell,SG,Magic,RBSL,22,78,206,D-,B+,B+,C ,C+,C ,F-,F ,F+,C ,C ,D-,B+,A-,C+,C ,A ,D ,A ,A ,C ,B ,C ,F ,F ,F ,B ,C ,D 
Gerald,Palmer,SG,Draft,,21,72,174,D ,C-,B ,C-,C ,F ,F-,D+,F ,C ,C-,F+,C-,A-,A-,C-,A ,D ,D ,B ,D ,B ,F ,F ,D ,F ,C ,D ,F 
