FName,LName,Pos,Team,League,Age,Ht,Wt,Ins,Jps,Ft,3ps,Hnd,Pas,Orb,Drb,Psd,Prd,Stl,Blk,PF,Qkn,Jmp,Str,Sta,Pot.Ins,Pot.Jps,Pot.Ft,Pot.3ps,Pot.Hnd,Pot.Pas,Pot.Orb,Pot.Drb,Pot.Psd,Pot.Prd,Pot.Stl,Pot.Blk
Alvin,King,C,D-Hawks,D-RBSL,33,83,283,F+,D ,C ,F-,D+,F+,D+,C ,C ,D ,D ,C ,C-,F-,F ,A-,B ,F ,D ,C ,F ,D ,F ,D ,C ,C ,D ,D ,C 
César,Lianos,SG,Nets,RBSL,23,76,193,F+,C ,B ,D ,C-,D ,F-,F+,F ,C+,F ,F+,B-,B ,C-,C+,A-,F ,B ,B ,D ,C ,C ,F ,F ,F ,C ,F ,F 
Wendell,Carter,C,FA,,30,82,279,D+,B-,B ,B-,C-,B-,B+,A-,C+,D ,C-,B+,C-,C-,C ,A+,B ,D ,B ,B ,B ,D ,B ,B ,A ,C ,D ,D ,B 
Douglas,Stout,SG,D-Nets,D-RBSL,28,77,219,C ,C+,A ,C+,C ,D ,F+,F ,F+,C ,D+,F ,A-,B+,C-,D+,B+,D ,B ,A ,C ,C ,D ,F ,F ,F ,C ,D ,F 
Oldrich,Luba,C,Trail Blazers,RBSL,33,87,300,D ,D+,C+,F-,C-,C ,A+,A-,B+,C+,D+,A ,A+,D ,C ,B-,C+,D ,D ,B ,F ,D ,C ,A ,A ,B ,C ,D ,A 
Cristobal,Williams,PG,FA,,23,76,210,D ,D ,C+,D ,C+,C-,F ,D ,D ,C-,D+,F-,F+,A-,D ,C ,A-,D ,D ,B ,D ,B ,C ,F ,D ,D ,C ,D ,F 
Andrew,Medley,PG,Lakers,RBSL,23,72,211,F ,C ,B ,C+,D+,F ,D+,D+,D+,C ,C ,D ,F ,A ,C ,F ,B+,F ,B ,B ,A ,C ,F ,C ,D ,C ,B ,B ,D 
Rudolph,Wolf,C,D-Pistons,D-RBSL,27,86,285,D-,D+,C+,F-,D ,D-,C-,C ,C+,F-,F+,C ,D-,F ,D+,B+,C+,D ,D ,B ,F ,D ,F ,D ,C ,C ,F ,F ,C 
John,Faulkner,PG,D-Knicks,D-RBSL,27,77,189,D-,C-,A-,C-,C ,D+,D ,D-,F ,C ,C ,F-,B+,A ,D+,B-,A-,F ,D ,B ,D ,C ,D ,D ,F ,F ,C ,C ,F 
Jose,Robinson,PG,FA,,18,73,201,F+,D ,B ,D-,D+,D-,F-,F-,F-,C ,F ,F ,D+,B+,B+,D-,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,B ,F ,F 
Chris,Adams,C,D-Clippers,D-RBSL,27,84,282,D-,C ,C+,F-,D-,D ,C ,C ,C-,F ,F-,C ,C ,F ,D-,A-,B-,D ,C ,C ,F ,F ,D ,C ,C ,D ,F ,F ,C 
Justin,Graves,C,D-Mavericks,D-RBSL,33,83,282,D-,F+,C ,F-,D+,D-,D-,C ,C ,F ,D-,C-,A-,F+,C ,C+,A-,F ,F ,C ,F ,D ,D ,F ,C ,C ,F ,F ,C 
Michael,Porter Jr.,PF,FA,,30,82,244,D ,C+,B+,C ,C ,D ,C-,D+,C-,D+,C ,C-,A ,B-,B ,B ,A ,D ,C ,B ,C ,C ,D ,D ,D ,D ,D ,C ,D 
Gil,De Urquiza,PG,FA,,26,74,186,D-,D ,B-,D-,C ,D ,F ,F ,F-,D ,C-,F-,B+,B ,C-,B-,A-,F ,D ,B ,D ,C ,D ,F ,F ,F ,D ,D ,F 
Donald,Kahler,PG,D-Nuggets,D-RBSL,28,71,182,D-,C+,B ,B-,C ,D-,F+,D+,F+,B ,C-,F+,A-,A-,C ,C ,B ,D ,B ,B ,B ,C ,F ,F ,D ,F ,B ,D ,F 
Hoyt,White,PG,FA,,25,72,176,F ,A-,A-,F ,B ,F ,F-,F ,F ,D-,C+,F-,C-,B+,C-,C-,B+,F ,A ,A ,F ,B ,F ,F ,F ,F ,F ,C ,F 
Ma,Tai,PG,Bucks,RBSL,17,77,208,F-,D-,B ,D ,D+,F ,F-,F-,F ,D ,D-,F ,B-,B ,C-,D-,A-,F ,C ,B ,C ,B ,F ,F ,F ,D ,C ,C ,F 
William,Chasse,PG,Celtics,RBSL,18,71,199,F+,C ,A-,D-,C+,C-,D-,C-,C-,C+,B+,D-,C-,A+,A-,C-,A-,F ,C ,A ,D ,C ,D ,F ,C ,D ,B ,A ,F 
Matt,Marsh,C,FA,,33,82,282,F+,D+,F+,F-,C-,D-,F ,D-,C+,F+,D ,C ,C ,F-,F ,C+,B ,F ,D ,F ,F ,D ,D ,F ,F ,C ,F ,D ,C 
Zion,Williamson,PF,Magic,RBSL,22,79,287,C+,C-,D+,C ,C ,D ,B-,B-,B+,C-,C+,B+,A ,B-,A+,A ,A-,B ,C ,C ,B ,C ,D ,B ,A ,A ,C ,A ,B 
Vincent,Laguna,PG,D-Mavericks,D-RBSL,28,73,183,D+,C+,B-,F-,C ,D+,F ,D+,F ,B ,C+,F ,B+,A ,C+,C ,A-,D ,B ,A ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Charles,Hammel,PG,D-Jazz,D-RBSL,29,74,204,F+,C ,A-,C-,A-,C ,F-,D-,F-,C ,C ,F+,F-,A-,C ,B ,A ,F ,C ,A ,D ,B ,C ,F ,D ,F ,C ,C ,F 
Barry,Nichols,PG,Pacers,RBSL,21,72,204,C-,D-,B-,D+,D ,F ,F-,D-,F ,D ,D ,F-,B-,A ,C ,D-,C ,C ,D ,B ,C ,C ,F ,F ,D ,F ,C ,B ,F 
Lucas,Moore,C,D-Knicks,D-RBSL,30,83,289,C-,C-,D+,F-,D ,F+,B+,C-,B-,D ,C+,C-,C ,F-,D+,C+,C+,D ,C ,D ,F ,D ,F ,B ,D ,B ,D ,C ,D 
Chauncey,Baker,C,FA,,33,83,287,D-,D+,B-,F-,D-,D ,F-,C-,C+,F ,F-,C-,C ,F-,F+,B-,C ,D ,D ,B ,F ,D ,D ,F ,D ,C ,F ,F ,D 
Joseph,Warnock,C,FA,,31,81,267,B-,C ,B-,D ,D+,F+,C+,D ,D-,F+,D-,D+,C-,F ,D ,B+,C ,B ,C ,B ,D ,D ,F ,C ,D ,F ,F ,F ,D 
Bryant,Baker,PG,Mavericks,RBSL,20,72,164,B-,C ,A-,D-,C+,D ,D-,D-,F+,B-,C-,D-,F+,A+,B ,F-,C+,A ,A ,A ,D ,A ,C ,D ,D ,D ,A ,C ,D 
Michael,Jones,PG,Magic,RBSL,28,72,175,A ,C ,A-,A-,C ,B-,C ,D ,F+,F+,C-,F-,C ,A ,D-,C+,A-,A ,B ,A ,B ,C ,B ,C ,D ,F ,F ,C ,F 
Pascual,Alkorta,PF,FA,,36,85,304,C-,C-,B-,D-,C+,C ,C ,C+,B-,D ,C-,B-,B-,F-,F-,A-,C+,D ,D ,B ,F ,C ,C ,C ,B ,B ,D ,D ,B 
Andrew,Fawcett,SG,FA,,24,77,208,D-,D ,C+,D ,C-,F+,F+,F ,F ,C-,F+,F ,C ,B-,D-,C+,B-,D ,C ,C ,D ,C ,F ,F ,F ,F ,C ,F ,F 
Deandre,Ayton,C,Thunder,RBSL,30,85,302,B-,A-,C+,F+,C ,C ,A ,A ,C+,C ,C ,B+,B-,B ,A-,A+,A+,B ,A ,B ,C ,C ,B ,A ,A ,C ,C ,D ,B 
Ja,Morant,PG,Warriors,RBSL,22,75,178,C ,B+,B ,C+,B ,B ,F-,F+,F ,C+,C ,F+,A+,A-,A-,C-,A+,B ,A ,A ,B ,B ,B ,D ,D ,D ,B ,B ,D 
Carlton,Baker,SG,D-Lakers,D-RBSL,26,75,192,D-,D+,C ,D ,C-,C-,D-,F+,F+,C ,D+,F+,C ,A-,C ,C+,A ,F ,D ,B ,D ,D ,D ,F ,F ,F ,C ,D ,F 
Thad,Boudreaux,PG,Pelicans,RBSL,25,80,238,B-,C ,B-,C+,C ,C-,A-,B ,B-,D ,D ,D ,A-,B+,B ,C ,A ,B ,B ,B ,B ,B ,C ,A ,B ,B ,D ,D ,D 
Jose,Goodwin,C,D-Pelicans,D-RBSL,33,85,300,C-,C-,B ,F-,D-,D ,B ,D+,C+,F ,F+,C ,C+,F ,C ,A ,C ,D ,D ,B ,F ,F ,D ,B ,D ,C ,F ,F ,C 
Britt,Hernandez,PG,Grizzlies,RBSL,19,71,193,F ,C ,B-,F-,C ,D+,F+,F ,F ,B-,C-,F ,C ,A-,D+,C ,C ,F ,B ,B ,F ,C ,D ,F ,F ,F ,A ,D ,F 
Cody,Corliss,PG,Nuggets,RBSL,21,75,198,D-,D ,B+,D ,D ,D+,F-,F ,F-,D-,D-,F ,A ,B ,C-,C ,C+,D ,C ,B ,D ,C ,C ,F ,D ,F ,C ,D ,D 
Thomas,Evans,PG,FA,,28,72,214,D-,C+,A ,F+,C ,D ,D+,D-,F-,D ,C-,F ,A-,B ,D+,C ,A ,F ,C ,A ,F ,C ,D ,D ,F ,F ,D ,D ,F 
RJ,Barrett,SF,Raptors,RBSL,22,79,211,C+,D ,C-,C+,C ,C ,F+,C+,D ,C ,F ,F ,B+,B-,C+,C ,A ,B ,C ,C ,B ,B ,C ,D ,B ,C ,C ,D ,D 
Vasya,Krishtoforich,PG,D-Pistons,D-RBSL,31,72,174,F-,A-,A ,C-,B-,D ,F ,F-,F-,C ,C ,F ,A-,A-,D ,F+,A+,F ,B ,A ,D ,B ,D ,F ,F ,F ,C ,C ,F 
DeAndre,Hunter,SF,Nets,RBSL,22,79,226,D ,C+,B-,B ,D+,D-,F+,D-,D+,C+,F-,F+,A-,C+,C ,C ,A-,C ,A ,B ,A ,C ,D ,D ,D ,C ,C ,F ,D 
William,Gonzales,PG,FA,,22,73,171,F+,C ,C+,C ,C ,C ,D-,F-,F-,C ,C ,F ,C+,B ,C-,C+,C-,D ,C ,B ,B ,C ,C ,D ,F ,F ,C ,B ,F 
Jeffrey,Chee,PF,FA,,26,83,277,C ,C-,C-,D-,D-,F ,D-,B-,A-,F ,F+,C-,B+,C-,C+,C ,A-,C ,C ,D ,D ,D ,D ,F ,B ,A ,F ,D ,C 
Man,Dilley,C,FA,,34,83,287,C ,D ,B-,F-,C+,D ,B-,B-,B ,C ,C-,A-,F-,D-,C ,C ,C+,C ,D ,B ,F ,C ,D ,B ,B ,B ,D ,D ,B 
Jerrell,Snider,SG,FA,,26,76,214,F+,C+,B+,D ,C-,D+,F+,F+,F ,A ,B-,F ,A ,A-,C ,C+,A-,F ,C ,B ,D ,D ,D ,F ,F ,F ,A ,B ,F 
Darius,Garland,PG,Warriors,RBSL,22,74,178,D-,C+,C+,C+,C-,D ,F ,D-,F+,C ,D-,D-,B ,A ,B-,D+,A+,D ,C ,B ,C ,D ,D ,F ,F ,F ,C ,D ,F 
Dudley,Hooper,PF,D-Clippers,D-RBSL,33,84,296,C-,C ,C-,F-,C-,D-,F ,C-,C ,F ,F ,C ,C ,F-,D ,B-,C-,D ,C ,C ,F ,D ,F ,F ,D ,C ,F ,F ,C 
Micheal,Williams,SG,76ers,RBSL,24,78,192,D ,D+,C+,D+,C+,F+,F-,F ,D+,C ,D ,F ,F ,A ,C+,F ,A ,D ,D ,C ,D ,B ,D ,F ,F ,D ,B ,D ,F 
Terrence,Calhoun,SG,D-Jazz,D-RBSL,28,78,219,C-,C ,C ,D ,D-,F ,F-,C-,F ,B+,C ,C-,F+,B ,B ,C+,A ,D ,C ,C ,D ,D ,F ,F ,D ,F ,B ,C ,C 
Kelly,Frank,PF,FA,,32,80,261,D-,F ,C ,F-,D+,F+,D ,C-,D ,F ,F+,C ,C ,D-,C-,A ,B+,F ,F ,C ,F ,D ,F ,D ,D ,D ,F ,F ,D 
Newton,Jones,SG,D-Spurs,D-RBSL,27,77,215,D+,C ,B-,C-,D-,F+,F+,C-,F+,A-,D+,D+,B+,B+,C ,B+,A+,D ,C ,A ,D ,D ,F ,F ,D ,F ,B ,D ,D 
Ivory,Gallo,C,D-Warriors,D-RBSL,25,83,242,D+,D+,C ,F-,D ,F+,C+,A-,C+,D ,D-,C ,C ,F ,C ,B-,C ,D ,D ,C ,F ,D ,F ,C ,A ,B ,D ,D ,C 
Ernest,Gonzalez,SG,FA,,26,77,209,F ,C-,B-,F ,C-,F+,F ,F+,F ,D ,C ,F+,D+,B-,D+,A-,B-,F ,D ,B ,F ,D ,F ,F ,F ,F ,D ,C ,F 
Herschel,Moore,SF,D-Thunder,D-RBSL,25,77,215,C ,C+,B ,C+,D+,F+,F+,D-,D-,C-,D+,F ,D-,A-,B-,C+,B ,C ,C ,B ,C ,D ,D ,F ,F ,F ,D ,D ,F 
Stefan,Case,SF,D-Heat,D-RBSL,28,76,210,D-,A-,A-,D+,C+,D ,D ,D-,F+,B-,C-,F ,C ,C ,C ,A-,B-,D ,B ,A ,D ,B ,D ,D ,D ,D ,B ,C ,F 
Augustus,Cooley,PG,FA,,20,74,219,F+,C ,C ,D+,D+,C-,F ,F+,F ,B-,C-,F-,A ,A-,D-,D+,C ,F ,C ,C ,C ,C ,D ,F ,F ,F ,A ,C ,F 
John,Greer,PG,FA,,28,67,210,D+,C ,C ,F+,C ,D+,F-,C-,F ,D+,C ,F ,C ,A ,C+,C-,A ,D ,C ,C ,F ,C ,D ,F ,D ,F ,D ,C ,F 
Tom,Lowe,C,D-Thunder,D-RBSL,26,84,234,D ,C-,D ,F-,D ,F ,C ,C-,C+,D ,F ,C-,B+,D-,D-,B+,C+,D ,D ,D ,F ,D ,F ,C ,C ,B ,D ,F ,C 
Kobe,Hernandez,C,D-Pelicans,D-RBSL,25,83,277,C ,D-,D+,F-,D ,F ,D+,C-,C ,F ,F-,C ,D ,F+,C-,C+,C+,C ,D ,D ,F ,D ,F ,D ,D ,C ,F ,F ,C 
Thomas,Lovelady,PG,Wizards,RBSL,26,80,205,C ,C ,B-,B+,B-,C ,D+,B ,C-,C-,C-,B+,A ,A-,A ,B ,A+,C ,C ,B ,B ,B ,C ,D ,B ,D ,C ,C ,B 
Lonzo,Ball,PG,Hawks,RBSL,35,78,220,D ,C ,B-,B-,C+,B ,C ,C+,C ,B-,B-,C+,B+,A-,C ,B ,B-,D ,C ,B ,B ,B ,B ,D ,C ,C ,B ,B ,C 
Michael,Whitlock,C,FA,,33,82,282,F+,D+,C ,F-,D-,D-,C-,D+,D ,F ,D-,D+,A+,D-,C+,A ,B-,F ,D ,C ,F ,D ,D ,D ,D ,D ,F ,F ,D 
Joesph,Brown,SG,FA,,25,78,219,F ,C-,B+,C-,C ,F ,F ,F+,F-,C-,D-,F-,A+,C+,C ,C-,B ,F ,D ,B ,D ,D ,F ,F ,F ,F ,D ,D ,F 
Ibrahim,Umaru,PG,FA,,22,73,203,C-,D+,C+,D+,C-,C-,F-,F ,F-,C ,F+,F ,A-,A-,C-,C-,C ,C ,D ,B ,D ,D ,C ,F ,F ,F ,B ,F ,F 
Bohuslav,Kochevar,PG,D-Timberwolves,D-RBSL,23,75,173,C ,C+,C+,B+,B+,C ,F+,C ,D+,D+,C-,D ,C ,A ,B-,C-,A+,C ,B ,B ,B ,B ,C ,F ,C ,D ,D ,C ,D 
Stanislav,Kostic,C,D-Suns,D-RBSL,33,87,310,C ,F+,C+,D-,D ,F ,C ,C ,C-,F-,F-,C-,B-,F-,F-,A+,D ,C ,F ,B ,F ,D ,F ,C ,C ,D ,F ,F ,D 
Clinton,Williams,SG,FA,,26,74,228,D-,C ,B ,C-,D+,F+,F+,F-,F ,C+,D ,F-,B-,B-,C ,C ,A-,D ,C ,B ,C ,D ,F ,F ,F ,F ,C ,D ,F 
Edward,Blakeslee,SG,Bulls,RBSL,21,75,174,F ,C ,C+,C+,C-,C-,F ,D ,F+,C+,B+,D-,A-,A ,A ,C ,A-,F ,C ,B ,C ,C ,C ,F ,D ,D ,B ,A ,D 
Junior,Jones,C,D-Hornets,D-RBSL,32,84,298,F+,C-,B-,F-,D+,F+,C ,D ,C-,D-,F+,C ,A ,F-,D ,B+,C+,F ,D ,B ,F ,D ,F ,C ,D ,D ,D ,F ,C 
Jarrett,Culver,SF,Jazz,RBSL,23,78,211,C-,B-,C ,C ,C ,D+,F-,C-,F+,C ,C ,F ,B+,B+,B-,C ,C ,B ,B ,B ,C ,C ,C ,D ,C ,D ,B ,B ,D 
Trae,Young,PG,FA,,29,74,184,D ,A-,A-,A ,C+,A ,F ,C-,F ,F+,C ,F+,A-,B+,D+,D+,A ,D ,A ,A ,A ,B ,A ,F ,D ,F ,D ,C ,F 
Rudolf,Wesson,SG,Celtics,RBSL,19,74,226,F ,C ,C+,F ,C ,D+,F ,F+,F+,C-,C-,D-,B-,A-,C ,C+,A-,D ,A ,B ,D ,B ,C ,D ,D ,D ,B ,C ,D 
Coby,White,PG,Mavericks,RBSL,22,77,187,C ,C+,B ,B-,C+,C ,F ,D-,F+,C+,D+,F ,C+,A ,C+,C-,A ,B ,B ,A ,B ,B ,C ,F ,D ,D ,B ,C ,D 
Albert,Hernandez,SG,D-Trail Blazers,D-RBSL,28,77,204,C-,A ,B-,F ,C+,F ,C-,C ,F ,D ,C-,D-,C ,B-,B ,B ,C+,D ,A ,B ,F ,B ,F ,D ,C ,F ,D ,D ,F 
Shawn,Schoen,PF,D-Magic,D-RBSL,32,83,284,F+,C-,D+,F-,D+,F ,B-,C-,C+,F ,D-,F ,D ,D-,C ,A-,B+,F ,D ,D ,F ,D ,F ,B ,C ,C ,F ,F ,F 
Roosevelt,Montenegro,SF,FA,,28,78,222,C ,B-,B ,B-,C ,C-,C-,C ,C ,B ,A-,C-,C-,A ,A-,C ,A+,C ,B ,B ,B ,C ,D ,D ,C ,C ,B ,B ,D 
Emiliano,Albanese,SG,FA,,27,76,226,D-,D ,C+,C-,D-,F ,D-,C+,F ,D-,C-,F ,A-,B+,C ,C+,A ,F ,D ,C ,D ,D ,F ,F ,C ,F ,D ,D ,F 
Jaxson,Hayes,C,Mavericks,RBSL,22,83,234,C+,F+,B ,F-,F ,F-,C ,C+,B ,D-,D-,A-,F ,D+,C ,B+,C+,B ,D ,B ,F ,D ,F ,B ,C ,B ,D ,D ,A 
Harold,Tucker,PG,FA,,19,72,169,F+,D+,B-,D+,D ,D-,D-,D ,F+,C-,D-,F+,F-,A ,B ,F ,A+,D ,D ,B ,C ,D ,D ,D ,D ,D ,C ,D ,D 
Guy,Edwards,PG,D-Hawks,D-RBSL,29,74,201,C-,C ,C+,F-,C ,C ,F ,C ,F+,B-,B-,F+,F+,A-,D+,C ,B+,C ,C ,B ,F ,C ,C ,F ,C ,D ,B ,B ,F 
Omar,Boyd,PG,D-Trail Blazers,D-RBSL,26,76,187,C+,C ,A-,C+,D ,C ,F ,F+,F-,C-,C-,F ,B ,B+,C ,C-,B ,A ,B ,B ,B ,D ,C ,F ,D ,F ,B ,C ,F 
Sal,Wright,PG,D-Nuggets,D-RBSL,30,73,221,D-,C ,B ,D+,C-,C ,F-,D ,D-,D+,C ,F ,B+,A ,A-,F+,A+,F ,C ,B ,D ,D ,C ,F ,D ,D ,D ,C ,F 
Jaren,Jackson Jr.,PF,Kings,RBSL,28,82,272,C ,B+,C+,A-,C-,C ,A-,A+,A-,C ,C+,A+,C-,C ,B ,A ,C ,C ,A ,A ,A ,D ,B ,A ,A ,A ,C ,C ,A 
Darron,Bye,PG,Bucks,RBSL,21,72,168,F+,C-,B+,F ,D ,F+,D-,F+,F-,D-,C-,F-,C ,A+,A ,F-,A-,D ,B ,A ,D ,B ,D ,D ,D ,F ,C ,A ,F 
Johnnie,Moore,PG,FA,,19,75,186,D-,D ,C+,F+,C ,C-,F-,F+,F-,C ,C ,F+,D+,A-,D+,C ,B-,D ,C ,B ,F ,C ,C ,F ,F ,F ,C ,C ,F 
Vladimir,Simon,SF,D-Pelicans,D-RBSL,23,82,233,C-,B ,C+,C-,C-,D-,C-,D-,F+,C-,D+,D-,C ,C ,C ,B-,B+,C ,A ,C ,C ,C ,D ,C ,D ,D ,C ,C ,D 
Emilio,Delgado,SF,D-Hawks,D-RBSL,24,74,172,F ,C+,A-,C ,C+,F ,F ,F ,F ,C ,D-,F-,C+,A ,D+,C-,A ,F ,B ,B ,B ,B ,F ,D ,F ,F ,C ,D ,F 
Daniel,Miller,SG,Nets,RBSL,19,77,226,D ,B+,A ,C+,D ,D-,F ,F ,D-,C-,C ,F ,A-,B+,B ,D ,A ,D ,A ,A ,B ,D ,D ,F ,F ,D ,C ,C ,F 
Rui,Hachimura,PF,Celtics,RBSL,24,80,237,C ,C ,C+,C-,C-,F ,F+,C ,D ,F+,F+,D+,A+,C ,B-,A ,A-,C ,B ,B ,C ,C ,F ,D ,C ,C ,D ,D ,D 
Doyle,Baker,SF,FA,,23,78,221,D-,D ,C+,C ,D-,F-,C-,D ,F+,F+,F ,F-,A ,C ,C ,C+,C ,D ,D ,B ,C ,D ,F ,C ,D ,D ,F ,F ,F 
Ronald,Campbell,SF,Magic,RBSL,22,78,205,D-,B+,A-,C ,C ,C ,F-,F ,F+,C ,C ,D ,A ,A-,C ,C ,A ,D ,A ,A ,C ,B ,C ,F ,F ,F ,B ,C ,D 
Willy,Nichols,SG,Knicks,RBSL,20,77,192,C ,D+,C+,F+,D ,F-,F+,D-,F+,C ,C-,F-,C-,A ,B+,C ,B ,A ,C ,B ,D ,C ,F ,D ,D ,F ,B ,B ,F 
Luka,Doncic,SF,Warriors,RBSL,30,79,231,C ,C+,C+,C+,C-,C+,D-,C-,D+,D+,C-,F ,B ,C+,C-,B+,A ,C ,C ,B ,C ,C ,C ,F ,D ,D ,D ,D ,F 
William,Thomas,SG,Lakers,RBSL,18,80,200,D-,C ,B+,F ,D+,F+,F-,D ,F ,C-,C-,F-,C ,C+,D ,C+,C ,D ,A ,B ,F ,C ,D ,F ,D ,F ,B ,C ,F 
Ronald,Thomas,SG,D-Bulls,D-RBSL,25,74,206,C+,B ,A-,C+,D+,F+,D-,D-,F-,C+,D+,F-,B ,C+,D+,C+,B-,B ,A ,A ,C ,D ,F ,D ,F ,F ,B ,D ,F 
Jonathan,Yeager,C,FA,,32,83,292,C-,C ,C ,F-,D+,D ,A-,C ,B ,D-,B+,C ,B+,F-,F ,B-,D+,D ,C ,C ,F ,D ,D ,A ,C ,B ,D ,B ,D 
Collin,Sexton,SF,FA,,29,75,201,C ,B ,A-,C+,C+,C+,C-,C-,C-,C-,C-,C-,D+,A ,A-,C ,A-,C ,B ,A ,B ,C ,C ,D ,D ,D ,B ,D ,D 
Bryant,Lyons,PG,D-Hornets,D-RBSL,28,73,213,D+,B ,A-,C+,C-,D-,F ,D ,F ,C-,D+,D ,C ,A-,C ,C ,B ,D ,B ,A ,C ,D ,D ,F ,D ,F ,D ,D ,D 
Charles,Nelson,PF,FA,,36,84,300,C-,C ,B-,C ,C ,C-,D ,C ,B-,D+,D+,C ,C ,D ,C ,C ,D-,D ,C ,B ,C ,C ,D ,D ,C ,B ,D ,D ,C 
Amadeu,Rosas,SG,FA,,18,76,178,F+,D+,C+,F+,D+,F+,F ,F-,F ,C-,C-,F+,C+,B-,C ,C ,A-,D ,C ,C ,D ,C ,D ,D ,F ,F ,C ,B ,D 
Arden,French,SG,FA,,25,76,197,D-,C ,B-,C ,C ,F ,F-,F ,F+,D+,D+,F+,C ,B-,C ,B-,C+,D ,C ,B ,C ,C ,F ,F ,F ,F ,D ,D ,F 
Sheldon,Day,SG,Timberwolves,RBSL,28,79,224,D ,C ,B ,D ,C ,F ,C-,C-,F ,C+,C ,F+,A+,A ,A-,A-,A-,D ,C ,B ,D ,C ,F ,D ,D ,F ,C ,C ,F 
Lance,Noble,PG,FA,,30,73,198,B+,C ,A ,C-,C-,F+,F+,D-,F ,B+,A-,F-,C ,A ,D+,C+,A+,B ,C ,A ,D ,D ,F ,F ,F ,F ,B ,A ,F 
William,Johnson,SG,D-Lakers,D-RBSL,21,77,206,F ,A-,A ,C ,D-,D+,F-,F ,D-,C ,D ,D-,A-,B-,C ,D+,C+,F ,A ,A ,C ,D ,D ,F ,F ,F ,C ,D ,D 
Olin,Benson,SF,D-Wizards,D-RBSL,26,80,234,D-,C+,A-,F+,C ,F+,C-,D-,F+,C ,C+,D-,C+,A-,D ,C+,A-,F ,C ,A ,F ,C ,D ,D ,D ,D ,C ,C ,D 
Cam,Reddish,SF,Kings,RBSL,22,80,221,C-,C ,C+,C+,C ,D ,F-,F+,D-,C ,B ,D-,C ,B+,C+,D ,A-,C ,C ,B ,C ,C ,D ,F ,D ,D ,C ,B ,D 
Martin,Frost,PF,D-Rockets,D-RBSL,32,82,274,C ,C-,C ,F+,D ,D-,C-,C ,C-,D+,C-,B ,C ,D ,C-,A-,B ,C ,D ,C ,F ,D ,D ,D ,C ,D ,D ,D ,B 
